,Volatilidade_data,Volatilidade_IMAB,Volatilidade_IHFA,Volatilidade_IMAB5,Volatilidade_CDI,Volatilidade_port1,Volatilidade_port4,Volatilidade_port8,Volatilidade_IBOV
0,2012-01-18,0.0361,0.0215,0.0206,0.0003,0.0188,0.0387,0.0505,0.2671
1,2012-01-19,0.0361,0.0214,0.0207,0.0003,0.0188,0.0387,0.0505,0.2633
2,2012-01-20,0.0364,0.0215,0.0207,0.0003,0.0188,0.0386,0.0504,0.2536
3,2012-01-23,0.0365,0.0215,0.0208,0.0003,0.0188,0.0386,0.0503,0.2531
4,2012-01-24,0.0361,0.0215,0.0206,0.0003,0.0188,0.0386,0.0502,0.252
5,2012-01-26,0.0364,0.0215,0.0209,0.0003,0.0189,0.0387,0.0503,0.2519
6,2012-01-27,0.0364,0.0215,0.0209,0.0003,0.0188,0.0387,0.0503,0.248
7,2012-01-30,0.0365,0.0215,0.021,0.0003,0.0188,0.0387,0.0503,0.2455
8,2012-01-31,0.0366,0.0215,0.021,0.0003,0.0188,0.0387,0.0503,0.2455
9,2012-02-01,0.0366,0.0215,0.021,0.0003,0.0189,0.0388,0.0502,0.2458
10,2012-02-02,0.0367,0.0216,0.021,0.0003,0.0189,0.0388,0.0501,0.2426
11,2012-02-03,0.0366,0.0216,0.021,0.0003,0.0189,0.0388,0.0502,0.2371
12,2012-02-06,0.0365,0.0215,0.021,0.0003,0.0189,0.0388,0.0502,0.2358
13,2012-02-07,0.0366,0.0215,0.021,0.0003,0.0189,0.0388,0.0501,0.235
14,2012-02-08,0.0364,0.0215,0.0209,0.0003,0.0189,0.0388,0.0501,0.225
15,2012-02-09,0.0366,0.0214,0.0209,0.0003,0.0189,0.0388,0.0502,0.2252
16,2012-02-10,0.0367,0.0213,0.021,0.0003,0.0189,0.0388,0.0502,0.2267
17,2012-02-13,0.0367,0.0213,0.021,0.0003,0.0189,0.039,0.0503,0.2286
18,2012-02-14,0.0368,0.0213,0.0209,0.0003,0.0189,0.039,0.0504,0.2283
19,2012-02-15,0.0367,0.0214,0.0209,0.0003,0.0189,0.0389,0.0502,0.2281
20,2012-02-16,0.0367,0.0214,0.0209,0.0003,0.0189,0.0389,0.0502,0.2285
21,2012-02-17,0.0368,0.0214,0.0209,0.0003,0.0189,0.0388,0.0502,0.2283
22,2012-02-22,0.0368,0.0214,0.0209,0.0003,0.0189,0.0388,0.0502,0.222
23,2012-02-23,0.0368,0.0214,0.0209,0.0003,0.0189,0.0388,0.0502,0.222
24,2012-02-24,0.037,0.0214,0.021,0.0004,0.0188,0.0388,0.0501,0.2188
25,2012-02-27,0.037,0.0214,0.021,0.0004,0.0188,0.0388,0.0501,0.2198
26,2012-02-29,0.0371,0.0214,0.021,0.0004,0.0189,0.0389,0.0502,0.2201
27,2012-03-01,0.0371,0.0214,0.021,0.0004,0.0188,0.0388,0.0502,0.2139
28,2012-03-02,0.0372,0.0215,0.0211,0.0004,0.0189,0.0389,0.0502,0.2148
29,2012-03-05,0.0372,0.0215,0.0211,0.0004,0.0189,0.0388,0.0501,0.2157
30,2012-03-06,0.0372,0.0215,0.0211,0.0004,0.019,0.039,0.0502,0.2231
31,2012-03-07,0.0372,0.0215,0.0211,0.0004,0.019,0.0391,0.0503,0.2211
32,2012-03-08,0.0377,0.0217,0.0214,0.0004,0.0191,0.0392,0.0505,0.2219
33,2012-03-09,0.0378,0.0218,0.0215,0.0004,0.0191,0.0392,0.0505,0.2195
34,2012-03-12,0.0378,0.0218,0.0215,0.0004,0.0191,0.0392,0.0505,0.2179
35,2012-03-13,0.0378,0.0219,0.0215,0.0004,0.0192,0.0393,0.0506,0.2187
36,2012-03-14,0.038,0.0218,0.0215,0.0004,0.0192,0.0393,0.0506,0.2155
37,2012-03-15,0.038,0.0218,0.0218,0.0004,0.0192,0.0393,0.0506,0.216
38,2012-03-16,0.0381,0.0218,0.0218,0.0004,0.0192,0.0393,0.0506,0.2139
39,2012-03-19,0.0383,0.0218,0.0219,0.0004,0.0192,0.0393,0.0506,0.2133
40,2012-03-20,0.0383,0.0218,0.0219,0.0004,0.0192,0.0393,0.0506,0.2114
41,2012-03-21,0.0382,0.0218,0.0219,0.0004,0.0192,0.0393,0.0506,0.2072
42,2012-03-22,0.0382,0.0218,0.0219,0.0004,0.0192,0.0393,0.0506,0.2088
43,2012-03-23,0.0382,0.0218,0.0219,0.0004,0.0192,0.0393,0.0506,0.2061
44,2012-03-26,0.0382,0.0218,0.0219,0.0005,0.0192,0.0393,0.0506,0.2072
45,2012-03-27,0.0382,0.0218,0.0219,0.0005,0.0192,0.0392,0.0505,0.2058
46,2012-03-28,0.0382,0.0218,0.0219,0.0005,0.0192,0.0393,0.0505,0.2079
47,2012-03-29,0.0382,0.0217,0.0218,0.0005,0.0192,0.0393,0.0505,0.2078
48,2012-03-30,0.0382,0.0216,0.0218,0.0005,0.0192,0.0393,0.0502,0.2058
49,2012-04-02,0.0382,0.0215,0.0218,0.0005,0.0192,0.0392,0.0502,0.2002
50,2012-04-03,0.0383,0.0215,0.0218,0.0005,0.0192,0.0393,0.0502,0.2025
51,2012-04-04,0.0382,0.0215,0.0218,0.0005,0.0192,0.0393,0.0503,0.2032
52,2012-04-05,0.0382,0.0215,0.0218,0.0005,0.0192,0.0393,0.0502,0.203
53,2012-04-09,0.0384,0.0216,0.0218,0.0005,0.0192,0.0393,0.0503,0.2046
54,2012-04-10,0.0386,0.0216,0.0218,0.0005,0.0193,0.0394,0.0504,0.2016
55,2012-04-11,0.0386,0.0216,0.0218,0.0005,0.0193,0.0394,0.0504,0.2022
56,2012-04-12,0.0386,0.0216,0.0218,0.0005,0.0194,0.0396,0.0506,0.192
57,2012-04-13,0.0387,0.0216,0.0218,0.0005,0.0194,0.0397,0.0508,0.1946
58,2012-04-16,0.0387,0.0216,0.0218,0.0005,0.0194,0.0397,0.0508,0.1925
59,2012-04-17,0.0387,0.0216,0.0218,0.0005,0.0194,0.0397,0.0509,0.1937
60,2012-04-18,0.0387,0.0216,0.0218,0.0005,0.0193,0.0397,0.0509,0.1934
61,2012-04-19,0.0392,0.0217,0.022,0.0005,0.0193,0.0396,0.0507,0.1926
62,2012-04-20,0.0392,0.0217,0.0219,0.0005,0.0193,0.0396,0.0508,0.1926
63,2012-04-23,0.039,0.0217,0.0219,0.0005,0.0193,0.0397,0.0508,0.1951
64,2012-04-24,0.0394,0.0217,0.0219,0.0006,0.0193,0.0397,0.0508,0.1937
65,2012-04-25,0.0396,0.0217,0.0219,0.0006,0.0193,0.0397,0.051,0.1878
66,2012-04-26,0.0396,0.0217,0.0219,0.0006,0.0193,0.0396,0.0509,0.1851
67,2012-04-27,0.0396,0.0217,0.022,0.0006,0.0193,0.0396,0.0509,0.1857
68,2012-04-30,0.0396,0.0217,0.022,0.0006,0.0193,0.0396,0.0509,0.1854
69,2012-05-02,0.0407,0.0218,0.0222,0.0006,0.0194,0.0397,0.0509,0.1863
70,2012-05-03,0.0407,0.0218,0.0222,0.0006,0.0194,0.0397,0.0508,0.1866
71,2012-05-04,0.0446,0.0218,0.0225,0.0006,0.0194,0.0397,0.0508,0.1903
72,2012-05-07,0.0477,0.0218,0.0226,0.0006,0.0193,0.0395,0.0505,0.1908
73,2012-05-08,0.051,0.0219,0.0229,0.0006,0.0194,0.0396,0.0506,0.1926
74,2012-05-09,0.0529,0.0219,0.023,0.0006,0.0195,0.0397,0.0506,0.1931
75,2012-05-10,0.0554,0.0219,0.0232,0.0006,0.0195,0.0397,0.0506,0.1871
76,2012-05-11,0.0554,0.0219,0.0232,0.0006,0.0195,0.0397,0.0506,0.1871
77,2012-05-14,0.0554,0.0219,0.0232,0.0006,0.0195,0.0398,0.0506,0.1956
78,2012-05-15,0.0554,0.0219,0.0232,0.0006,0.0196,0.0399,0.0506,0.1998
79,2012-05-16,0.0554,0.0219,0.0232,0.0006,0.0195,0.0399,0.0506,0.1983
80,2012-05-17,0.0556,0.022,0.0231,0.0006,0.0197,0.0401,0.0507,0.2074
81,2012-05-18,0.0557,0.022,0.0231,0.0007,0.0196,0.04,0.0506,0.2087
82,2012-05-21,0.0559,0.022,0.0232,0.0007,0.0197,0.0402,0.0506,0.2188
83,2012-05-22,0.0608,0.0221,0.0248,0.0007,0.0201,0.0406,0.0507,0.2175
84,2012-05-23,0.0609,0.0221,0.0248,0.0007,0.0201,0.0405,0.0507,0.2172
85,2012-05-24,0.0618,0.0225,0.0254,0.0007,0.0202,0.0406,0.0508,0.2172
86,2012-05-25,0.062,0.0225,0.0254,0.0007,0.0203,0.0407,0.0507,0.2162
87,2012-05-29,0.0621,0.0225,0.0255,0.0007,0.0203,0.0407,0.051,0.2164
88,2012-05-30,0.0621,0.0225,0.0255,0.0007,0.0203,0.0408,0.0512,0.2177
89,2012-05-31,0.0624,0.0226,0.0255,0.0007,0.0203,0.0408,0.0512,0.2199
90,2012-06-01,0.0628,0.0226,0.0255,0.0007,0.0203,0.0409,0.0512,0.2223
91,2012-06-04,0.0662,0.0227,0.0261,0.0007,0.0204,0.0409,0.0512,0.2219
92,2012-06-05,0.0662,0.0227,0.0261,0.0007,0.0204,0.0409,0.0512,0.2225
93,2012-06-06,0.0663,0.0227,0.0261,0.0007,0.0204,0.041,0.0513,0.2299
94,2012-06-08,0.0667,0.0227,0.0262,0.0007,0.0205,0.0411,0.0514,0.2278
95,2012-06-11,0.0675,0.0227,0.0263,0.0007,0.0205,0.0411,0.0513,0.2274
96,2012-06-12,0.0675,0.0228,0.0263,0.0007,0.0205,0.0412,0.0514,0.2261
97,2012-06-13,0.0675,0.0228,0.0263,0.0007,0.0205,0.0412,0.0514,0.2254
98,2012-06-14,0.0675,0.0228,0.0263,0.0007,0.0205,0.0412,0.0514,0.2232
99,2012-06-15,0.068,0.0228,0.0264,0.0007,0.0205,0.0412,0.0514,0.2255
100,2012-06-18,0.068,0.0228,0.0264,0.0007,0.0205,0.0412,0.0514,0.2256
101,2012-06-19,0.0681,0.0228,0.0264,0.0007,0.0205,0.041,0.051,0.22
102,2012-06-20,0.0681,0.0228,0.0264,0.0007,0.0205,0.041,0.051,0.2201
103,2012-06-21,0.0682,0.0228,0.0264,0.0007,0.0205,0.0412,0.0511,0.226
104,2012-06-22,0.0682,0.0228,0.0264,0.0008,0.0205,0.0411,0.0511,0.226
105,2012-06-25,0.0684,0.0228,0.0264,0.0008,0.0205,0.0412,0.0512,0.2319
106,2012-06-26,0.0684,0.0228,0.0264,0.0008,0.0205,0.0412,0.0512,0.232
107,2012-06-27,0.0683,0.0228,0.0264,0.0008,0.0205,0.0413,0.0512,0.2328
108,2012-06-28,0.0684,0.0228,0.0264,0.0008,0.0205,0.0412,0.0512,0.2318
109,2012-06-29,0.0684,0.0228,0.0265,0.0008,0.0206,0.0415,0.0515,0.2417
110,2012-07-02,0.0684,0.0228,0.0265,0.0008,0.0206,0.0416,0.0516,0.2403
111,2012-07-03,0.0684,0.0228,0.0265,0.0008,0.0207,0.0416,0.0515,0.2439
112,2012-07-05,0.0687,0.0228,0.0266,0.0008,0.0207,0.0416,0.0515,0.2441
113,2012-07-06,0.0688,0.0228,0.0266,0.0008,0.0207,0.0416,0.0516,0.246
114,2012-07-10,0.0688,0.0228,0.0266,0.0008,0.0207,0.0417,0.0516,0.2522
115,2012-07-11,0.069,0.0228,0.0267,0.0008,0.0207,0.0417,0.0516,0.2507
116,2012-07-12,0.069,0.0228,0.0267,0.0008,0.0207,0.0417,0.0517,0.2497
117,2012-07-13,0.0691,0.0228,0.0267,0.0008,0.0207,0.0418,0.0518,0.2519
118,2012-07-16,0.0692,0.0227,0.0267,0.0008,0.0207,0.0417,0.0517,0.2534
119,2012-07-17,0.0692,0.0227,0.0267,0.0008,0.0207,0.0417,0.0516,0.2538
120,2012-07-18,0.0692,0.0227,0.0268,0.0008,0.0207,0.0418,0.0516,0.2532
121,2012-07-19,0.0693,0.0228,0.0268,0.0008,0.0207,0.0417,0.0513,0.2548
122,2012-07-20,0.0696,0.0228,0.0269,0.0008,0.0208,0.0418,0.0513,0.2506
123,2012-07-23,0.0696,0.0228,0.0269,0.0008,0.0208,0.0418,0.0514,0.2522
124,2012-07-24,0.0698,0.0228,0.027,0.0008,0.0208,0.0418,0.0515,0.2524
125,2012-07-25,0.0698,0.0228,0.0269,0.0008,0.0208,0.0418,0.0515,0.2508
126,2012-07-26,0.0698,0.0228,0.027,0.0008,0.0207,0.0417,0.0514,0.2567
127,2012-07-27,0.0703,0.0228,0.0272,0.0008,0.0208,0.0419,0.0514,0.2734
128,2012-07-30,0.0703,0.0228,0.0272,0.0008,0.0207,0.0418,0.0513,0.2747
129,2012-07-31,0.0703,0.0228,0.0272,0.0008,0.0207,0.0419,0.0513,0.2758
130,2012-08-01,0.0704,0.0227,0.0273,0.0008,0.0207,0.0419,0.0513,0.2755
131,2012-08-02,0.0703,0.0224,0.0273,0.0008,0.0208,0.0419,0.0513,0.2765
132,2012-08-03,0.0704,0.0221,0.0273,0.0008,0.0208,0.042,0.0513,0.2832
133,2012-08-06,0.0703,0.0221,0.0273,0.0008,0.0208,0.042,0.0513,0.2855
134,2012-08-07,0.0704,0.0212,0.0273,0.0008,0.0207,0.0419,0.0512,0.2861
135,2012-08-08,0.0704,0.021,0.0273,0.0008,0.0208,0.0419,0.0514,0.2886
136,2012-08-09,0.0705,0.021,0.0273,0.0008,0.0208,0.0419,0.0514,0.2885
137,2012-08-10,0.0707,0.0208,0.0274,0.0008,0.0208,0.0419,0.0514,0.2862
138,2012-08-13,0.0706,0.0207,0.0273,0.0008,0.0207,0.0418,0.0513,0.2859
139,2012-08-14,0.0706,0.0206,0.0273,0.0008,0.0208,0.0418,0.0513,0.2867
140,2012-08-15,0.0705,0.0206,0.0273,0.0008,0.0208,0.0418,0.0512,0.2862
141,2012-08-16,0.0706,0.0206,0.0275,0.0008,0.0208,0.0418,0.0512,0.2893
142,2012-08-17,0.0704,0.0206,0.0274,0.0008,0.0207,0.0417,0.051,0.2894
143,2012-08-20,0.0705,0.0206,0.0275,0.0008,0.0207,0.0416,0.0511,0.2822
144,2012-08-21,0.0706,0.0206,0.0275,0.0008,0.0203,0.0406,0.05,0.2787
145,2012-08-22,0.0706,0.0206,0.0275,0.0008,0.0203,0.0406,0.05,0.2787
146,2012-08-23,0.0706,0.0206,0.0275,0.0008,0.0194,0.0386,0.0478,0.272
147,2012-08-24,0.0706,0.0206,0.0274,0.0008,0.0191,0.0377,0.0466,0.2716
148,2012-08-27,0.0703,0.0204,0.0272,0.0008,0.0191,0.0377,0.0456,0.2622
149,2012-08-28,0.0697,0.0199,0.027,0.0008,0.0189,0.0373,0.0453,0.2562
150,2012-08-29,0.0696,0.0199,0.027,0.0008,0.0189,0.0373,0.0453,0.2583
151,2012-08-30,0.0696,0.0195,0.0269,0.0008,0.0189,0.0373,0.0458,0.2575
152,2012-08-31,0.0681,0.0175,0.0244,0.0008,0.0189,0.0372,0.0457,0.2573
153,2012-09-04,0.0675,0.0173,0.0241,0.0008,0.0188,0.0371,0.0457,0.259
154,2012-09-05,0.0675,0.0172,0.0241,0.0008,0.0188,0.0368,0.0449,0.2579
155,2012-09-06,0.0674,0.0172,0.024,0.0008,0.0188,0.0368,0.0449,0.2613
156,2012-09-10,0.0674,0.0173,0.024,0.0008,0.0188,0.0368,0.0449,0.2579
157,2012-09-11,0.0674,0.0173,0.024,0.0008,0.0187,0.0366,0.0444,0.2597
158,2012-09-12,0.0674,0.0173,0.024,0.0008,0.0187,0.0366,0.0444,0.2572
159,2012-09-13,0.0674,0.0173,0.024,0.0008,0.0188,0.0368,0.0444,0.2581
160,2012-09-14,0.0674,0.0173,0.024,0.0008,0.0179,0.0355,0.0429,0.258
161,2012-09-17,0.0674,0.0173,0.024,0.0008,0.0179,0.0355,0.0429,0.2577
162,2012-09-19,0.0673,0.0172,0.024,0.0008,0.0178,0.0354,0.0429,0.2555
163,2012-09-20,0.067,0.0171,0.0239,0.0008,0.017,0.0349,0.0429,0.2549
164,2012-09-21,0.0667,0.017,0.0239,0.0008,0.0167,0.0344,0.0424,0.255
165,2012-09-24,0.0667,0.0167,0.0237,0.0008,0.0167,0.0344,0.0424,0.2544
166,2012-09-25,0.0666,0.0167,0.0236,0.0008,0.0167,0.0345,0.0425,0.2588
167,2012-09-26,0.0666,0.0167,0.0235,0.0008,0.0167,0.0343,0.0423,0.2567
168,2012-09-27,0.0666,0.0167,0.0235,0.0008,0.0167,0.0343,0.0423,0.2569
169,2012-09-28,0.0666,0.0166,0.0235,0.0008,0.0167,0.0343,0.0423,0.2525
170,2012-10-01,0.0666,0.0166,0.0235,0.0008,0.0167,0.0343,0.0423,0.2528
171,2012-10-02,0.0664,0.0165,0.0233,0.0008,0.0167,0.0343,0.0422,0.2456
172,2012-10-04,0.0664,0.0159,0.0232,0.0008,0.0166,0.0342,0.0421,0.2472
173,2012-10-05,0.0675,0.0164,0.0242,0.0008,0.0168,0.0342,0.042,0.2454
174,2012-10-08,0.0677,0.0164,0.0242,0.0008,0.0167,0.0342,0.042,0.2456
175,2012-10-09,0.0677,0.0164,0.0242,0.0008,0.0167,0.034,0.0411,0.2387
176,2012-10-10,0.0677,0.0164,0.0242,0.0008,0.0163,0.0332,0.0406,0.2392
177,2012-10-11,0.0681,0.0164,0.0242,0.0008,0.0163,0.0332,0.0405,0.2373
178,2012-10-15,0.068,0.0164,0.0241,0.0008,0.0162,0.033,0.0401,0.2369
179,2012-10-16,0.068,0.0164,0.0241,0.0008,0.0162,0.033,0.04,0.2341
180,2012-10-17,0.0682,0.0164,0.0241,0.0008,0.0162,0.0329,0.0396,0.2254
181,2012-10-18,0.0682,0.0164,0.0242,0.0008,0.0162,0.0329,0.0397,0.2257
182,2012-10-19,0.0677,0.0162,0.0237,0.0008,0.0162,0.0329,0.0395,0.2275
183,2012-10-22,0.0678,0.0162,0.0237,0.0008,0.0162,0.0328,0.0393,0.2257
184,2012-10-23,0.0678,0.0162,0.0237,0.0008,0.0162,0.0329,0.0395,0.2257
185,2012-10-24,0.0678,0.0162,0.0237,0.0008,0.0162,0.0329,0.0393,0.226
186,2012-10-25,0.0679,0.0161,0.0237,0.0008,0.0161,0.0328,0.0393,0.2259
187,2012-10-26,0.0679,0.016,0.0237,0.0008,0.0161,0.0326,0.0392,0.2253
188,2012-10-31,0.0678,0.0159,0.0236,0.0008,0.016,0.0324,0.0391,0.2214
189,2012-11-01,0.0678,0.0159,0.0236,0.0008,0.016,0.0324,0.0391,0.221
190,2012-11-05,0.0678,0.0159,0.0236,0.0008,0.016,0.0325,0.0395,0.2204
191,2012-11-06,0.0678,0.0159,0.0236,0.0008,0.016,0.0325,0.0394,0.2237
192,2012-11-07,0.0678,0.0159,0.0236,0.0008,0.016,0.0325,0.0395,0.2211
193,2012-11-08,0.0677,0.0159,0.0235,0.0008,0.016,0.0326,0.0397,0.2052
194,2012-11-09,0.0677,0.0159,0.0235,0.0008,0.016,0.0326,0.0397,0.204
195,2012-11-12,0.0677,0.016,0.0235,0.0008,0.0159,0.0324,0.0397,0.2003
196,2012-11-13,0.0679,0.016,0.0235,0.0008,0.0158,0.0322,0.0394,0.2007
197,2012-11-14,0.0682,0.0162,0.0236,0.0008,0.0159,0.0323,0.0396,0.2032
198,2012-11-16,0.0683,0.0159,0.0236,0.0008,0.0159,0.0323,0.0395,0.1963
199,2012-11-19,0.0683,0.0158,0.0236,0.0008,0.0159,0.0323,0.0396,0.1962
200,2012-11-21,0.0683,0.0157,0.0236,0.0008,0.0157,0.032,0.0393,0.1953
201,2012-11-23,0.0683,0.0157,0.0235,0.0008,0.0158,0.0322,0.0394,0.1964
202,2012-11-26,0.0683,0.0157,0.0235,0.0008,0.0158,0.0321,0.0391,0.1983
203,2012-11-27,0.0683,0.0157,0.0236,0.0008,0.0157,0.032,0.039,0.1982
204,2012-11-28,0.0683,0.0157,0.0236,0.0008,0.0156,0.0319,0.0386,0.1985
205,2012-11-29,0.0683,0.0154,0.0235,0.0008,0.0157,0.032,0.0387,0.2008
206,2012-11-30,0.0682,0.0155,0.0235,0.0008,0.0157,0.0319,0.0386,0.2012
207,2012-12-03,0.0682,0.0155,0.0235,0.0008,0.0157,0.032,0.0387,0.1983
208,2012-12-04,0.0683,0.0155,0.0236,0.0008,0.0157,0.0319,0.0384,0.199
209,2012-12-05,0.0683,0.0155,0.0236,0.0008,0.0157,0.0319,0.0384,0.199
210,2012-12-06,0.0688,0.0159,0.0239,0.0008,0.0157,0.0318,0.0383,0.1986
211,2012-12-07,0.0688,0.0158,0.024,0.0007,0.0157,0.0318,0.0383,0.2001
212,2012-12-10,0.0689,0.0158,0.024,0.0007,0.0157,0.0318,0.0382,0.1996
213,2012-12-11,0.069,0.0159,0.024,0.0007,0.0155,0.0315,0.038,0.1999
214,2012-12-12,0.0691,0.0158,0.024,0.0007,0.0155,0.0315,0.038,0.1997
215,2012-12-13,0.0691,0.0158,0.024,0.0007,0.0155,0.0313,0.0375,0.1995
216,2012-12-14,0.069,0.0158,0.024,0.0007,0.0154,0.0313,0.0374,0.1964
217,2012-12-17,0.069,0.0158,0.024,0.0007,0.0154,0.0312,0.0373,0.1964
218,2012-12-18,0.069,0.0158,0.024,0.0007,0.0154,0.0312,0.0374,0.1982
219,2012-12-19,0.069,0.0158,0.024,0.0007,0.0154,0.0311,0.037,0.1964
220,2012-12-20,0.0691,0.0158,0.024,0.0007,0.0154,0.031,0.037,0.1955
221,2012-12-26,0.0688,0.0157,0.0236,0.0007,0.0151,0.0305,0.036,0.1899
222,2012-12-27,0.0688,0.0157,0.0236,0.0007,0.0151,0.0305,0.036,0.1908
223,2012-12-28,0.0688,0.0157,0.0236,0.0007,0.0151,0.0305,0.036,0.1886
224,2013-01-02,0.0688,0.0159,0.0236,0.0007,0.0154,0.031,0.0372,0.1945
225,2013-01-03,0.069,0.0159,0.0236,0.0007,0.0154,0.031,0.0372,0.1848
226,2013-01-04,0.069,0.0159,0.0236,0.0007,0.0154,0.031,0.0371,0.1865
227,2013-01-07,0.0688,0.0159,0.0235,0.0007,0.0153,0.0309,0.0369,0.1872
228,2013-01-08,0.0689,0.0159,0.0235,0.0007,0.0154,0.0309,0.0369,0.1889
229,2013-01-09,0.0689,0.016,0.0235,0.0007,0.0154,0.0309,0.0367,0.1894
230,2013-01-10,0.0689,0.0159,0.0235,0.0007,0.0154,0.0309,0.0367,0.1891
231,2013-01-11,0.0689,0.0159,0.0235,0.0007,0.0153,0.0308,0.0367,0.1882
232,2013-01-14,0.0689,0.0159,0.0235,0.0007,0.0153,0.0308,0.0367,0.1835
233,2013-01-15,0.0688,0.0159,0.0235,0.0007,0.0153,0.0308,0.0367,0.1839
234,2013-01-16,0.0688,0.0159,0.0235,0.0007,0.0153,0.0307,0.0366,0.1837
235,2013-01-17,0.0689,0.0159,0.0236,0.0007,0.0152,0.0304,0.0362,0.1805
236,2013-01-18,0.069,0.0159,0.0236,0.0007,0.0152,0.0304,0.0362,0.1803
237,2013-01-22,0.0691,0.0159,0.0236,0.0007,0.0152,0.0304,0.0362,0.1801
238,2013-01-23,0.069,0.0158,0.0236,0.0007,0.0152,0.0304,0.036,0.1782
239,2013-01-24,0.0693,0.0159,0.0242,0.0007,0.0153,0.0305,0.036,0.1803
240,2013-01-28,0.0694,0.0159,0.0242,0.0006,0.0153,0.0302,0.0355,0.1826
241,2013-01-29,0.0693,0.0158,0.0239,0.0006,0.0153,0.0302,0.0354,0.1825
242,2013-01-30,0.0694,0.0158,0.0239,0.0006,0.0149,0.0298,0.0353,0.1853
243,2013-01-31,0.0695,0.0158,0.0238,0.0006,0.0149,0.0298,0.0353,0.1843
244,2013-02-01,0.0694,0.0158,0.0238,0.0006,0.0149,0.0298,0.0354,0.1847
245,2013-02-04,0.0695,0.0158,0.0239,0.0006,0.015,0.0299,0.0355,0.1864
246,2013-02-05,0.0698,0.0157,0.024,0.0006,0.015,0.0299,0.0355,0.1861
247,2013-02-06,0.0699,0.0157,0.024,0.0006,0.015,0.0298,0.0355,0.1865
248,2013-02-07,0.0702,0.0158,0.024,0.0006,0.015,0.0299,0.0355,0.1856
249,2013-02-08,0.0702,0.0158,0.024,0.0006,0.015,0.0299,0.0355,0.1855
250,2013-02-13,0.0702,0.0157,0.024,0.0006,0.015,0.0298,0.0355,0.1823
251,2013-02-14,0.0701,0.0157,0.0241,0.0006,0.0149,0.0297,0.0355,0.1817
252,2013-02-15,0.0701,0.0157,0.0241,0.0006,0.0149,0.0296,0.0354,0.1804
253,2013-02-19,0.07,0.0157,0.0241,0.0006,0.0149,0.0297,0.0354,0.1805
254,2013-02-20,0.07,0.0157,0.0241,0.0006,0.015,0.0298,0.0355,0.1846
255,2013-02-21,0.07,0.0157,0.0241,0.0006,0.015,0.0298,0.0356,0.1788
256,2013-02-22,0.07,0.0157,0.0243,0.0006,0.015,0.0298,0.0356,0.1799
257,2013-02-25,0.0701,0.0156,0.0243,0.0006,0.0149,0.0297,0.0358,0.1747
258,2013-02-26,0.0702,0.0156,0.0243,0.0006,0.0149,0.0297,0.0358,0.1725
259,2013-02-27,0.07,0.0156,0.0243,0.0006,0.0149,0.0297,0.0358,0.1697
260,2013-02-28,0.07,0.0156,0.0243,0.0006,0.0149,0.0297,0.0358,0.1697
261,2013-03-01,0.07,0.0156,0.0242,0.0005,0.0148,0.0296,0.0358,0.1704
262,2013-03-04,0.07,0.0155,0.0242,0.0005,0.0148,0.0296,0.0357,0.1702
263,2013-03-05,0.0701,0.0155,0.0242,0.0005,0.0148,0.0295,0.0357,0.1662
264,2013-03-06,0.0701,0.0154,0.0241,0.0005,0.0149,0.0297,0.0357,0.1769
265,2013-03-07,0.0701,0.0154,0.0242,0.0005,0.0149,0.0297,0.0357,0.1757
266,2013-03-08,0.0702,0.0154,0.0242,0.0005,0.0149,0.0297,0.0357,0.1761
267,2013-03-11,0.0703,0.0154,0.0242,0.0005,0.0149,0.0297,0.0357,0.1703
268,2013-03-12,0.0702,0.0151,0.0239,0.0005,0.0149,0.0297,0.0357,0.1681
269,2013-03-13,0.0704,0.015,0.0239,0.0005,0.0149,0.0295,0.0355,0.1696
270,2013-03-14,0.0704,0.0149,0.0239,0.0005,0.0149,0.0295,0.0355,0.1694
271,2013-03-15,0.0705,0.0148,0.0239,0.0005,0.0149,0.0295,0.0355,0.1639
272,2013-03-18,0.0703,0.0149,0.0239,0.0005,0.0148,0.0294,0.0355,0.1634
273,2013-03-19,0.0703,0.0149,0.0237,0.0005,0.0148,0.0295,0.0355,0.1627
274,2013-03-20,0.0704,0.0149,0.0237,0.0005,0.0148,0.0295,0.0355,0.1618
275,2013-03-21,0.0708,0.0149,0.0237,0.0005,0.0149,0.0295,0.0356,0.1624
276,2013-03-22,0.0708,0.0149,0.0237,0.0005,0.0149,0.0295,0.0356,0.1627
277,2013-03-25,0.0708,0.0149,0.0237,0.0005,0.0149,0.0295,0.0357,0.1604
278,2013-03-26,0.0708,0.0148,0.0237,0.0005,0.0148,0.0295,0.0356,0.1609
279,2013-03-27,0.0708,0.0148,0.0237,0.0005,0.0147,0.0294,0.0356,0.161
280,2013-03-28,0.0716,0.0148,0.0237,0.0005,0.0146,0.0293,0.0356,0.1615
281,2013-04-01,0.0722,0.0149,0.0237,0.0005,0.0146,0.0294,0.0357,0.162
282,2013-04-02,0.0723,0.0149,0.0237,0.0005,0.0146,0.0291,0.0355,0.1651
283,2013-04-03,0.0725,0.0151,0.0238,0.0004,0.0145,0.029,0.0354,0.1672
284,2013-04-04,0.0725,0.0151,0.0238,0.0004,0.0143,0.0287,0.0351,0.1669
285,2013-04-05,0.0738,0.015,0.024,0.0004,0.0144,0.0288,0.0351,0.1665
286,2013-04-08,0.0738,0.015,0.024,0.0004,0.0144,0.0288,0.035,0.1662
