CDI,IBOV,IHFA,IMAB5,IFIX,IRFM,SP500,data
0.0797,16.415,1.4561,1.2415,6.8674,1.0184,12.619,2011-05-24
0.0796,16.4102,1.4561,1.2367,6.8636,1.0046,12.6211,2011-05-25
0.0795,16.1439,1.4409,1.2325,6.8312,0.9674,12.5845,2011-05-26
0.0793,16.1543,1.4454,1.2335,6.8286,0.9562,12.5958,2011-05-27
0.1175,16.1459,1.4628,1.2398,6.6961,0.9757,12.761,2011-05-31
0.0889,15.8787,1.4248,1.2365,6.7884,0.9746,12.9135,2011-06-01
0.0887,16.0214,1.4249,1.2464,6.8477,0.9651,12.8589,2011-06-02
0.0886,16.0274,1.4193,1.211,6.873,0.9599,13.0008,2011-06-03
0.0884,16.4688,1.435,1.2186,6.824,0.9619,12.9964,2011-06-06
0.0882,16.4044,1.4117,1.2162,6.834,0.9627,12.9754,2011-06-07
0.0881,16.0958,1.4147,1.1805,6.826,0.9707,12.7309,2011-06-08
0.0879,15.8422,1.423,1.1837,6.8371,0.9555,12.8155,2011-06-09
0.0879,15.76,1.4176,1.1854,6.8368,0.9128,12.856,2011-06-10
0.0878,15.87,1.4148,1.1852,6.8342,0.9127,12.7624,2011-06-13
0.0878,15.7745,1.4213,1.1843,6.8443,0.9185,12.9283,2011-06-14
0.0878,15.498,1.4094,1.1119,6.8485,0.8743,13.2348,2011-06-15
0.0877,15.489,1.4088,1.113,6.8469,0.879,13.0205,2011-06-16
0.0877,15.4187,1.4008,1.1134,6.8471,0.8789,13.0079,2011-06-17
0.0877,15.4302,1.3984,1.1046,6.9247,0.8551,12.0809,2011-06-20
0.0876,15.2245,1.3942,1.1062,6.8991,0.8751,12.3067,2011-06-21
0.0876,15.2088,1.3856,1.1059,6.8628,0.8502,12.0584,2011-06-22
0.0876,15.0494,1.3492,1.1013,6.7836,0.8529,12.3829,2011-06-24
0.125,15.6617,1.3451,1.1048,6.7804,0.8324,12.7895,2011-06-28
0.1249,15.4073,1.3313,1.0899,6.7374,0.8385,12.8707,2011-06-29
0.1248,15.3894,1.2999,1.0648,6.784,0.8428,13.0053,2011-06-30
0.1248,15.734,1.3023,1.0634,6.9532,0.8522,13.1759,2011-07-01
0.1527,15.7355,1.2859,1.0633,6.996,0.8519,13.168,2011-07-05
0.1526,15.7191,1.2948,1.0609,6.9642,0.8591,13.1549,2011-07-06
0.1525,15.72,1.2948,1.0594,7.0395,0.8412,13.2376,2011-07-07
0.1525,15.7183,1.2525,0.9926,6.991,0.8321,13.2552,2011-07-08
0.1524,16.0488,1.2059,0.968,6.9814,0.8324,13.7316,2011-07-11
0.1523,15.9259,1.093,0.955,6.8019,0.8182,13.7211,2011-07-12
0.1522,16.2399,1.1005,0.9609,6.8892,0.8173,13.736,2011-07-13
0.1521,16.4587,1.1067,0.9397,6.9104,0.8036,13.7958,2011-07-14
0.152,16.3597,1.1094,0.9392,6.9024,0.8143,13.8345,2011-07-15
0.1519,16.4221,1.1213,0.9415,6.9096,0.8166,13.9193,2011-07-18
0.1518,16.4508,1.1372,0.9383,6.8136,0.8166,14.2665,2011-07-19
0.1517,16.4197,1.1355,0.9383,6.8005,0.8132,14.2565,2011-07-20
0.1515,16.6028,1.1371,0.933,6.4761,0.8053,14.4087,2011-07-21
0.1514,16.5811,1.1401,0.9324,6.3586,0.8025,14.4091,2011-07-22
0.1513,16.5923,1.1246,0.9345,6.3488,0.8115,14.4568,2011-07-25
0.1511,16.6154,1.1118,0.9395,6.3726,0.812,14.4633,2011-07-26
0.151,16.5627,1.1363,0.9367,6.216,0.8118,14.8593,2011-07-27
0.1509,16.4563,1.134,0.9374,6.2129,0.8525,14.8287,2011-07-28
0.1507,16.1919,1.1521,0.9238,6.2653,0.8541,14.6315,2011-07-29
0.1507,16.2013,1.1322,0.862,6.3068,0.8544,14.626,2011-08-01
0.1506,16.5978,1.2084,0.8702,6.2857,0.9213,15.3162,2011-08-02
0.1505,16.9435,1.3259,0.8659,6.248,0.9181,15.2954,2011-08-03
0.1504,20.1818,1.5294,0.8796,6.2851,0.9582,17.9005,2011-08-04
0.1503,20.1137,1.4798,0.8797,6.1836,1.0009,17.8832,2011-08-05
0.1502,25.5639,1.8431,0.8849,6.3944,1.192,22.1644,2011-08-08
0.1502,27.5351,2.006,0.8907,6.2882,1.2046,24.1652,2011-08-09
0.1501,27.5405,2.0037,0.8939,6.2656,1.2043,25.5687,2011-08-10
0.15,28.6514,2.1027,0.9006,6.2576,1.253,27.2019,2011-08-11
0.1499,28.4364,2.1441,0.8943,6.262,1.3363,27.2152,2011-08-12
0.1498,28.8188,2.1707,0.8984,6.2218,1.3326,27.573,2011-08-15
0.1497,28.7977,2.1707,0.9582,6.1946,1.337,27.5492,2011-08-16
0.1496,28.829,2.2313,1.0458,6.2204,1.3955,27.4937,2011-08-17
0.1495,29.5418,2.2356,1.1295,6.2164,1.4929,28.7615,2011-08-18
0.1494,29.5538,2.2422,1.1663,6.1923,1.4909,28.8467,2011-08-19
0.1493,29.5497,2.2447,1.1646,6.151,1.4964,28.8434,2011-08-22
0.1492,29.8939,2.2644,1.2003,6.173,1.5024,29.6991,2011-08-23
0.1491,29.8238,2.2645,1.1537,6.1542,1.5029,29.7709,2011-08-24
0.149,29.9225,2.2642,1.1492,5.773,1.4966,29.879,2011-08-25
0.1729,30.8037,2.7835,1.8584,5.6859,1.9217,31.1296,2011-08-29
0.1727,30.8829,2.7708,1.8499,5.6599,1.9497,31.0676,2011-08-30
0.1726,30.9828,2.8846,1.8708,5.5758,1.9386,31.0909,2011-08-31
0.1726,31.5318,3.3416,2.8469,5.5752,2.2624,31.1494,2011-09-01
0.1726,31.8484,3.3808,2.977,5.5719,2.3943,31.4864,2011-09-02
0.1898,31.8398,3.382,2.9771,5.5717,2.4369,31.4831,2011-09-06
0.1727,32.0447,3.3755,3.0321,5.5627,2.4855,31.6216,2011-09-08
0.1727,32.4367,3.3743,3.0314,5.4819,2.4974,31.7354,2011-09-09
0.1727,32.3074,3.3714,3.0216,5.4467,2.496,31.7829,2011-09-12
0.1727,32.2975,3.3705,3.0262,5.3664,2.5294,31.814,2011-09-13
0.1728,32.2426,3.3644,3.0232,5.3778,2.5547,31.8925,2011-09-14
0.1728,32.2395,3.3741,3.0223,5.3626,2.5542,32.0909,2011-09-15
0.1728,32.3958,3.3765,3.0224,5.4025,2.5527,32.11,2011-09-16
0.1728,32.3533,3.3737,3.0269,5.4141,2.5642,32.1172,2011-09-19
0.1729,32.3604,3.3839,3.0294,5.4131,2.5779,32.0131,2011-09-20
0.1729,32.3272,3.4111,3.072,5.4559,2.6226,32.5082,2011-09-21
0.173,33.6393,3.439,3.0899,5.4348,2.628,32.9493,2011-09-22
0.173,33.6085,3.4887,3.1395,5.4374,2.7742,32.8391,2011-09-23
0.1731,33.6328,3.4907,3.1658,5.4893,2.8693,33.1865,2011-09-26
0.1732,33.6344,3.4874,3.2166,5.8903,2.9278,33.2582,2011-09-27
0.1732,33.6854,3.492,3.2133,5.8972,2.9285,33.4529,2011-09-28
0.1733,33.6732,3.5003,3.2225,5.8732,2.9208,33.3777,2011-09-29
0.1734,33.8539,3.5083,3.2207,5.8784,2.9294,33.6838,2011-09-30
0.1734,34.2737,3.5341,3.2545,5.8723,2.9634,34.0048,2011-10-03
0.1518,33.9515,3.6274,3.2684,5.884,2.9941,34.0113,2011-10-04
0.1518,33.9959,3.6306,3.2688,5.8875,2.993,34.1734,2011-10-05
0.1519,34.418,3.6317,3.2667,5.7689,3.0139,34.3202,2011-10-06
0.152,34.389,3.6348,3.2655,5.5526,3.0193,34.1897,2011-10-07
0.1252,35.3532,3.6325,3.2687,5.811,3.0283,34.8979,2011-10-10
0.1253,35.4309,3.628,3.2691,5.8084,3.0337,34.8967,2011-10-11
0.1253,35.567,3.6321,3.2868,5.7392,3.0307,34.855,2011-10-13
0.1254,35.5699,3.6259,3.321,5.7456,3.0614,35.0353,2011-10-14
0.1255,35.5563,3.6156,3.3268,5.9285,3.0643,35.0606,2011-10-17
0.1255,35.7915,3.6155,3.3258,6.014,3.0764,35.3085,2011-10-18
0.1256,35.6272,3.6151,3.3301,5.9601,3.0788,35.3717,2011-10-19
0.1258,35.646,3.6609,3.4693,5.9715,3.1009,35.3731,2011-10-20
0.126,35.9587,3.6584,3.4672,6.0348,3.0948,35.5608,2011-10-21
0.1262,36.3869,3.6518,3.4736,6.093,3.0948,35.631,2011-10-24
0.1264,36.4289,3.6522,3.4816,6.1032,3.0964,35.6767,2011-10-25
0.1266,36.5599,3.657,3.4828,6.1173,3.1014,35.7491,2011-10-26
0.1268,37.0771,3.6704,3.4843,6.0391,3.1313,36.2817,2011-10-27
0.1271,37.0867,3.6721,3.4824,6.047,3.1333,36.281,2011-10-28
0.1273,37.2763,3.6725,3.4771,5.9561,3.1271,36.5805,2011-10-31
0.1275,37.3751,3.695,3.5143,6.1521,3.1277,36.9652,2011-11-01
0.1276,37.3376,3.6807,3.5175,6.0212,3.1246,37.4228,2011-11-03
0.1278,37.3449,3.6765,3.5176,6.018,3.107,37.4362,2011-11-04
0.128,37.3844,3.6725,3.5176,5.9669,3.1136,37.441,2011-11-07
0.1282,37.376,3.6755,3.5175,6.0746,3.1086,37.5067,2011-11-08
0.1283,37.4774,3.6402,3.5366,6.3015,3.102,37.8782,2011-11-09
0.1285,37.2112,3.5853,3.5471,6.1674,3.1213,37.9041,2011-11-10
0.1287,35.5164,3.4785,3.5467,6.1346,3.1134,36.8327,2011-11-11
0.1288,35.5383,3.4737,3.5441,6.1241,3.1086,36.8878,2011-11-14
0.129,31.2041,3.2356,3.5442,5.8891,3.0501,34.3091,2011-11-16
0.1291,30.3264,3.2389,3.5465,5.8337,3.0475,33.3187,2011-11-17
0.1293,30.3435,3.2665,3.5453,5.863,3.0421,32.0623,2011-11-18
0.1294,29.5557,3.2354,3.5546,5.9096,3.029,31.0813,2011-11-21
0.1295,29.5956,3.2112,3.5648,6.0711,3.001,31.0771,2011-11-22
0.1296,29.4782,3.2003,3.5648,6.1611,3.0023,31.0871,2011-11-23
0.1512,29.4549,3.2233,3.5737,6.1314,3.0206,31.0362,2011-11-25
0.1514,29.599,3.1912,3.5625,6.1023,2.9999,31.558,2011-11-28
0.1515,28.844,3.1906,3.5423,6.1106,2.9574,30.2346,2011-11-29
0.1517,29.2073,3.2284,3.5426,6.1127,2.9649,31.1428,2011-11-30
0.152,29.488,3.2234,3.5775,6.1142,2.98,31.1493,2011-12-01
0.1523,29.129,3.2163,3.5678,6.0821,2.982,30.4896,2011-12-02
0.1526,29.3047,3.2122,3.5719,6.1104,2.993,30.4518,2011-12-05
0.1529,29.1587,3.2113,3.5702,6.1143,2.9929,30.2715,2011-12-06
0.1214,28.5589,2.8071,3.2451,6.3553,2.7347,29.1229,2011-12-07
0.1216,28.8218,2.813,3.2466,6.4535,2.7249,29.4355,2011-12-08
0.1218,28.6836,2.6998,3.2236,6.47,2.7247,29.5983,2011-12-09
0.1221,28.3068,2.0857,2.3148,6.4712,2.4424,29.6544,2011-12-12
0.1223,27.7805,2.0488,2.1914,6.4948,2.3355,29.2613,2011-12-13
0.085,27.9359,2.0429,2.1902,6.5042,2.2843,29.3139,2011-12-14
0.0852,27.7317,2.0431,2.151,6.487,2.241,29.1252,2011-12-15
0.0853,26.9991,2.0402,2.1458,6.4905,2.2292,28.6155,2011-12-16
0.0855,27.1439,2.0498,2.1394,6.4637,2.23,28.6947,2011-12-19
0.0856,27.6853,2.0514,2.1388,6.4599,2.205,29.1987,2011-12-20
0.0858,27.5766,2.0536,2.1389,6.4594,2.1799,29.0938,2011-12-21
0.0859,27.676,2.0582,2.2321,6.4939,2.2282,28.9524,2011-12-22
0.0861,27.5553,2.0474,2.2608,6.6071,2.2361,28.9823,2011-12-23
0.114,27.5704,2.0464,2.2572,6.7972,2.2266,28.9083,2011-12-27
0.1142,27.9208,2.0335,2.26,7.0588,2.2149,29.0217,2011-12-28
0.1143,27.8947,2.0153,2.2313,7.0498,2.1666,28.4491,2011-12-29
0.192,27.3746,1.9923,2.2348,7.0635,2.1619,27.7169,2012-01-03
0.1922,27.37,1.9048,2.1563,7.1653,1.9959,27.7061,2012-01-04
0.1924,27.489,1.891,2.0894,7.1224,1.8382,27.3836,2012-01-05
0.1926,27.4865,1.8951,2.0571,6.7924,1.7634,27.3335,2012-01-06
0.1927,27.3894,1.889,2.0529,6.7317,1.7564,26.9774,2012-01-09
0.1929,27.4674,1.9068,2.0551,6.7235,1.7637,26.985,2012-01-10
0.1931,27.1256,1.8893,2.051,6.7873,1.743,26.4533,2012-01-11
0.1932,26.3893,1.8349,1.9542,6.785,1.6727,25.734,2012-01-12
0.1934,26.5487,1.6582,1.9451,6.7862,1.6427,25.4722,2012-01-13
0.2063,26.9062,1.652,1.9265,6.8293,1.6281,25.2849,2012-01-17
0.2065,26.7147,1.6504,1.931,6.8327,1.595,25.1455,2012-01-18
0.2069,26.3311,1.6463,1.954,6.8598,1.592,25.0748,2012-01-19
0.2072,25.3563,1.6545,1.9892,6.6694,1.5916,24.2787,2012-01-20
0.2075,25.3052,1.6651,1.9861,6.7086,1.5892,24.2788,2012-01-23
0.2079,25.1961,1.6596,1.9762,6.674,1.5832,24.2605,2012-01-24
0.2177,25.1928,1.718,2.1091,6.6925,1.6438,24.0572,2012-01-26
0.218,24.7989,1.7178,2.1327,6.554,1.6561,23.7122,2012-01-27
0.2184,24.5475,1.71,2.1657,6.5298,1.638,23.427,2012-01-30
0.2187,24.5453,1.7197,2.1666,6.5764,1.6356,23.2694,2012-01-31
0.219,24.58,1.6134,1.9792,6.5814,1.6024,23.3085,2012-02-01
0.2193,24.2574,1.6258,1.9826,6.6046,1.6034,23.0533,2012-02-02
0.2196,23.7142,1.6235,1.9831,6.4501,1.6051,23.0895,2012-02-03
0.2199,23.5821,1.6167,1.9809,6.4307,1.6148,22.7019,2012-02-06
0.2202,23.5023,1.6065,1.9675,6.4225,1.591,22.6302,2012-02-07
0.2204,22.4979,1.5857,1.9741,6.4769,1.5377,21.6947,2012-02-08
0.2207,22.5243,1.5816,1.988,6.5264,1.5358,21.695,2012-02-09
0.221,22.673,1.5797,1.9973,6.4859,1.5538,21.1406,2012-02-10
0.2212,22.8624,1.5317,1.958,6.5638,1.5538,20.3471,2012-02-13
0.2215,22.8327,1.5306,1.9595,6.5833,1.562,19.2682,2012-02-14
0.2217,22.8073,1.5597,1.9594,6.5853,1.5546,19.2557,2012-02-15
0.222,22.8484,1.5594,1.9582,6.5996,1.5323,19.3267,2012-02-16
0.2222,22.8308,1.5631,1.9617,6.4532,1.5272,19.2151,2012-02-17
0.2225,22.2023,1.5756,1.9135,6.3509,1.4993,17.662,2012-02-22
0.2227,22.2041,1.5731,1.9031,6.3573,1.4929,17.615,2012-02-23
0.2229,21.88,1.5861,1.9294,6.3599,1.5482,17.2555,2012-02-24
0.2231,21.9774,1.5876,1.9269,6.3624,1.5596,17.1226,2012-02-27
0.2325,22.0098,1.6996,1.97,6.5262,1.5863,16.9281,2012-02-29
0.2328,21.3939,1.579,1.9771,6.5136,1.5809,16.5498,2012-03-01
0.233,21.4765,1.5514,2.0285,6.5013,1.5961,16.5742,2012-03-02
0.2333,21.5728,1.5417,2.0108,6.4324,1.5788,16.1035,2012-03-05
0.2335,22.3108,1.5577,1.9875,6.2501,1.5729,16.4216,2012-03-06
0.2338,22.109,1.5535,1.9925,6.287,1.5709,15.7299,2012-03-07
0.2196,22.1899,1.5847,2.0714,6.3074,1.6038,15.7649,2012-03-08
0.2201,21.9536,1.625,2.1038,6.2722,1.6046,14.8774,2012-03-09
0.2206,21.7875,1.6483,2.1107,6.3956,1.6113,14.8822,2012-03-12
0.2211,21.8687,1.5915,2.1057,6.5184,1.6237,12.9569,2012-03-13
0.2215,21.5498,1.5895,2.0806,6.4555,1.6374,12.9499,2012-03-14
0.2219,21.5952,1.5952,2.1731,6.4514,1.6354,12.97,2012-03-15
0.2223,21.3931,1.6016,2.1772,6.4335,1.6583,12.8625,2012-03-16
0.2227,21.3286,1.6087,2.2149,6.4362,1.6832,12.8697,2012-03-19
0.2231,21.136,1.616,2.201,6.3274,1.6753,12.9026,2012-03-20
0.2235,20.7166,1.5959,2.199,6.2848,1.6737,12.0914,2012-03-21
0.2239,20.8847,1.6379,2.1974,6.3567,1.6809,11.8587,2012-03-22
0.2242,20.6073,1.6368,2.1952,6.3385,1.6807,11.3948,2012-03-23
0.2246,20.7206,1.6264,2.1936,6.6224,1.6768,11.4339,2012-03-26
0.225,20.5806,1.6337,2.1876,6.6226,1.6788,11.1575,2012-03-27
0.2253,20.7898,1.6432,2.1723,6.6011,1.6771,11.2458,2012-03-28
0.2257,20.7791,1.6486,2.1695,6.6469,1.6705,11.2684,2012-03-29
0.226,20.5786,1.6241,2.166,6.9277,1.6682,10.9276,2012-03-30
0.2263,20.0188,1.6331,2.1665,6.9111,1.6739,9.5823,2012-04-02
0.2266,20.246,1.6356,2.172,6.9049,1.6842,9.6543,2012-04-03
0.2269,20.3176,1.6055,2.0619,6.8716,1.621,9.8607,2012-04-04
0.2272,20.2982,1.604,2.0243,6.7776,1.6363,9.7619,2012-04-05
0.2133,20.4571,1.6479,2.0211,6.6148,1.6703,10.0809,2012-04-09
0.2136,20.155,1.6592,2.0201,6.4115,1.677,10.3678,2012-04-10
0.2138,20.2173,1.6437,2.0241,6.4205,1.684,10.2733,2012-04-11
0.1395,19.1988,1.6282,2.012,6.4882,1.679,10.3832,2012-04-12
0.1397,19.4561,1.6192,1.978,6.4666,1.631,10.7269,2012-04-13
0.1399,19.2516,1.6174,1.9625,6.5052,1.6154,10.7246,2012-04-16
0.1401,19.3729,1.6159,1.9557,6.4992,1.6152,11.0603,2012-04-17
0.1403,19.3369,1.6195,1.9546,6.5095,1.6126,11.1076,2012-04-18
0.1408,19.2583,1.6499,2.0237,6.5072,1.6311,11.0884,2012-04-19
0.1413,19.2615,1.6486,2.0179,6.518,1.6259,11.0877,2012-04-20
0.1418,19.5132,1.643,2.0139,6.5171,1.611,11.2355,2012-04-23
0.1422,19.3713,1.6479,2.0372,6.6088,1.6212,11.1901,2012-04-24
0.1151,18.7762,1.6484,2.0395,6.634,1.6241,11.4481,2012-04-25
0.1155,18.5126,1.6497,2.0381,6.6443,1.6269,11.3317,2012-04-26
0.1159,18.5719,1.6719,2.0341,6.6421,1.6288,11.3088,2012-04-27
0.1163,18.5354,1.6735,2.0165,6.5202,1.6428,11.3489,2012-04-30
0.1167,18.6332,1.7093,2.0723,6.4944,1.7058,11.3568,2012-05-02
0.117,18.6572,1.7066,2.0716,6.5169,1.7039,11.476,2012-05-03
0.0863,19.0312,1.6773,2.0786,6.524,1.8131,11.9463,2012-05-04
0.0866,19.0813,1.6868,2.1265,6.5157,1.8209,11.9385,2012-05-07
0.0869,19.2646,1.7436,2.2177,6.4405,1.9506,11.9614,2012-05-08
0.0872,19.3144,1.7503,2.2831,6.3868,2.0575,12.0448,2012-05-09
0.0874,18.7062,1.7632,2.3484,6.3434,2.0975,11.9369,2012-05-10
0.0877,18.7134,1.7574,2.3481,6.2742,2.105,11.9588,2012-05-11
0.0879,19.5606,1.757,2.3425,6.3104,2.1026,11.8297,2012-05-14
0.088,19.9809,1.7558,2.336,6.3535,2.0953,11.8817,2012-05-15
0.0882,19.8319,1.756,2.3361,6.4077,2.1015,11.9026,2012-05-16
0.0883,20.7422,1.7915,2.3328,6.3897,2.107,12.243,2012-05-17
0.0884,20.8658,1.7954,2.3244,6.3027,2.1126,12.3101,2012-05-18
0.0884,21.8834,1.7972,2.3706,6.2979,2.1421,12.6626,2012-05-21
0.0885,21.7462,1.88,2.9107,6.1207,2.3212,12.5857,2012-05-22
0.0885,21.7204,1.8839,2.9077,6.0694,2.3332,12.5918,2012-05-23
0.0884,21.7156,2.0555,3.0991,6.0673,2.4305,12.5563,2012-05-24
0.0884,21.6178,2.0557,3.1016,6.0513,2.4439,12.362,2012-05-25
0.1069,21.6371,2.0492,3.1142,6.227,2.5253,12.5528,2012-05-29
0.1069,21.773,2.0413,3.1142,6.1659,2.5244,12.8456,2012-05-30
0.1072,21.9927,2.0567,3.116,6.6169,2.5217,12.8151,2012-05-31
0.1074,22.2292,2.0684,3.1021,6.8736,2.4885,13.66,2012-06-01
0.1075,22.1891,2.138,3.294,7.0986,2.6311,13.6538,2012-06-04
0.0691,22.2466,2.0499,3.2597,6.9603,2.6203,13.7168,2012-06-05
0.0691,22.9911,2.0394,3.2598,6.9626,2.6277,14.4167,2012-06-06
0.069,22.7839,2.0211,3.2573,6.96,2.6795,14.5052,2012-06-08
0.069,22.7355,2.0108,3.2768,7.0225,2.689,14.6863,2012-06-11
0.0688,22.6147,2.017,3.2778,7.0014,2.6959,14.5766,2012-06-12
0.0686,22.5407,2.013,3.275,6.9206,2.6961,14.5678,2012-06-13
0.0688,22.3213,1.9517,3.1888,6.8732,2.6515,14.5958,2012-06-14
0.069,22.5497,1.9134,3.1601,6.8735,2.677,14.7247,2012-06-15
0.0692,22.5606,1.9225,3.1635,6.7532,2.6751,14.7284,2012-06-18
0.0694,22.0016,1.8893,3.1759,6.6311,2.6604,14.4181,2012-06-19
0.0695,22.0054,1.8996,3.1673,6.6311,2.6356,14.4194,2012-06-20
0.0696,22.6033,1.8981,3.1204,6.643,2.6365,14.9928,2012-06-21
0.0697,22.6026,1.8967,3.1142,6.6627,2.6062,15.0697,2012-06-22
0.0698,23.1913,1.8943,3.098,6.7274,2.5998,15.3326,2012-06-25
0.0698,23.1971,1.8915,3.0984,6.6776,2.602,15.3696,2012-06-26
0.0699,23.2758,1.8986,3.0988,6.7491,2.6043,15.4894,2012-06-27
0.0699,23.1757,1.8662,3.0957,6.6802,2.6018,15.439,2012-06-28
0.0699,24.1694,1.865,3.1157,6.7214,2.6012,16.1985,2012-06-29
0.0699,24.0278,1.8677,3.1277,6.568,2.6026,15.9637,2012-07-02
0.0699,24.3935,1.8868,3.1275,6.6337,2.6015,16.0115,2012-07-03
0.0911,24.4096,1.8912,3.1564,6.6865,2.6614,16.0088,2012-07-05
0.0911,24.5951,1.901,3.1623,6.7522,2.6847,16.1051,2012-07-06
0.1076,25.215,1.901,3.1773,6.7352,2.7076,16.1834,2012-07-10
0.1078,25.0691,1.893,3.2029,6.7397,2.7271,16.102,2012-07-11
0.1081,24.9666,1.8911,3.2007,6.7354,2.7341,16.1107,2012-07-12
0.1084,25.1938,1.8923,3.1987,6.7086,2.7372,16.3472,2012-07-13
0.1087,25.3404,1.8922,3.2068,6.7095,2.7231,16.3512,2012-07-16
0.109,25.3792,1.8753,3.2075,6.7603,2.7363,16.2764,2012-07-17
0.1093,25.322,1.87,3.2096,6.6251,2.7359,15.9742,2012-07-18
0.1095,25.4841,1.8848,3.2171,6.6113,2.7543,15.9176,2012-07-19
0.1097,25.0597,1.8788,3.2507,6.5407,2.7544,15.8083,2012-07-20
0.1099,25.2192,1.8798,3.263,6.8796,2.7551,15.7151,2012-07-23
0.1101,25.2388,1.8823,3.2727,6.8555,2.7895,15.8102,2012-07-24
0.1103,25.0798,1.8998,3.2725,6.8691,2.799,15.4997,2012-07-25
0.1104,25.6652,1.9069,3.2924,6.8822,2.811,15.8342,2012-07-26
0.1107,27.3436,1.8523,3.3182,6.9145,2.8705,16.2287,2012-07-27
0.1109,27.4726,1.8615,3.3178,6.8455,2.8696,16.2277,2012-07-30
0.1111,27.5829,1.8723,3.3171,6.8427,2.8698,16.1637,2012-07-31
