Volatilidade_data,Volatilidade_port1,Volatilidade_port4,Volatilidade_port8
2019-06-07,0.023,0.0422,0.0414
2019-06-10,0.0227,0.0416,0.0412
2019-06-11,0.0226,0.0415,0.0408
2019-06-12,0.0226,0.0415,0.0408
2019-06-13,0.0226,0.0415,0.0407
2019-06-14,0.0224,0.0414,0.0407
2019-06-17,0.0224,0.0413,0.0406
2019-06-18,0.0223,0.0412,0.0406
2019-06-19,0.022,0.0406,0.0402
2019-06-21,0.0222,0.0408,0.0403
2019-06-24,0.0222,0.0407,0.0403
2019-06-25,0.0223,0.0409,0.0404
2019-06-26,0.022,0.0404,0.0402
2019-06-27,0.022,0.0403,0.0402
2019-06-28,0.0212,0.0393,0.0394
2019-07-01,0.0212,0.0393,0.0395
2019-07-02,0.0212,0.0394,0.0395
2019-07-03,0.0213,0.0394,0.0395
2019-07-05,0.0213,0.0394,0.0393
2019-07-08,0.0211,0.0391,0.039
2019-07-10,0.0211,0.0391,0.039
2019-07-11,0.0211,0.0391,0.0389
2019-07-12,0.021,0.039,0.0389
2019-07-15,0.021,0.039,0.039
2019-07-16,0.021,0.0387,0.0389
2019-07-17,0.021,0.0387,0.0389
2019-07-18,0.021,0.0388,0.0389
2019-07-19,0.021,0.0388,0.0389
2019-07-22,0.0209,0.0387,0.0388
2019-07-23,0.0209,0.0386,0.0388
2019-07-24,0.0208,0.0385,0.0387
2019-07-25,0.0209,0.0386,0.0387
2019-07-26,0.0209,0.0386,0.0388
2019-07-29,0.0209,0.0386,0.0387
2019-07-30,0.0209,0.0385,0.0386
2019-07-31,0.0209,0.0386,0.0385
2019-08-01,0.0209,0.0386,0.0386
2019-08-02,0.0209,0.0386,0.0386
2019-08-05,0.0211,0.0391,0.0397
2019-08-06,0.0212,0.0393,0.0398
2019-08-07,0.0212,0.0392,0.0398
2019-08-08,0.0212,0.0392,0.0399
2019-08-09,0.0212,0.0392,0.04
2019-08-12,0.0213,0.0394,0.0402
2019-08-13,0.0213,0.0394,0.0404
2019-08-14,0.0215,0.0399,0.0411
2019-08-15,0.0214,0.0398,0.041
2019-08-16,0.0214,0.0398,0.0412
2019-08-19,0.0215,0.0398,0.0412
2019-08-20,0.0215,0.0399,0.0413
2019-08-21,0.0215,0.04,0.0413
2019-08-22,0.0215,0.04,0.0413
2019-08-23,0.0217,0.0403,0.0417
2019-08-26,0.0217,0.0403,0.0417
2019-08-27,0.0217,0.0403,0.0417
2019-08-28,0.0216,0.0402,0.0417
2019-08-29,0.0217,0.0403,0.0418
2019-08-30,0.0217,0.0403,0.0419
2019-09-03,0.0214,0.0397,0.0414
2019-09-04,0.0214,0.0398,0.0414
2019-09-05,0.0213,0.0396,0.0412
2019-09-06,0.0212,0.0395,0.0412
2019-09-09,0.0212,0.0395,0.0411
2019-09-10,0.0212,0.0395,0.0411
2019-09-11,0.0212,0.0394,0.0411
2019-09-12,0.0211,0.0392,0.041
2019-09-13,0.021,0.0391,0.041
2019-09-16,0.0209,0.039,0.0408
2019-09-17,0.0209,0.039,0.0408
2019-09-18,0.0209,0.0389,0.0408
2019-09-19,0.0209,0.0388,0.0408
2019-09-20,0.0209,0.0388,0.0408
2019-09-23,0.0207,0.0384,0.0406
2019-09-24,0.0207,0.0385,0.0406
2019-09-25,0.0205,0.0381,0.0405
2019-09-26,0.0205,0.0381,0.0405
2019-09-27,0.0205,0.0381,0.0405
2019-09-30,0.0205,0.0381,0.0405
2019-10-01,0.0204,0.038,0.0407
2019-10-02,0.0206,0.0383,0.0409
2019-10-03,0.0206,0.0383,0.0409
2019-10-04,0.0206,0.0383,0.041
2019-10-07,0.0206,0.0384,0.0411
2019-10-08,0.0206,0.0383,0.0411
2019-10-09,0.0206,0.0384,0.0412
2019-10-10,0.0206,0.0384,0.0412
2019-10-11,0.0207,0.0386,0.0414
2019-10-14,0.0206,0.0385,0.0414
2019-10-15,0.0206,0.0385,0.0414
2019-10-16,0.0207,0.0385,0.0414
2019-10-17,0.0207,0.0385,0.0414
2019-10-18,0.0207,0.0384,0.0414
2019-10-21,0.0207,0.0385,0.0415
2019-10-22,0.0205,0.0382,0.0415
2019-10-23,0.0204,0.038,0.0415
2019-10-24,0.0204,0.038,0.0414
2019-10-25,0.0204,0.038,0.0414
2019-10-28,0.0198,0.0369,0.0412
2019-10-29,0.0197,0.0369,0.0411
2019-10-30,0.0196,0.0364,0.0403
2019-10-31,0.0196,0.0364,0.04
2019-11-01,0.0196,0.0363,0.0398
2019-11-04,0.0194,0.036,0.0394
2019-11-05,0.0194,0.036,0.0395
2019-11-06,0.0193,0.0357,0.0392
2019-11-07,0.0193,0.0357,0.0392
2019-11-08,0.0193,0.0356,0.0392
2019-11-11,0.0193,0.0356,0.0392
2019-11-12,0.0192,0.0353,0.0384
2019-11-13,0.0192,0.0353,0.0382
2019-11-14,0.0191,0.0352,0.0382
2019-11-18,0.019,0.035,0.0382
2019-11-19,0.0188,0.0345,0.0379
2019-11-21,0.0188,0.0345,0.0378
2019-11-22,0.0188,0.0345,0.0377
2019-11-25,0.0188,0.0345,0.0377
2019-11-26,0.0188,0.0345,0.0377
2019-11-27,0.0187,0.0345,0.0375
2019-11-29,0.0186,0.0343,0.0375
2019-12-02,0.0186,0.0343,0.0376
2019-12-03,0.0186,0.0342,0.0373
2019-12-04,0.0186,0.0343,0.0374
2019-12-05,0.0186,0.0342,0.0374
2019-12-06,0.0184,0.0338,0.0372
2019-12-09,0.0184,0.0338,0.037
2019-12-10,0.0184,0.0337,0.0369
2019-12-11,0.0184,0.0337,0.0369
2019-12-12,0.0183,0.0337,0.037
2019-12-13,0.0183,0.0336,0.037
2019-12-16,0.0182,0.0335,0.0366
2019-12-17,0.0182,0.0335,0.0366
2019-12-18,0.0183,0.0335,0.0366
2019-12-19,0.0183,0.0335,0.0366
2019-12-20,0.0181,0.0332,0.0356
2019-12-23,0.0182,0.0332,0.0357
2019-12-26,0.0182,0.0334,0.0359
2019-12-27,0.0181,0.0331,0.036
2019-12-30,0.0181,0.0331,0.036
2020-01-02,0.0182,0.0334,0.0363
2020-01-03,0.0182,0.0333,0.0362
2020-01-06,0.0182,0.0334,0.0361
2020-01-07,0.0181,0.0332,0.0359
2020-01-08,0.0182,0.0333,0.0361
2020-01-09,0.0182,0.0333,0.036
2020-01-10,0.0182,0.0333,0.0359
2020-01-13,0.0182,0.0333,0.0359
2020-01-14,0.0182,0.0333,0.0357
2020-01-15,0.0182,0.0333,0.0355
2020-01-16,0.0181,0.0331,0.0356
2020-01-17,0.0177,0.0325,0.0352
2020-01-21,0.0177,0.0326,0.0351
2020-01-22,0.0178,0.0326,0.0344
2020-01-23,0.0178,0.0326,0.0344
2020-01-24,0.0178,0.0327,0.0345
2020-01-27,0.0181,0.0332,0.035
2020-01-28,0.0181,0.0333,0.0351
2020-01-29,0.0181,0.0334,0.0351
2020-01-30,0.0181,0.0334,0.0351
2020-01-31,0.0182,0.0335,0.0354
2020-02-03,0.0182,0.0335,0.0354
2020-02-04,0.0182,0.0335,0.0355
2020-02-05,0.0182,0.0335,0.0353
2020-02-06,0.0182,0.0335,0.0353
2020-02-07,0.0183,0.0336,0.0354
2020-02-10,0.0183,0.0337,0.0354
2020-02-11,0.0184,0.0338,0.0355
2020-02-12,0.0185,0.0339,0.0355
2020-02-13,0.0185,0.0338,0.0354
2020-02-14,0.0184,0.0337,0.0352
2020-02-18,0.0184,0.0337,0.0354
2020-02-19,0.0185,0.0338,0.0354
2020-02-20,0.0185,0.0339,0.0354
2020-02-21,0.0183,0.0335,0.0355
2020-02-26,0.02,0.0371,0.0406
2020-02-27,0.0201,0.0375,0.0415
2020-02-28,0.0201,0.0375,0.0416
2020-03-02,0.0204,0.0382,0.0435
2020-03-03,0.0204,0.0382,0.0437
2020-03-04,0.0205,0.0384,0.0445
2020-03-05,0.0213,0.0399,0.0456
2020-03-06,0.0218,0.0407,0.0461
2020-03-09,0.0259,0.0491,0.055
2020-03-10,0.0267,0.0508,0.0569
2020-03-11,0.0285,0.0546,0.0611
2020-03-12,0.0359,0.0689,0.0802
2020-03-13,0.0391,0.0751,0.0862
2020-03-16,0.0408,0.0799,0.0942
2020-03-17,0.041,0.0804,0.0947
2020-03-18,0.0453,0.0904,0.1154
2020-03-19,0.0453,0.0905,0.1154
2020-03-20,0.0453,0.0905,0.1154
2020-03-23,0.0459,0.0917,0.1177
2020-03-24,0.0469,0.0941,0.1215
2020-03-25,0.0477,0.0963,0.1244
2020-03-26,0.0481,0.0973,0.127
2020-03-27,0.0482,0.0975,0.127
2020-03-30,0.0482,0.0976,0.1273
2020-03-31,0.0482,0.0976,0.1273
2020-04-01,0.0483,0.098,0.1281
2020-04-02,0.0484,0.098,0.1282
2020-04-03,0.0485,0.0983,0.1284
2020-04-06,0.0486,0.0987,0.1293
2020-04-07,0.0487,0.0989,0.1294
2020-04-08,0.0488,0.0992,0.1298
2020-04-09,0.0486,0.099,0.1299
2020-04-13,0.0486,0.0989,0.1299
2020-04-14,0.0487,0.099,0.1302
2020-04-15,0.0486,0.099,0.1303
2020-04-16,0.0486,0.099,0.1303
2020-04-17,0.0487,0.0991,0.1305
2020-04-20,0.0487,0.099,0.1305
2020-04-22,0.0487,0.0991,0.1305
2020-04-23,0.0487,0.0992,0.1305
2020-04-24,0.0496,0.1006,0.1314
2020-04-27,0.0496,0.1008,0.1316
2020-04-28,0.0498,0.1013,0.1318
2020-04-29,0.0498,0.1014,0.1321
2020-04-30,0.0499,0.1015,0.1321
2020-05-04,0.0499,0.1016,0.1324
2020-05-05,0.0499,0.1016,0.1324
2020-05-06,0.0499,0.1016,0.1324
2020-05-07,0.0499,0.1015,0.1324
2020-05-08,0.0499,0.1016,0.1325
2020-05-11,0.0499,0.1016,0.1325
2020-05-12,0.05,0.1018,0.1327
2020-05-13,0.05,0.1018,0.1329
2020-05-14,0.05,0.1018,0.1329
2020-05-15,0.05,0.1018,0.1329
2020-05-18,0.0501,0.1021,0.1331
2020-05-19,0.0501,0.1021,0.1331
2020-05-20,0.0501,0.1021,0.1331
2020-05-21,0.0501,0.1021,0.1331
2020-05-22,0.0501,0.1021,0.1331
2020-05-26,0.0503,0.1025,0.1334
2020-05-27,0.0503,0.1025,0.1333
2020-05-28,0.0503,0.1025,0.1333
2020-05-29,0.0503,0.1025,0.1333
2020-06-01,0.0503,0.1025,0.1333
2020-06-02,0.0504,0.1026,0.1334
2020-06-03,0.0504,0.1027,0.1336
2020-06-04,0.0503,0.1026,0.1335
2020-06-05,0.0504,0.1026,0.1337
2020-06-08,0.0504,0.1027,0.1338
2020-06-09,0.0504,0.1028,0.1338
2020-06-10,0.0503,0.1027,0.1338
2020-06-12,0.0504,0.1028,0.1343
2020-06-15,0.0504,0.1028,0.1343
2020-06-16,0.0504,0.1028,0.1343
2020-06-17,0.0504,0.1029,0.1343
2020-06-18,0.0504,0.1029,0.1342
2020-06-19,0.0504,0.1029,0.1342
2020-06-22,0.0504,0.1028,0.1342
2020-06-23,0.0504,0.1028,0.1342
2020-06-24,0.0504,0.1029,0.1344
2020-06-25,0.0505,0.103,0.1344
2020-06-26,0.0505,0.1031,0.1345
2020-06-29,0.0506,0.1031,0.1346
2020-06-30,0.0506,0.1031,0.1347
2020-07-01,0.0506,0.1032,0.1347
2020-07-02,0.0506,0.1031,0.1347
2020-07-06,0.0506,0.1032,0.1347
2020-07-07,0.0506,0.1032,0.1347
2020-07-08,0.0506,0.1032,0.1347
2020-07-09,0.0505,0.1031,0.1347
2020-07-10,0.0505,0.1031,0.1347
2020-07-13,0.0506,0.1032,0.1347
2020-07-14,0.0506,0.1032,0.1347
2020-07-15,0.0506,0.1032,0.1347
2020-07-16,0.0506,0.1032,0.1347
2020-07-17,0.0506,0.1032,0.1347
2020-07-20,0.0506,0.1032,0.1347
2020-07-21,0.0506,0.1032,0.1347
2020-07-22,0.0505,0.1032,0.1347
2020-07-23,0.0506,0.1033,0.1347
2020-07-24,0.0506,0.1032,0.1347
2020-07-27,0.0506,0.1033,0.1347
2020-07-28,0.0506,0.1033,0.1347
2020-07-29,0.0506,0.1033,0.1347
2020-07-30,0.0506,0.1033,0.1347
2020-07-31,0.0506,0.1033,0.1347
2020-08-03,0.0506,0.1033,0.1347
2020-08-04,0.0506,0.1033,0.1347
2020-08-05,0.0506,0.1034,0.1347
2020-08-06,0.0507,0.1034,0.1347
2020-08-07,0.0507,0.1034,0.1347
2020-08-10,0.0507,0.1034,0.1347
2020-08-11,0.0507,0.1034,0.1347
2020-08-12,0.0507,0.1034,0.1347
2020-08-13,0.0507,0.1034,0.1347
2020-08-14,0.0507,0.1034,0.1347
2020-08-17,0.0506,0.1033,0.1344
2020-08-18,0.0506,0.1033,0.1344
2020-08-19,0.0507,0.1033,0.1344
2020-08-20,0.0506,0.1033,0.1343
2020-08-21,0.0506,0.1033,0.1343
2020-08-24,0.0506,0.1033,0.1343
2020-08-25,0.0506,0.1032,0.1342
2020-08-26,0.0505,0.1031,0.134
2020-08-27,0.0505,0.1031,0.134
2020-08-28,0.0506,0.1031,0.134
2020-08-31,0.0506,0.1032,0.134
2020-09-01,0.0506,0.1033,0.1339
2020-09-02,0.0506,0.1032,0.1339
2020-09-03,0.0506,0.1032,0.1341
2020-09-04,0.0506,0.1031,0.134
2020-09-08,0.0506,0.1032,0.1342
2020-09-09,0.0506,0.1033,0.1343
2020-09-10,0.0507,0.1034,0.1344
2020-09-11,0.0507,0.1033,0.1343
2020-09-14,0.0507,0.1034,0.1343
2020-09-15,0.0507,0.1033,0.1343
2020-09-16,0.0507,0.1033,0.1343
2020-09-17,0.0507,0.1033,0.1343
2020-09-18,0.0508,0.1034,0.1344
2020-09-21,0.0508,0.1035,0.1344
2020-09-22,0.0508,0.1035,0.1345
2020-09-23,0.0509,0.1036,0.1346
2020-09-24,0.0509,0.1036,0.1346
2020-09-25,0.0509,0.1036,0.1346
2020-09-28,0.051,0.1037,0.1346
2020-09-29,0.051,0.1037,0.1346
2020-09-30,0.051,0.1038,0.1347
2020-10-01,0.051,0.1038,0.1347
2020-10-02,0.051,0.1038,0.1347
2020-10-05,0.0511,0.1039,0.1348
2020-10-06,0.0511,0.104,0.1348
2020-10-07,0.0511,0.1039,0.1349
2020-10-08,0.0511,0.104,0.1349
2020-10-09,0.0511,0.104,0.1349
2020-10-13,0.0511,0.104,0.1349
2020-10-14,0.0511,0.104,0.1349
2020-10-15,0.0511,0.1039,0.1348
2020-10-16,0.0511,0.1039,0.1348
2020-10-19,0.0511,0.1039,0.1348
2020-10-20,0.0511,0.1039,0.1348
2020-10-21,0.0511,0.1039,0.1348
2020-10-22,0.051,0.1039,0.1347
2020-10-23,0.051,0.1039,0.1347
2020-10-26,0.051,0.1038,0.1347
2020-10-27,0.051,0.1038,0.1348
2020-10-28,0.0512,0.1042,0.1352
2020-10-29,0.0512,0.1042,0.1352
2020-10-30,0.0513,0.1043,0.1352
2020-11-03,0.0513,0.1044,0.1353
2020-11-04,0.0513,0.1045,0.1354
2020-11-05,0.0515,0.1047,0.1356
2020-11-06,0.0515,0.1047,0.1356
2020-11-09,0.0515,0.1048,0.1356
2020-11-10,0.0515,0.1047,0.1356
2020-11-11,0.0515,0.1047,0.1356
2020-11-12,0.0515,0.1048,0.1356
2020-11-13,0.0515,0.1049,0.1357
2020-11-16,0.0516,0.1049,0.1357
2020-11-17,0.0515,0.1049,0.1356
2020-11-18,0.0516,0.1049,0.1357
2020-11-19,0.0516,0.1049,0.1357
2020-11-20,0.0516,0.1049,0.1357
2020-11-23,0.0516,0.1049,0.1357
2020-11-24,0.0516,0.105,0.1358
2020-11-25,0.0516,0.105,0.1358
2020-11-27,0.0516,0.105,0.1358
2020-11-30,0.0516,0.105,0.1358
2020-12-01,0.0517,0.1051,0.1358
2020-12-02,0.0517,0.1051,0.1358
2020-12-03,0.0517,0.1051,0.1358
2020-12-04,0.0517,0.1051,0.1358
2020-12-07,0.0517,0.1051,0.1358
2020-12-08,0.0517,0.1051,0.1358
2020-12-09,0.0517,0.1051,0.1358
2020-12-10,0.0517,0.1051,0.1358
2020-12-11,0.0517,0.1051,0.1358
2020-12-14,0.0517,0.1051,0.1358
2020-12-15,0.0517,0.1052,0.1359
2020-12-16,0.0517,0.1052,0.1359
2020-12-17,0.0517,0.1052,0.1359
2020-12-18,0.0517,0.1051,0.1358
2020-12-21,0.0517,0.1052,0.1358
2020-12-22,0.0517,0.1052,0.1358
2020-12-23,0.0517,0.1052,0.1359
2020-12-28,0.0517,0.1052,0.1358
2020-12-29,0.0517,0.1052,0.1359
2020-12-30,0.0517,0.1052,0.1359
2021-01-04,0.0517,0.1052,0.1359
2021-01-05,0.0517,0.1052,0.1359
2021-01-06,0.0517,0.1052,0.1359
2021-01-07,0.0517,0.1052,0.1358
2021-01-08,0.0517,0.1052,0.1358
2021-01-11,0.0517,0.1052,0.1357
2021-01-12,0.0517,0.1052,0.1356
2021-01-14,0.0517,0.1052,0.1356
2021-01-15,0.0517,0.1052,0.1355
2021-01-19,0.0517,0.1052,0.1355
2021-01-20,0.0517,0.1052,0.1356
2021-01-21,0.0517,0.1052,0.1356
2021-01-22,0.0518,0.1052,0.1355
2021-01-26,0.0518,0.1052,0.1355
2021-01-27,0.0518,0.1052,0.1356
2021-01-28,0.0519,0.1053,0.1357
2021-01-29,0.0519,0.1054,0.1357
2021-02-01,0.052,0.1055,0.1357
2021-02-02,0.052,0.1055,0.1358
2021-02-03,0.052,0.1055,0.1358
2021-02-04,0.052,0.1055,0.1358
2021-02-05,0.052,0.1055,0.1358
2021-02-08,0.0519,0.1055,0.1358
2021-02-09,0.0519,0.1055,0.1358
2021-02-10,0.0518,0.1053,0.1357
2021-02-11,0.0518,0.1052,0.1356
2021-02-12,0.0518,0.1052,0.1356
2021-02-18,0.0518,0.1052,0.1356
2021-02-19,0.0518,0.1052,0.1356
2021-02-22,0.052,0.1056,0.1357
2021-02-23,0.052,0.1056,0.1357
2021-02-24,0.052,0.1056,0.1357
2021-02-25,0.0522,0.1058,0.1358
2021-02-26,0.0522,0.1058,0.1358
2021-03-01,0.0522,0.1058,0.1358
2021-03-02,0.0521,0.1057,0.1359
2021-03-03,0.0521,0.1057,0.1359
2021-03-04,0.0522,0.1057,0.1359
2021-03-05,0.0523,0.1059,0.136
2021-03-08,0.0525,0.1062,0.1361
2021-03-09,0.0524,0.1062,0.1361
2021-03-10,0.0524,0.1061,0.1361
2021-03-11,0.0525,0.1062,0.1361
2021-03-12,0.0519,0.105,0.1347
2021-03-15,0.0518,0.1049,0.1344
2021-03-16,0.0518,0.1049,0.1344
2021-03-17,0.0517,0.1046,0.1337
2021-03-18,0.0518,0.1047,0.1337
2021-03-19,0.0517,0.1045,0.1334
2021-03-22,0.0514,0.104,0.1331
2021-03-23,0.0513,0.1038,0.133
2021-03-24,0.0493,0.1002,0.1296
2021-03-25,0.0489,0.0993,0.1287
2021-03-26,0.0479,0.0973,0.1269
2021-03-29,0.0426,0.0876,0.1157
2021-03-30,0.0398,0.0825,0.1114
2021-03-31,0.038,0.0777,0.1046
2021-04-05,0.0378,0.0773,0.1043
2021-04-06,0.0324,0.065,0.0803
2021-04-07,0.0324,0.0649,0.0802
2021-04-08,0.0323,0.0649,0.0803
2021-04-09,0.0314,0.0629,0.0765
2021-04-12,0.0299,0.0593,0.0706
2021-04-13,0.0286,0.0559,0.0657
2021-04-14,0.0281,0.0543,0.0607
2021-04-15,0.0279,0.0539,0.0607
2021-04-16,0.0278,0.0537,0.0601
2021-04-19,0.0278,0.0536,0.0601
2021-04-20,0.0276,0.053,0.0583
2021-04-22,0.0276,0.053,0.0583
2021-04-23,0.0274,0.0524,0.0577
2021-04-26,0.0269,0.0511,0.0553
2021-04-27,0.0268,0.0508,0.055
2021-04-28,0.0266,0.0504,0.0542
2021-04-29,0.0266,0.0504,0.0538
2021-04-30,0.0267,0.0504,0.0539
2021-05-03,0.0265,0.0501,0.053
2021-05-04,0.0266,0.0502,0.0529
2021-05-05,0.0266,0.0502,0.0529
2021-05-06,0.0266,0.0501,0.0525
2021-05-07,0.0266,0.0502,0.0524
2021-05-10,0.0265,0.05,0.0526
2021-05-11,0.0265,0.0499,0.0526
2021-05-12,0.0251,0.0473,0.0506
2021-05-13,0.025,0.047,0.0503
2021-05-14,0.0246,0.046,0.0497
2021-05-17,0.0246,0.0457,0.049
2021-05-18,0.0245,0.0455,0.0491
2021-05-19,0.0244,0.0453,0.0484
2021-05-20,0.0244,0.0452,0.0484
2021-05-21,0.0244,0.0452,0.0484
2021-05-24,0.0244,0.0453,0.0484
2021-05-25,0.0244,0.045,0.0482
2021-05-26,0.0244,0.045,0.0482
2021-05-27,0.0242,0.0447,0.0476
2021-05-28,0.0242,0.0446,0.047
2021-06-01,0.0242,0.0446,0.0469
2021-06-02,0.0242,0.0446,0.0469
2021-06-04,0.024,0.044,0.0464
2021-06-07,0.024,0.044,0.0464
2021-06-08,0.024,0.044,0.0463
2021-06-09,0.0239,0.0439,0.0463
2021-06-10,0.0239,0.0439,0.0462
2021-06-11,0.0235,0.0431,0.0455
2021-06-14,0.0234,0.0428,0.0453
2021-06-15,0.0234,0.0428,0.0453
2021-06-16,0.0234,0.0428,0.0452
2021-06-17,0.0235,0.0428,0.0451
2021-06-18,0.0234,0.0425,0.0449
2021-06-21,0.0234,0.0424,0.0446
2021-06-22,0.0234,0.0424,0.0447
2021-06-23,0.0234,0.0423,0.0441
2021-06-24,0.0233,0.0421,0.0439
2021-06-25,0.0233,0.0422,0.0442
2021-06-28,0.0233,0.0421,0.0442
2021-06-29,0.0232,0.0418,0.0429
2021-06-30,0.0232,0.0418,0.0429
2021-07-01,0.0232,0.0417,0.0428
2021-07-02,0.0231,0.0417,0.0428
2021-07-06,0.0233,0.0419,0.0428
2021-07-07,0.0233,0.042,0.0429
2021-07-08,0.0233,0.042,0.0429
2021-07-12,0.0234,0.0422,0.0434
2021-07-13,0.0233,0.0419,0.0428
2021-07-14,0.0232,0.0418,0.0427
2021-07-15,0.0231,0.0415,0.0422
2021-07-16,0.023,0.0414,0.0421
2021-07-19,0.0231,0.0415,0.0419
2021-07-20,0.0231,0.0415,0.042
2021-07-21,0.0231,0.0415,0.0421
2021-07-22,0.0229,0.0412,0.042
2021-07-23,0.0229,0.0411,0.0418
2021-07-26,0.0228,0.0411,0.0418
2021-07-27,0.0229,0.0412,0.0418
2021-07-28,0.0229,0.0411,0.0417
2021-07-29,0.0228,0.041,0.0415
2021-07-30,0.0231,0.0414,0.0416
2021-08-02,0.0231,0.0414,0.0416
2021-08-03,0.0231,0.0413,0.0416
2021-08-04,0.023,0.0412,0.0416
2021-08-05,0.023,0.0412,0.0417
2021-08-06,0.023,0.0413,0.0417
2021-08-09,0.023,0.0413,0.0417
2021-08-10,0.0229,0.0411,0.0416
2021-08-11,0.0229,0.0411,0.0416
2021-08-12,0.0229,0.0411,0.0417
2021-08-13,0.0229,0.041,0.0417
2021-08-16,0.023,0.0412,0.0417
2021-08-17,0.023,0.0412,0.0418
2021-08-18,0.023,0.0413,0.042
2021-08-19,0.023,0.0413,0.042
2021-08-20,0.023,0.0414,0.0422
2021-08-23,0.023,0.0413,0.0423
2021-08-24,0.023,0.0414,0.0423
2021-08-25,0.023,0.0414,0.0423
2021-08-26,0.0231,0.0415,0.0423
2021-08-27,0.0231,0.0415,0.0423
2021-08-30,0.0231,0.0415,0.0424
2021-08-31,0.0231,0.0415,0.0424
2021-09-01,0.0231,0.0415,0.0423
2021-09-02,0.0231,0.0415,0.0424
2021-09-03,0.0229,0.0412,0.0423
2021-09-08,0.023,0.0414,0.0424
2021-09-09,0.023,0.0414,0.0425
2021-09-10,0.023,0.0414,0.0424
2021-09-13,0.0231,0.0414,0.0423
2021-09-14,0.0231,0.0414,0.0423
2021-09-15,0.023,0.0414,0.0423
2021-09-16,0.0231,0.0414,0.0423
2021-09-17,0.023,0.0414,0.0423
2021-09-20,0.0231,0.0415,0.0427
2021-09-21,0.023,0.0414,0.0427
2021-09-22,0.023,0.0415,0.0426
2021-09-23,0.023,0.0414,0.0421
2021-09-24,0.023,0.0414,0.0421
2021-09-27,0.0229,0.0412,0.0415
2021-09-28,0.023,0.0414,0.0417
2021-09-29,0.0229,0.0411,0.0414
2021-09-30,0.0229,0.0411,0.0414
2021-10-01,0.0229,0.0411,0.0414
2021-10-04,0.023,0.0413,0.0416
2021-10-05,0.023,0.0413,0.0416
2021-10-06,0.023,0.0413,0.0417
2021-10-07,0.0227,0.041,0.0414
2021-10-08,0.0227,0.041,0.0413
2021-10-11,0.0227,0.041,0.0412
2021-10-13,0.0226,0.0408,0.0407
2021-10-14,0.0225,0.0407,0.0408
2021-10-15,0.0225,0.0407,0.0408
2021-10-18,0.0223,0.0404,0.0408
2021-10-19,0.0226,0.041,0.0409
2021-10-20,0.0225,0.0408,0.0407
2021-10-21,0.0227,0.0414,0.0411
2021-10-22,0.0226,0.0413,0.041
2021-10-25,0.0225,0.0411,0.0408
2021-10-26,0.0226,0.0413,0.0408
2021-10-27,0.0226,0.0413,0.0407
2021-10-28,0.0226,0.0413,0.0408
2021-10-29,0.0226,0.0413,0.0408
2021-11-01,0.0226,0.0412,0.0407
2021-11-03,0.0227,0.0414,0.0409
2021-11-04,0.0228,0.0415,0.0409
2021-11-05,0.0228,0.0415,0.0409
2021-11-08,0.0228,0.0415,0.0409
2021-11-09,0.0227,0.0414,0.0408
2021-11-10,0.0228,0.0414,0.0409
2021-11-11,0.0228,0.0414,0.0409
2021-11-12,0.0228,0.0414,0.0409
2021-11-16,0.0228,0.0414,0.0406
2021-11-17,0.0228,0.0415,0.0406
2021-11-18,0.0224,0.0405,0.0392
2021-11-19,0.0224,0.0404,0.0391
2021-11-22,0.0222,0.0402,0.0391
2021-11-23,0.0222,0.0401,0.0388
2021-11-24,0.0221,0.0399,0.0383
2021-11-26,0.0219,0.0396,0.0381
2021-11-29,0.022,0.0397,0.0385
2021-11-30,0.0219,0.0395,0.0383
2021-12-01,0.022,0.0395,0.0383
2021-12-02,0.0222,0.0401,0.0386
2021-12-03,0.0222,0.04,0.0387
2021-12-06,0.0221,0.04,0.039
2021-12-07,0.0221,0.04,0.0395
2021-12-08,0.0221,0.0401,0.0396
2021-12-09,0.0222,0.0401,0.0395
2021-12-10,0.0222,0.0402,0.0397
2021-12-13,0.0222,0.0402,0.0397
2021-12-14,0.0222,0.0402,0.0398
2021-12-15,0.0221,0.0401,0.0398
2021-12-16,0.0221,0.0401,0.0398
2021-12-17,0.0221,0.04,0.0397
2021-12-20,0.0221,0.04,0.0397
2021-12-21,0.022,0.0398,0.0399
2021-12-22,0.022,0.0398,0.04
2021-12-23,0.022,0.0398,0.04
2021-12-27,0.022,0.0398,0.0403
2021-12-28,0.022,0.0398,0.0403
2021-12-29,0.022,0.0398,0.0404
2021-12-30,0.022,0.0398,0.0403
2022-01-03,0.022,0.0398,0.0403
2022-01-04,0.022,0.0398,0.0404
2022-01-05,0.0222,0.0402,0.041
2022-01-06,0.0221,0.04,0.0408
2022-01-07,0.0221,0.04,0.0408
2022-01-10,0.0221,0.04,0.0408
2022-01-11,0.0221,0.0401,0.0409
2022-01-12,0.0222,0.0403,0.041
2022-01-13,0.0222,0.0402,0.0411
2022-01-14,0.0222,0.0402,0.041
2022-01-18,0.0221,0.0402,0.0411
2022-01-19,0.0222,0.0402,0.041
2022-01-20,0.0222,0.0403,0.041
2022-01-21,0.0222,0.0403,0.0411
2022-01-24,0.0222,0.0403,0.0411
2022-01-25,0.0223,0.0403,0.0412
2022-01-26,0.0222,0.0403,0.0413
2022-01-27,0.0222,0.0402,0.0414
2022-01-28,0.0221,0.04,0.0416
2022-01-31,0.022,0.04,0.0419
2022-02-01,0.0221,0.0401,0.042
2022-02-02,0.022,0.0399,0.042
