CDI,IBOV,IHFA,IMAB5,IFIX,IRFM,SP500,data
,,,,,,,2010-12-30
0.0008024740311834166,0.009449612918376635,0.0004473788724183309,0.0015138911436829929,0.0011093844054977636,0.0019148525695761793,0.011076218969846023,2011-01-03
0.0004012354736458892,0.005061352844610781,0.0004832329096302389,0.0002863453597026557,-0.008577199253018903,1.84916284376113e-05,-0.001329614804334881,2011-01-04
0.00040123436126447514,0.010947156167674887,0.0017722581472589434,0.0005209344898412154,0.006116902776564784,-0.0006018513015791623,0.0049945917332972515,2011-01-05
0.0004012370819787222,-0.007242265312142159,0.0005828617235664256,0.0003558273025925107,-0.0023459127733335165,0.00012343388870429372,-0.0021251493053446057,2011-01-06
0.00040123584011333643,-0.007409284793462904,-0.0003957332809365214,-0.0003489092163721371,0.004516488827966266,-0.0015930077002489682,-0.0018465049346529077,2011-01-07
0.00040123453518572174,0.0009986875223710996,0.00029501603014477903,-0.0006164602811125363,-0.0030922443393542414,-0.0012185908933096698,-0.0013772751808198854,2011-01-10
0.00040123705889823246,0.004212030417874621,0.0008773381262755685,0.001081082123254625,-0.007363699816568125,0.00130290482332872,0.0037182215832849935,2011-01-11
0.0004012356249531964,0.01702198714546753,0.0013791718536485668,0.0008397602238452027,-0.009098117884004308,-0.0003984341971697089,0.00896726885011282,2011-01-12
0.00040123801668118014,-0.01279934299770119,0.0003014404570271523,0.001903945107225401,0.017443565289994346,0.0003043533397570711,-0.001712249223647914,2011-01-13
0.00040123645403079204,0.0030918908445671913,-0.0003229753956712835,-0.0004136878512672431,0.002649908803886989,-0.001189182955386533,0.007357425505636377,2011-01-14
0.0008024718533057707,-0.00029606863369122105,0.0006888881188084245,0.0004236480037726055,-0.0012990778375591224,0.0001516867797709321,0.0013754416330838501,2011-01-18
0.00040123527103422697,-0.012214910309664881,-0.0004161464895677968,0.0004940653554021979,-0.001040478714033429,0.0007181550624518655,-0.010167184992425787,2011-01-19
0.00041912725311654166,-0.007119404941166403,0.0002080948920214312,0.00035149175758533095,0.003517260165931488,0.0005672049652204672,-0.0012957717508255116,2011-01-20
0.00041913009377844235,-0.006171879946031424,-0.00022962442156599776,-0.0001690849416932631,-0.001976936393455881,0.0003006466731385504,0.0024106642558033367,2011-01-21
0.0004191289798983412,0.004229251607333515,-0.0003876108148877277,-0.0021023568855065827,-0.0008898977204960304,-0.0004917150501443235,0.005819322689537693,2011-01-24
0.0008382582036606,-0.010381242107462267,-0.0001866810272879205,0.0010548302976925064,0.00031005426197931165,-0.0003819248439679697,0.004475421677686671,2011-01-26
0.0004191290764252962,-0.00963746591731809,-0.0006536581744268934,0.0013379740197894331,-0.0018216946793684797,9.313126752561073e-05,0.0022417647678586914,2011-01-27
0.0004191276711199111,-0.020082754698660013,-0.0005318613835899654,0.0013694470424576387,-0.0006213358921144414,0.000766036807561507,-0.01801374858601659,2011-01-28
0.0004191300632723104,-0.0018458634650287003,0.00041688829435186837,0.00046770767437256315,0.008087185521706997,-0.0007095055059469278,0.007633326949972496,2011-01-31
0.00041912851118481177,0.018941059189026496,0.0009624916345455318,0.0012680805249221955,-0.0035962124159842884,0.0009294888590932044,0.01655581418074286,2011-02-01
