Variação_Diária_(%),data
-0.064,2011-06-03
-0.2556,2011-06-06
0.0592,2011-06-07
0.0166,2011-06-08
0.1518,2011-06-09
-0.1276,2011-06-10
-0.0766,2011-06-13
0.106,2011-06-14
-0.1149,2011-06-15
-0.1082,2011-06-16
0.0631,2011-06-17
0.1254,2011-06-20
0.101,2011-06-21
-0.0186,2011-06-22
-0.0249,2011-06-24
0.3437,2011-06-28
0.0842,2011-06-29
0.1334,2011-06-30
0.3771,2011-07-01
-0.0627,2011-07-05
-0.0151,2011-07-06
-0.0446,2011-07-07
-0.1131,2011-07-08
-0.2839,2011-07-11
-0.0949,2011-07-12
0.2844,2011-07-13
-0.1492,2011-07-14
0.0283,2011-07-15
-0.0615,2011-07-18
0.1523,2011-07-19
0.0197,2011-07-20
0.3463,2011-07-21
0.0285,2011-07-22
-0.0087,2011-07-25
-0.1225,2011-07-26
-0.2057,2011-07-27
0.0316,2011-07-28
0.0127,2011-07-29
0.063,2011-08-01
-0.2674,2011-08-02
-0.2766,2011-08-03
-0.8392,2011-08-04
0.1155,2011-08-05
-1.2121,2011-08-08
0.9141,2011-08-09
-0.1414,2011-08-10
0.617,2011-08-11
0.2077,2011-08-12
0.4025,2011-08-15
-0.0636,2011-08-16
0.3461,2011-08-17
-0.4397,2011-08-18
-0.1677,2011-08-19
0.0477,2011-08-22
0.5139,2011-08-23
0.0591,2011-08-24
-0.1697,2011-08-25
1.0058,2011-08-29
0.1309,2011-08-30
0.3424,2011-08-31
0.6875,2011-09-01
-0.5376,2011-09-02
0.1321,2011-09-06
0.1767,2011-09-08
-0.3181,2011-09-09
0.1141,2011-09-12
-0.0391,2011-09-13
0.1607,2011-09-14
0.153,2011-09-15
0.279,2011-09-16
-0.0992,2011-09-19
-0.1334,2011-09-20
-0.3334,2011-09-21
-0.6818,2011-09-22
0.298,2011-09-23
0.3823,2011-09-26
0.1405,2011-09-27
-0.2132,2011-09-28
0.0519,2011-09-29
-0.2255,2011-09-30
-0.2438,2011-10-03
-0.0256,2011-10-04
0.2437,2011-10-05
0.33,2011-10-06
-0.2368,2011-10-07
0.4733,2011-10-10
0.2026,2011-10-11
0.1397,2011-10-13
0.139,2011-10-14
-0.2065,2011-10-17
0.3719,2011-10-18
0.024,2011-10-19
-0.2821,2011-10-20
0.4312,2011-10-21
0.3421,2011-10-24
-0.159,2011-10-25
0.2966,2011-10-26
0.5372,2011-10-27
0.0948,2011-10-28
-0.2836,2011-10-31
-0.2368,2011-11-01
0.3502,2011-11-03
0.1337,2011-11-04
0.224,2011-11-07
0.018,2011-11-08
-0.2377,2011-11-09
-0.0051,2011-11-10
0.3963,2011-11-11
-0.0498,2011-11-14
0.0496,2011-11-16
-0.3673,2011-11-17
0.0055,2011-11-18
-0.2369,2011-11-21
-0.1655,2011-11-22
-0.1628,2011-11-23
0.1189,2011-11-25
0.3945,2011-11-28
-0.0663,2011-11-29
0.6241,2011-11-30
0.1525,2011-12-01
-0.0215,2011-12-02
0.2719,2011-12-05
0.1872,2011-12-06
0.0338,2011-12-07
-0.2604,2011-12-08
0.2104,2011-12-09
-0.1825,2011-12-12
0.0446,2011-12-13
-0.176,2011-12-14
-0.0581,2011-12-15
0.0156,2011-12-16
-0.1942,2011-12-19
0.4852,2011-12-20
0.0228,2011-12-21
0.0448,2011-12-22
0.1679,2011-12-23
0.193,2011-12-27
-0.3645,2011-12-28
0.1989,2011-12-29
0.6306,2012-01-03
0.0402,2012-01-04
-0.1162,2012-01-05
0.0639,2012-01-06
0.1345,2012-01-09
0.2668,2012-01-10
0.0971,2012-01-11
0.0029,2012-01-12
-0.1068,2012-01-13
0.3715,2012-01-17
0.2884,2012-01-18
0.1032,2012-01-19
0.1086,2012-01-20
0.0333,2012-01-23
0.0536,2012-01-24
0.3375,2012-01-26
0.0744,2012-01-27
0.0239,2012-01-30
0.1291,2012-01-31
0.3173,2012-02-01
0.1499,2012-02-02
0.2079,2012-02-03
0.0099,2012-02-06
0.1561,2012-02-07
0.1309,2012-02-08
-0.0068,2012-02-09
-0.1754,2012-02-10
0.4212,2012-02-13
-0.0624,2012-02-14
0.1051,2012-02-15
0.2631,2012-02-16
0.1584,2012-02-17
0.0428,2012-02-22
-0.031,2012-02-23
-0.0305,2012-02-24
-0.0822,2012-02-27
0.333,2012-02-29
0.2369,2012-03-01
0.2561,2012-03-02
-0.1084,2012-03-05
-0.3544,2012-03-06
0.3159,2012-03-07
0.4319,2012-03-08
0.1312,2012-03-09
0.0227,2012-03-12
0.4825,2012-03-13
-0.0498,2012-03-14
-0.027,2012-03-15
-0.044,2012-03-16
0.0213,2012-03-19
0.0204,2012-03-20
0.0341,2012-03-21
-0.2063,2012-03-22
0.0843,2012-03-23
0.1425,2012-03-26
-0.052,2012-03-27
-0.1447,2012-03-28
0.0286,2012-03-29
-0.09,2012-03-30
0.2818,2012-04-02
-0.1077,2012-04-03
-0.1306,2012-04-04
0.1046,2012-04-05
-0.0906,2012-04-09
-0.2776,2012-04-10
-0.0373,2012-04-11
0.4811,2012-04-12
-0.2041,2012-04-13
-0.0284,2012-04-16
0.287,2012-04-17
0.0778,2012-04-18
0.0768,2012-04-19
-0.0106,2012-04-20
-0.167,2012-04-23
0.1421,2012-04-24
0.1576,2012-04-25
0.122,2012-04-26
0.0722,2012-04-27
0.0169,2012-04-30
0.3109,2012-05-02
-0.0042,2012-05-03
-0.0702,2012-05-04
0.2181,2012-05-07
-0.2568,2012-05-08
-0.2233,2012-05-09
0.1462,2012-05-10
-0.0302,2012-05-11
-0.3424,2012-05-14
-0.141,2012-05-15
-0.0402,2012-05-16
-0.3881,2012-05-17
0.1132,2012-05-18
0.4225,2012-05-21
-0.5435,2012-05-22
0.0198,2012-05-23
-0.2656,2012-05-24
0.1661,2012-05-25
0.3561,2012-05-29
-0.2031,2012-05-30
0.2697,2012-05-31
-0.2315,2012-06-01
-0.0826,2012-06-04
-0.106,2012-06-05
0.477,2012-06-06
0.2684,2012-06-08
-0.0963,2012-06-11
0.3441,2012-06-12
0.1564,2012-06-13
0.0597,2012-06-14
0.1391,2012-06-15
0.1439,2012-06-18
0.2749,2012-06-19
0.0123,2012-06-20
-0.3532,2012-06-21
0.0951,2012-06-22
-0.3248,2012-06-25
0.0936,2012-06-26
-0.1154,2012-06-27
-0.063,2012-06-28
0.5486,2012-06-29
0.2135,2012-07-02
0.345,2012-07-03
0.1031,2012-07-05
-0.1504,2012-07-06
-0.132,2012-07-10
0.1514,2012-07-11
-0.0807,2012-07-12
0.3515,2012-07-13
-0.0985,2012-07-16
0.0597,2012-07-17
0.2602,2012-07-18
0.3124,2012-07-19
-0.1658,2012-07-20
-0.0613,2012-07-23
-0.1571,2012-07-24
0.0956,2012-07-25
0.2976,2012-07-26
0.4436,2012-07-27
0.199,2012-07-30
-0.1605,2012-07-31
0.0858,2012-08-01
-0.1019,2012-08-02
0.3507,2012-08-03
0.222,2012-08-06
-0.0215,2012-08-07
0.1426,2012-08-08
0.0534,2012-08-09
0.0325,2012-08-10
-0.0076,2012-08-13
-0.1155,2012-08-14
0.1348,2012-08-15
0.1234,2012-08-16
0.0102,2012-08-17
-0.0729,2012-08-20
-0.062,2012-08-21
0.0515,2012-08-22
-0.2146,2012-08-23
0.0586,2012-08-24
-0.0259,2012-08-27
0.2892,2012-08-28
-0.0815,2012-08-29
-0.2165,2012-08-30
0.0691,2012-08-31
0.0017,2012-09-04
0.1244,2012-09-05
0.3614,2012-09-06
0.0022,2012-09-10
0.242,2012-09-11
0.1157,2012-09-12
0.4752,2012-09-13
0.031,2012-09-14
-0.0141,2012-09-17
-0.0004,2012-09-19
0.0999,2012-09-20
-0.0368,2012-09-21
0.1369,2012-09-24
-0.2212,2012-09-25
-0.0056,2012-09-26
0.0074,2012-09-27
-0.1139,2012-09-28
0.0652,2012-10-01
0.0305,2012-10-02
-0.0096,2012-10-04
0.2368,2012-10-05
0.1371,2012-10-08
-0.0557,2012-10-09
-0.1291,2012-10-10
0.2618,2012-10-11
0.0776,2012-10-15
0.1501,2012-10-16
0.0326,2012-10-17
-0.0347,2012-10-18
-0.2022,2012-10-19
-0.021,2012-10-22
-0.2355,2012-10-23
-0.0782,2012-10-24
0.1062,2012-10-25
-0.0703,2012-10-26
0.0126,2012-10-31
0.297,2012-11-01
-0.1401,2012-11-05
0.2387,2012-11-06
-0.1783,2012-11-07
-0.3024,2012-11-08
-0.0477,2012-11-09
-0.086,2012-11-12
0.0247,2012-11-13
-0.3563,2012-11-14
-0.0562,2012-11-16
0.3625,2012-11-19
-0.0322,2012-11-21
0.4119,2012-11-23
-0.2063,2012-11-26
0.0521,2012-11-27
0.181,2012-11-28
0.3339,2012-11-29
0.0353,2012-11-30
0.2392,2012-12-03
0.0799,2012-12-04
0.0535,2012-12-05
0.287,2012-12-06
0.1731,2012-12-07
0.096,2012-12-10
0.0362,2012-12-11
0.0217,2012-12-12
0.0523,2012-12-13
0.0037,2012-12-14
0.0583,2012-12-17
0.2368,2012-12-18
0.1534,2012-12-19
0.0135,2012-12-20
0.068,2012-12-26
0.0029,2012-12-27
0.0757,2012-12-28
0.6383,2013-01-02
0.1634,2013-01-03
-0.0956,2013-01-04
-0.0869,2013-01-07
-0.1795,2013-01-08
0.1611,2013-01-09
0.1207,2013-01-10
-0.0077,2013-01-11
0.1015,2013-01-14
-0.0524,2013-01-15
0.0132,2013-01-16
0.0691,2013-01-17
-0.0286,2013-01-18
0.0371,2013-01-22
0.1064,2013-01-23
-0.2094,2013-01-24
-0.14,2013-01-28
0.156,2013-01-29
-0.1737,2013-01-30
0.1077,2013-01-31
0.2158,2013-02-01
-0.1978,2013-02-04
-0.0836,2013-02-05
-0.0875,2013-02-06
-0.1412,2013-02-07
0.0832,2013-02-08
0.0385,2013-02-13
-0.093,2013-02-14
-0.0645,2013-02-15
-0.09,2013-02-19
-0.2627,2013-02-20
-0.0307,2013-02-21
0.0977,2013-02-22
-0.0627,2013-02-25
0.1231,2013-02-26
0.1397,2013-02-27
0.0763,2013-02-28
0.0053,2013-03-01
-0.0183,2013-03-04
0.0282,2013-03-05
0.3944,2013-03-06
0.0725,2013-03-07
-0.0935,2013-03-08
0.06,2013-03-11
-0.1047,2013-03-12
-0.224,2013-03-13
0.0615,2013-03-14
-0.064,2013-03-15
0.007,2013-03-18
-0.1382,2013-03-19
-0.0473,2013-03-20
-0.1648,2013-03-21
0.0184,2013-03-22
-0.0862,2013-03-25
0.2531,2013-03-26
0.1285,2013-03-27
0.0907,2013-03-28
-0.14,2013-04-01
-0.1183,2013-04-02
0.0181,2013-04-03
-0.0827,2013-04-04
0.1925,2013-04-05
0.0424,2013-04-08
0.158,2013-04-09
0.201,2013-04-10
-0.1413,2013-04-11
-0.2509,2013-04-12
-0.5683,2013-04-15
0.3343,2013-04-16
-0.2672,2013-04-17
0.3069,2013-04-18
0.2141,2013-04-19
0.1098,2013-04-22
0.2215,2013-04-23
-0.0218,2013-04-24
-0.0331,2013-04-25
-0.0977,2013-04-26
0.1705,2013-04-29
0.2516,2013-04-30
-0.0501,2013-05-02
0.0698,2013-05-03
0.049,2013-05-06
0.221,2013-05-07
-0.032,2013-05-08
-0.12,2013-05-09
-0.0709,2013-05-10
-0.0936,2013-05-13
0.0805,2013-05-14
0.1175,2013-05-15
-0.0172,2013-05-16
0.1176,2013-05-17
0.0464,2013-05-20
0.1558,2013-05-21
-0.0321,2013-05-22
-0.0481,2013-05-23
-0.0457,2013-05-24
-0.0824,2013-05-28
-0.1822,2013-05-29
-0.6206,2013-05-31
0.0563,2013-06-03
0.0367,2013-06-04
-0.4344,2013-06-05
-0.1184,2013-06-06
-0.1889,2013-06-07
-0.3365,2013-06-10
-0.7097,2013-06-11
-0.2698,2013-06-12
0.6596,2013-06-13
-0.3896,2013-06-14
-0.118,2013-06-17
-0.1982,2013-06-18
-0.6551,2013-06-19
-0.2826,2013-06-20
-0.1967,2013-06-21
-0.1401,2013-06-24
0.5923,2013-06-25
0.2117,2013-06-26
0.2703,2013-06-27
-0.0988,2013-06-28
0.0213,2013-07-01
-0.335,2013-07-02
-0.0039,2013-07-03
-0.0623,2013-07-05
0.1354,2013-07-08
0.1505,2013-07-10
0.283,2013-07-11
-0.2031,2013-07-12
0.3274,2013-07-15
0.1107,2013-07-16
0.1943,2013-07-17
0.1687,2013-07-18
0.0576,2013-07-19
0.343,2013-07-22
0.1829,2013-07-23
-0.1395,2013-07-24
0.1009,2013-07-25
0.0796,2013-07-26
-0.1491,2013-07-29
-0.1629,2013-07-30
-0.0286,2013-07-31
0.0986,2013-08-01
0.0274,2013-08-05
-0.337,2013-08-06
-0.0012,2013-08-07
0.3448,2013-08-08
0.2864,2013-08-09
-0.1055,2013-08-13
-0.0919,2013-08-14
-0.0851,2013-08-15
0.0197,2013-08-16
-0.272,2013-08-19
0.0704,2013-08-20
-0.255,2013-08-21
0.2485,2013-08-22
0.3955,2013-08-23
-0.1957,2013-08-26
-0.3751,2013-08-27
-0.025,2013-08-28
-0.0869,2013-08-29
0.0609,2013-08-30
0.447,2013-09-03
0.092,2013-09-04
0.1249,2013-09-05
0.3926,2013-09-06
0.1616,2013-09-09
0.0334,2013-09-10
-0.069,2013-09-11
-0.1423,2013-09-12
0.1301,2013-09-13
0.0619,2013-09-16
0.1298,2013-09-17
0.6112,2013-09-18
-0.1071,2013-09-19
-0.1524,2013-09-20
0.0617,2013-09-23
0.0164,2013-09-24
-0.0048,2013-09-25
-0.0983,2013-09-26
0.0113,2013-09-27
-0.2724,2013-09-30
0.2022,2013-10-01
0.0321,2013-10-02
-0.0892,2013-10-03
0.1892,2013-10-04
-0.1125,2013-10-07
-0.0404,2013-10-08
0.133,2013-10-09
0.101,2013-10-10
0.0811,2013-10-11
0.2457,2013-10-14
0.1208,2013-10-15
0.2677,2013-10-16
-0.0972,2013-10-17
0.0184,2013-10-18
0.129,2013-10-21
0.2231,2013-10-22
-0.1041,2013-10-23
-0.0629,2013-10-24
-0.0441,2013-10-25
0.1605,2013-10-28
-0.0532,2013-10-29
-0.0449,2013-10-30
0.0034,2013-10-31
-0.0722,2013-11-01
0.1059,2013-11-04
-0.2145,2013-11-05
-0.0516,2013-11-06
-0.2903,2013-11-07
-0.0688,2013-11-08
0.0243,2013-11-11
-0.063,2013-11-12
0.2098,2013-11-13
0.4263,2013-11-14
0.2315,2013-11-18
-0.3437,2013-11-19
-0.0678,2013-11-21
0.0538,2013-11-22
-0.1856,2013-11-25
-0.0846,2013-11-26
0.1091,2013-11-27
0.2548,2013-11-29
-0.3654,2013-12-02
-0.2281,2013-12-03
-0.0122,2013-12-04
0.0969,2013-12-05
0.1147,2013-12-06
0.0676,2013-12-09
0.0357,2013-12-10
-0.2253,2013-12-11
0.0466,2013-12-12
-0.0373,2013-12-13
0.1143,2013-12-16
-0.048,2013-12-17
0.2108,2013-12-18
0.2018,2013-12-19
-0.043,2013-12-20
0.0077,2013-12-23
0.0622,2013-12-26
0.1412,2013-12-27
0.1447,2013-12-30
-0.1933,2014-01-02
0.129,2014-01-03
-0.0063,2014-01-06
-0.0169,2014-01-07
0.0126,2014-01-08
-0.2898,2014-01-09
0.0478,2014-01-10
-0.1542,2014-01-13
0.0957,2014-01-14
0.1808,2014-01-15
-0.1916,2014-01-16
-0.0906,2014-01-17
-0.296,2014-01-21
0.1685,2014-01-22
-0.3668,2014-01-23
-0.2758,2014-01-24
-0.1372,2014-01-27
0.0325,2014-01-28
-0.2501,2014-01-29
-0.0819,2014-01-30
0.118,2014-01-31
-0.6125,2014-02-03
0.2695,2014-02-04
-0.0005,2014-02-05
0.291,2014-02-06
0.2309,2014-02-07
-0.0775,2014-02-10
0.2392,2014-02-11
-0.0477,2014-02-12
0.0149,2014-02-13
0.2245,2014-02-14
-0.0733,2014-02-18
0.1243,2014-02-19
0.1963,2014-02-20
0.1934,2014-02-21
0.1506,2014-02-24
-0.0135,2014-02-25
0.0902,2014-02-26
0.3868,2014-02-27
-0.0505,2014-02-28
0.007,2014-03-05
0.1066,2014-03-06
-0.194,2014-03-07
-0.2515,2014-03-10
0.0758,2014-03-11
0.0885,2014-03-12
-0.1606,2014-03-13
-0.1601,2014-03-14
0.1195,2014-03-17
0.2536,2014-03-18
0.0447,2014-03-19
0.1796,2014-03-20
0.1126,2014-03-21
0.1615,2014-03-24
0.1342,2014-03-25
0.0013,2014-03-26
0.3879,2014-03-27
0.0347,2014-03-28
0.2342,2014-03-31
0.0242,2014-04-01
0.3859,2014-04-02
0.0252,2014-04-03
-0.1289,2014-04-04
0.1644,2014-04-07
-0.0717,2014-04-08
-0.0461,2014-04-09
-0.1123,2014-04-10
0.1209,2014-04-11
0.0302,2014-04-14
-0.0982,2014-04-15
0.235,2014-04-16
0.271,2014-04-17
0.0286,2014-04-22
-0.0254,2014-04-23
0.1064,2014-04-24
-0.0664,2014-04-25
0.0329,2014-04-28
0.1183,2014-04-29
0.0229,2014-04-30
0.3955,2014-05-02
0.0943,2014-05-05
0.0751,2014-05-06
0.1027,2014-05-07
-0.1393,2014-05-08
-0.012,2014-05-09
0.2357,2014-05-12
0.0163,2014-05-13
0.1752,2014-05-14
-0.1293,2014-05-15
0.0647,2014-05-16
-0.0501,2014-05-19
-0.2161,2014-05-20
0.1008,2014-05-21
0.2109,2014-05-22
0.0225,2014-05-23
-0.0181,2014-05-27
0.2092,2014-05-28
0.0654,2014-05-29
-0.0676,2014-05-30
0.0697,2014-06-02
0.0389,2014-06-03
0.0468,2014-06-04
0.0716,2014-06-05
0.4928,2014-06-06
0.2084,2014-06-09
0.0717,2014-06-10
0.1291,2014-06-11
0.0906,2014-06-13
-0.0742,2014-06-16
-0.031,2014-06-17
0.2749,2014-06-18
-0.1076,2014-06-20
-0.0335,2014-06-23
0.0683,2014-06-24
-0.087,2014-06-25
0.0336,2014-06-26
-0.0927,2014-06-27
0.0434,2014-06-30
0.1324,2014-07-01
0.0011,2014-07-02
0.2533,2014-07-03
0.0149,2014-07-07
-0.0185,2014-07-08
0.1571,2014-07-10
0.0386,2014-07-11
0.2821,2014-07-14
0.0686,2014-07-15
0.0296,2014-07-16
0.0236,2014-07-17
0.4222,2014-07-18
0.1934,2014-07-21
0.224,2014-07-22
-0.1293,2014-07-23
0.0427,2014-07-24
0.0341,2014-07-25
-0.0576,2014-07-28
-0.09,2014-07-29
-0.0552,2014-07-30
-0.2981,2014-07-31
-0.1076,2014-08-01
0.1675,2014-08-04
-0.2819,2014-08-05
0.1525,2014-08-06
-0.1236,2014-08-07
0.0351,2014-08-08
0.2942,2014-08-11
-0.0251,2014-08-12
-0.1584,2014-08-13
0.1284,2014-08-14
0.3916,2014-08-15
0.2276,2014-08-18
0.2347,2014-08-19
0.0651,2014-08-20
0.0315,2014-08-21
0.0175,2014-08-22
0.3305,2014-08-25
0.0599,2014-08-26
0.3227,2014-08-27
-0.0509,2014-08-28
0.3243,2014-08-29
0.3252,2014-09-02
-0.046,2014-09-03
-0.1954,2014-09-04
0.0028,2014-09-05
-0.3712,2014-09-08
-0.2177,2014-09-09
-0.0404,2014-09-10
0.1619,2014-09-11
-0.4453,2014-09-12
0.2737,2014-09-15
0.3367,2014-09-16
0.0895,2014-09-17
-0.1236,2014-09-18
-0.0978,2014-09-19
-0.3317,2014-09-22
-0.0148,2014-09-23
0.228,2014-09-24
-0.2521,2014-09-25
0.3729,2014-09-26
-0.7863,2014-09-29
0.008,2014-09-30
-0.3356,2014-10-01
0.1362,2014-10-02
0.3612,2014-10-03
0.5689,2014-10-06
0.0963,2014-10-07
0.048,2014-10-08
-0.0515,2014-10-09
-0.4654,2014-10-10
0.5429,2014-10-13
0.0309,2014-10-14
-0.4799,2014-10-15
-0.4144,2014-10-16
0.4538,2014-10-17
-0.2983,2014-10-20
-0.3485,2014-10-21
-0.0157,2014-10-22
-0.3171,2014-10-23
0.384,2014-10-24
-0.2887,2014-10-27
0.5354,2014-10-28
-0.3314,2014-10-29
0.1711,2014-10-30
0.6637,2014-10-31
-0.1304,2014-11-03
0.0054,2014-11-04
-0.0209,2014-11-05
-0.2645,2014-11-06
0.0944,2014-11-07
-0.0755,2014-11-10
-0.1444,2014-11-11
0.0458,2014-11-12
-0.2663,2014-11-13
0.0586,2014-11-14
-0.1046,2014-11-17
0.2385,2014-11-18
0.2967,2014-11-19
0.781,2014-11-21
0.1312,2014-11-25
0.0274,2014-11-26
0.0444,2014-11-28
-0.6222,2014-12-01
-0.1272,2014-12-02
0.0692,2014-12-03
-0.0624,2014-12-04
0.1918,2014-12-05
-0.4362,2014-12-08
-0.07,2014-12-09
-0.2382,2014-12-10
0.0455,2014-12-11
-0.5292,2014-12-12
-0.3032,2014-12-15
-0.2675,2014-12-16
0.5433,2014-12-17
0.1941,2014-12-18
0.34,2014-12-19
0.1886,2014-12-22
0.2631,2014-12-23
-0.0504,2014-12-26
0.1265,2014-12-29
-0.0601,2014-12-30
-0.1688,2015-01-02
-0.1938,2015-01-05
0.1071,2015-01-06
0.4093,2015-01-07
0.2435,2015-01-08
-0.1608,2015-01-09
-0.2153,2015-01-12
0.0678,2015-01-13
-0.069,2015-01-14
0.1996,2015-01-15
0.4366,2015-01-16
-0.1359,2015-01-20
0.3521,2015-01-21
0.1197,2015-01-22
-0.0321,2015-01-23
-0.0297,2015-01-26
-0.0965,2015-01-27
-0.2804,2015-01-28
0.1769,2015-01-29
-0.2141,2015-01-30
0.1956,2015-02-02
0.4723,2015-02-03
0.0524,2015-02-04
0.0304,2015-02-05
-0.0648,2015-02-06
0.001,2015-02-09
-0.1599,2015-02-10
-0.1542,2015-02-11
0.4822,2015-02-12
0.292,2015-02-13
0.1424,2015-02-18
0.0446,2015-02-19
-0.0205,2015-02-20
0.1226,2015-02-23
0.2554,2015-02-24
0.0168,2015-02-25
0.106,2015-02-26
0.1638,2015-02-27
-0.113,2015-03-02
0.0441,2015-03-03
-0.2017,2015-03-04
-0.0428,2015-03-05
-0.1586,2015-03-06
-0.2776,2015-03-09
-0.2524,2015-03-10
0.2171,2015-03-11
0.019,2015-03-12
0.0157,2015-03-13
0.102,2015-03-16
0.466,2015-03-17
0.4161,2015-03-18
-0.222,2015-03-19
0.2867,2015-03-20
0.0067,2015-03-23
-0.1131,2015-03-24
0.0678,2015-03-25
-0.2766,2015-03-26
-0.0191,2015-03-27
0.3744,2015-03-30
0.0774,2015-03-31
0.3859,2015-04-01
0.1764,2015-04-02
0.2376,2015-04-06
0.0526,2015-04-07
0.1147,2015-04-08
0.0071,2015-04-09
0.2546,2015-04-10
-0.0112,2015-04-13
0.003,2015-04-14
0.294,2015-04-15
-0.086,2015-04-16
-0.2166,2015-04-17
-0.0958,2015-04-20
0.2218,2015-04-22
0.2194,2015-04-23
0.1493,2015-04-24
-0.1118,2015-04-27
0.0987,2015-04-28
0.0271,2015-04-29
0.0515,2015-04-30
0.319,2015-05-04
0.0883,2015-05-05
-0.1413,2015-05-06
-0.0556,2015-05-07
0.2723,2015-05-08
0.0333,2015-05-11
-0.0983,2015-05-12
0.0055,2015-05-13
0.2695,2015-05-14
0.2501,2015-05-15
-0.1958,2015-05-18
-0.1037,2015-05-19
0.0108,2015-05-20
0.1465,2015-05-21
0.0292,2015-05-22
-0.1233,2015-05-26
0.1836,2015-05-27
0.0592,2015-05-28
-0.2456,2015-05-29
0.0751,2015-06-01
0.1433,2015-06-02
-0.1044,2015-06-03
-0.1199,2015-06-05
-0.0084,2015-06-08
0.0263,2015-06-09
0.2131,2015-06-10
-0.0572,2015-06-11
-0.0072,2015-06-12
-0.1174,2015-06-15
0.2138,2015-06-16
-0.0068,2015-06-17
0.3299,2015-06-18
-0.0815,2015-06-19
0.2195,2015-06-22
0.0628,2015-06-23
-0.0146,2015-06-24
-0.1941,2015-06-25
0.2436,2015-06-26
-0.3254,2015-06-29
0.1066,2015-06-30
0.0573,2015-07-01
0.2121,2015-07-02
-0.0914,2015-07-06
0.1826,2015-07-07
-0.1398,2015-07-08
0.3555,2015-07-10
0.2081,2015-07-13
0.0968,2015-07-14
0.0252,2015-07-15
0.1449,2015-07-16
-0.0335,2015-07-17
-0.0011,2015-07-20
0.0322,2015-07-21
-0.1039,2015-07-22
-0.584,2015-07-23
-0.248,2015-07-24
-0.1131,2015-07-27
0.259,2015-07-28
0.1928,2015-07-29
0.2443,2015-07-30
0.3421,2015-07-31
-0.2279,2015-08-03
-0.0598,2015-08-04
-0.0288,2015-08-05
-0.4634,2015-08-06
-0.428,2015-08-07
0.3697,2015-08-10
-0.0088,2015-08-11
-0.0282,2015-08-12
-0.0489,2015-08-13
-0.062,2015-08-14
-0.023,2015-08-17
0.0865,2015-08-18
-0.2011,2015-08-19
-0.0933,2015-08-20
-0.4659,2015-08-21
-0.7088,2015-08-24
0.0176,2015-08-25
0.7478,2015-08-26
0.5682,2015-08-27
-0.0671,2015-08-28
-0.3666,2015-08-31
-0.5752,2015-09-01
0.1458,2015-09-02
0.306,2015-09-03
-0.4373,2015-09-04
0.3681,2015-09-08
-0.0616,2015-09-09
-0.2796,2015-09-10
0.0941,2015-09-11
0.3402,2015-09-14
0.1765,2015-09-15
0.3185,2015-09-16
-0.0321,2015-09-17
-0.6747,2015-09-18
-0.2071,2015-09-21
-0.2539,2015-09-22
-0.5784,2015-09-23
