Variação_Diária_(%),data
0.4701,2015-09-24
-0.0284,2015-09-25
-0.804,2015-09-28
0.3302,2015-09-29
0.6679,2015-09-30
0.1304,2015-10-01
0.812,2015-10-02
0.2217,2015-10-05
0.0786,2015-10-06
0.1721,2015-10-07
0.2341,2015-10-08
-0.1559,2015-10-09
-0.5416,2015-10-13
-0.1082,2015-10-14
0.3528,2015-10-15
0.0629,2015-10-16
0.0835,2015-10-19
-0.01,2015-10-20
-0.029,2015-10-21
0.4374,2015-10-22
-0.0081,2015-10-23
0.0156,2015-10-26
0.1332,2015-10-27
-0.0518,2015-10-28
-0.2205,2015-10-29
0.0263,2015-10-30
0.666,2015-11-03
0.0973,2015-11-04
0.0494,2015-11-05
-0.1591,2015-11-06
-0.2165,2015-11-09
0.0992,2015-11-10
0.2819,2015-11-11
-0.0781,2015-11-12
-0.1103,2015-11-13
0.2936,2015-11-16
0.1348,2015-11-17
0.2099,2015-11-18
0.3585,2015-11-19
0.1412,2015-11-23
-0.0399,2015-11-24
-0.424,2015-11-25
-0.486,2015-11-27
-0.0925,2015-11-30
0.0944,2015-12-01
0.0834,2015-12-02
0.0599,2015-12-03
-0.0401,2015-12-04
0.0199,2015-12-07
-0.148,2015-12-08
0.3802,2015-12-09
-0.1878,2015-12-10
-0.1666,2015-12-11
-0.1247,2015-12-14
0.1333,2015-12-15
-0.4054,2015-12-16
0.2601,2015-12-17
-0.3192,2015-12-18
-0.1474,2015-12-21
0.1855,2015-12-22
0.2893,2015-12-23
0.0142,2015-12-28
0.0876,2015-12-29
-0.0947,2015-12-30
-0.3378,2016-01-04
0.2802,2016-01-05
-0.0447,2016-01-06
-0.4885,2016-01-07
-0.1228,2016-01-08
-0.1993,2016-01-11
0.0362,2016-01-12
-0.2988,2016-01-13
0.066,2016-01-14
-0.3679,2016-01-15
-0.0872,2016-01-19
-0.2216,2016-01-20
0.3224,2016-01-21
0.2619,2016-01-22
-0.048,2016-01-26
0.0819,2016-01-27
0.2788,2016-01-28
0.793,2016-01-29
0.267,2016-02-01
-0.7367,2016-02-02
0.3975,2016-02-03
0.1397,2016-02-04
-0.0571,2016-02-05
-0.0243,2016-02-10
-0.3917,2016-02-11
0.3343,2016-02-12
0.6546,2016-02-16
0.3417,2016-02-17
-0.0688,2016-02-18
0.1672,2016-02-19
0.5319,2016-02-22
-0.263,2016-02-23
0.0947,2016-02-24
0.0244,2016-02-25
-0.0147,2016-02-26
0.3621,2016-02-29
0.5841,2016-03-01
0.3211,2016-03-02
0.624,2016-03-03
0.6772,2016-03-04
-0.0741,2016-03-07
0.0758,2016-03-08
0.1566,2016-03-09
0.3324,2016-03-10
0.2973,2016-03-11
-0.1012,2016-03-14
-0.5244,2016-03-15
0.1924,2016-03-16
1.0541,2016-03-17
0.1642,2016-03-18
0.1287,2016-03-21
0.254,2016-03-22
-0.3903,2016-03-23
-0.1698,2016-03-24
0.5639,2016-03-28
0.2994,2016-03-29
-0.0689,2016-03-30
-0.4105,2016-03-31
0.3281,2016-04-01
-0.5774,2016-04-04
0.0554,2016-04-05
-0.1935,2016-04-06
-0.0218,2016-04-07
0.7129,2016-04-08
0.0775,2016-04-11
0.5583,2016-04-12
0.639,2016-04-13
-0.0445,2016-04-14
0.3276,2016-04-15
0.1698,2016-04-18
0.1647,2016-04-19
0.0567,2016-04-20
-0.1366,2016-04-22
-0.0741,2016-04-25
0.327,2016-04-26
0.4994,2016-04-27
-0.135,2016-04-28
0.1843,2016-04-29
0.0077,2016-05-02
-0.3511,2016-05-03
-0.0399,2016-05-04
-0.031,2016-05-05
0.096,2016-05-06
-0.2268,2016-05-09
0.7918,2016-05-10
0.0925,2016-05-11
0.3055,2016-05-12
-0.2629,2016-05-13
0.1067,2016-05-16
-0.2658,2016-05-17
-0.1888,2016-05-18
-0.0606,2016-05-19
0.1026,2016-05-20
-0.3107,2016-05-23
0.1177,2016-05-24
0.0259,2016-05-25
-0.1256,2016-05-27
0.0738,2016-05-31
0.2517,2016-06-01
0.3509,2016-06-02
0.3173,2016-06-03
0.1577,2016-06-06
-0.043,2016-06-07
0.4529,2016-06-08
-0.0976,2016-06-09
-0.4715,2016-06-10
0.0087,2016-06-13
-0.2601,2016-06-14
0.0594,2016-06-15
0.1031,2016-06-16
0.0751,2016-06-17
0.2577,2016-06-20
0.2352,2016-06-21
-0.129,2016-06-22
0.4486,2016-06-23
-0.4824,2016-06-24
-0.0796,2016-06-27
0.3042,2016-06-28
0.1872,2016-06-29
0.2491,2016-06-30
0.2926,2016-07-01
-0.1157,2016-07-05
0.0021,2016-07-06
0.094,2016-07-07
0.5571,2016-07-08
0.2528,2016-07-11
0.0711,2016-07-12
0.1614,2016-07-13
0.3045,2016-07-14
0.1586,2016-07-15
0.3027,2016-07-18
0.1126,2016-07-19
0.1438,2016-07-20
-0.0416,2016-07-21
0.1404,2016-07-22
0.0043,2016-07-25
0.0223,2016-07-26
0.0895,2016-07-27
-0.0054,2016-07-28
0.2122,2016-07-29
-0.0206,2016-08-01
-0.1621,2016-08-02
0.2306,2016-08-03
0.2764,2016-08-04
0.2061,2016-08-05
-0.0283,2016-08-08
0.1248,2016-08-09
-0.097,2016-08-10
0.2903,2016-08-11
0.048,2016-08-12
0.2229,2016-08-15
-0.0787,2016-08-16
0.0227,2016-08-17
-0.0444,2016-08-18
0.1435,2016-08-19
-0.2407,2016-08-22
0.0514,2016-08-23
-0.0636,2016-08-24
0.0267,2016-08-25
-0.094,2016-08-26
0.3173,2016-08-29
-0.0337,2016-08-30
0.0168,2016-08-31
0.1646,2016-09-01
0.4413,2016-09-02
0.1666,2016-09-06
0.0645,2016-09-08
-0.7063,2016-09-09
0.2713,2016-09-12
-0.5937,2016-09-13
0.1252,2016-09-14
0.3143,2016-09-15
-0.0935,2016-09-16
0.1234,2016-09-19
0.1377,2016-09-20
0.3513,2016-09-21
0.3557,2016-09-22
0.0074,2016-09-23
-0.1544,2016-09-26
0.2845,2016-09-27
0.2861,2016-09-28
-0.2241,2016-09-29
0.1477,2016-09-30
0.3817,2016-10-03
-0.1527,2016-10-04
0.3856,2016-10-05
0.1097,2016-10-06
0.1416,2016-10-07
0.1987,2016-10-10
-0.182,2016-10-11
0.0569,2016-10-13
0.1761,2016-10-14
0.2223,2016-10-17
0.3193,2016-10-18
0.1273,2016-10-19
0.0856,2016-10-20
-0.0195,2016-10-21
0.1714,2016-10-24
-0.0855,2016-10-25
-0.0511,2016-10-26
0.0667,2016-10-27
0.0688,2016-10-28
0.1971,2016-10-31
-0.3705,2016-11-01
-0.3689,2016-11-03
0.0871,2016-11-04
0.6218,2016-11-07
0.1198,2016-11-08
-0.2903,2016-11-09
-0.7943,2016-11-10
-0.4499,2016-11-11
-0.3318,2016-11-14
0.5427,2016-11-16
-0.1392,2016-11-17
0.0772,2016-11-18
0.4899,2016-11-21
0.2654,2016-11-22
0.0334,2016-11-23
-0.1745,2016-11-25
0.3123,2016-11-28
-0.1959,2016-11-29
0.2805,2016-11-30
-0.8131,2016-12-01
0.1326,2016-12-02
0.239,2016-12-05
0.2555,2016-12-06
0.227,2016-12-07
0.1219,2016-12-08
0.073,2016-12-09
-0.1871,2016-12-12
-0.0074,2016-12-13
-0.1555,2016-12-14
0.1019,2016-12-15
0.1147,2016-12-16
-0.1366,2016-12-19
0.1877,2016-12-20
0.2437,2016-12-21
0.0247,2016-12-22
0.1314,2016-12-23
0.2948,2016-12-27
0.1735,2016-12-28
0.1504,2016-12-29
0.5698,2017-01-03
-0.0899,2017-01-04
0.169,2017-01-05
0.0149,2017-01-06
0.013,2017-01-09
0.2213,2017-01-10
0.0597,2017-01-11
0.6869,2017-01-12
0.017,2017-01-13
0.2328,2017-01-17
0.0002,2017-01-18
0.0824,2017-01-19
0.2144,2017-01-20
0.2297,2017-01-23
0.0802,2017-01-24
0.0736,2017-01-26
0.0854,2017-01-27
-0.3381,2017-01-30
0.1124,2017-01-31
0.0895,2017-02-01
0.0737,2017-02-02
0.275,2017-02-03
-0.1232,2017-02-06
0.1402,2017-02-07
0.2409,2017-02-08
0.1244,2017-02-09
0.2934,2017-02-10
0.2525,2017-02-13
0.0658,2017-02-14
0.2814,2017-02-15
-0.1333,2017-02-16
0.1226,2017-02-17
0.4396,2017-02-21
0.0296,2017-02-22
0.0142,2017-02-23
-0.0747,2017-02-24
0.267,2017-03-01
-0.2722,2017-03-02
0.3648,2017-03-03
-0.032,2017-03-06
-0.0808,2017-03-07
-0.2479,2017-03-08
-0.0632,2017-03-09
0.2818,2017-03-10
0.2008,2017-03-13
-0.2647,2017-03-14
0.4238,2017-03-15
-0.0388,2017-03-16
-0.231,2017-03-17
0.0915,2017-03-20
-0.3275,2017-03-21
0.0879,2017-03-22
-0.013,2017-03-23
0.2125,2017-03-24
0.0793,2017-03-27
0.0508,2017-03-28
0.1714,2017-03-29
0.0158,2017-03-30
0.0155,2017-03-31
-0.0019,2017-04-03
0.1799,2017-04-04
-0.1717,2017-04-05
-0.1859,2017-04-06
0.1705,2017-04-07
0.1683,2017-04-10
-0.0435,2017-04-11
-0.128,2017-04-12
-0.2604,2017-04-13
0.3518,2017-04-17
0.0481,2017-04-18
-0.1527,2017-04-19
0.1034,2017-04-20
0.212,2017-04-24
0.0331,2017-04-25
-0.0187,2017-04-26
-0.0271,2017-04-27
0.2539,2017-04-28
0.3482,2017-05-02
-0.0578,2017-05-03
-0.2481,2017-05-04
0.2898,2017-05-05
-0.0109,2017-05-08
0.2225,2017-05-09
0.2702,2017-05-10
0.1275,2017-05-11
0.2111,2017-05-12
0.2161,2017-05-15
0.1801,2017-05-16
-0.3301,2017-05-17
-3.1372,2017-05-18
0.7377,2017-05-19
-0.415,2017-05-22
0.5905,2017-05-23
0.4654,2017-05-24
0.0272,2017-05-25
0.378,2017-05-26
0.0548,2017-05-30
-0.0709,2017-05-31
-0.1087,2017-06-01
0.0742,2017-06-02
-0.1002,2017-06-05
0.2264,2017-06-06
0.0713,2017-06-07
-0.1037,2017-06-08
0.0887,2017-06-09
-0.0684,2017-06-12
0.0035,2017-06-13
0.1266,2017-06-14
0.1206,2017-06-16
0.2436,2017-06-19
-0.3535,2017-06-20
0.0716,2017-06-21
0.1051,2017-06-22
-0.0267,2017-06-23
0.2329,2017-06-26
-0.1481,2017-06-27
0.1906,2017-06-28
-0.012,2017-06-29
0.2801,2017-06-30
0.1889,2017-07-03
-0.0591,2017-07-05
-0.1179,2017-07-06
-0.0327,2017-07-07
0.1941,2017-07-10
0.1751,2017-07-11
0.4271,2017-07-12
0.0287,2017-07-13
0.2236,2017-07-14
0.0357,2017-07-17
0.1108,2017-07-18
0.14,2017-07-19
0.0421,2017-07-20
0.0128,2017-07-21
0.0533,2017-07-24
0.064,2017-07-25
-0.0812,2017-07-26
0.3408,2017-07-27
0.1042,2017-07-28
0.1252,2017-07-31
0.1505,2017-08-01
0.1955,2017-08-02
0.0543,2017-08-03
0.0395,2017-08-04
0.1576,2017-08-07
-0.0261,2017-08-08
-0.1127,2017-08-09
-0.2364,2017-08-10
0.1498,2017-08-11
0.1983,2017-08-14
0.0215,2017-08-15
0.1188,2017-08-16
-0.329,2017-08-17
0.2183,2017-08-18
-0.0203,2017-08-21
0.3104,2017-08-22
0.1663,2017-08-23
0.207,2017-08-24
0.043,2017-08-25
0.0684,2017-08-28
0.0713,2017-08-29
0.0228,2017-08-30
0.1271,2017-08-31
0.2379,2017-09-01
0.1792,2017-09-05
0.419,2017-09-06
0.1351,2017-09-08
0.2525,2017-09-11
-0.0261,2017-09-12
0.0958,2017-09-13
0.1046,2017-09-14
0.251,2017-09-15
0.154,2017-09-18
0.0872,2017-09-19
0.1346,2017-09-20
0.0337,2017-09-21
0.0484,2017-09-22
-0.2374,2017-09-25
0.0906,2017-09-26
-0.0844,2017-09-27
0.0131,2017-09-28
0.2268,2017-09-29
0.0789,2017-10-02
0.3693,2017-10-03
0.0105,2017-10-04
-0.0404,2017-10-05
0.0228,2017-10-06
-0.0883,2017-10-09
0.2569,2017-10-10
0.0318,2017-10-11
0.0596,2017-10-13
-0.0529,2017-10-16
-0.0292,2017-10-17
0.0997,2017-10-18
0.0287,2017-10-19
-0.0921,2017-10-20
-0.1707,2017-10-23
0.1649,2017-10-24
0.1162,2017-10-25
-0.2809,2017-10-26
0.1167,2017-10-27
-0.2138,2017-10-30
-0.0231,2017-10-31
-0.1374,2017-11-01
-0.1442,2017-11-03
0.195,2017-11-06
-0.3348,2017-11-07
0.4021,2017-11-08
-0.2369,2017-11-09
-0.2526,2017-11-10
0.0434,2017-11-13
-0.3291,2017-11-14
0.4054,2017-11-16
0.2561,2017-11-17
0.3587,2017-11-21
-0.0068,2017-11-22
0.0346,2017-11-24
-0.0703,2017-11-27
0.1309,2017-11-28
-0.3742,2017-11-29
-0.0908,2017-11-30
0.0384,2017-12-01
0.2031,2017-12-04
-0.0345,2017-12-05
0.1296,2017-12-06
-0.202,2017-12-07
0.1458,2017-12-08
-0.0214,2017-12-11
0.1256,2017-12-12
-0.0871,2017-12-13
-0.1475,2017-12-14
0.1467,2017-12-15
0.1311,2017-12-18
-0.0894,2017-12-19
0.1922,2017-12-20
0.3261,2017-12-21
0.0151,2017-12-22
0.2495,2017-12-26
0.1499,2017-12-27
0.1905,2017-12-28
0.5001,2018-01-02
0.1578,2018-01-03
0.171,2018-01-04
0.0596,2018-01-05
0.0728,2018-01-08
-0.0769,2018-01-09
-0.0362,2018-01-10
0.2757,2018-01-11
0.1081,2018-01-12
0.131,2018-01-16
0.2747,2018-01-17
-0.0166,2018-01-18
0.1099,2018-01-19
0.0894,2018-01-22
-0.171,2018-01-23
0.6144,2018-01-24
0.5379,2018-01-26
-0.184,2018-01-29
-0.0727,2018-01-30
0.1242,2018-01-31
0.0841,2018-02-01
-0.4006,2018-02-02
-0.6027,2018-02-05
0.4132,2018-02-06
-0.1542,2018-02-07
-0.3975,2018-02-08
-0.0764,2018-02-09
0.6985,2018-02-14
0.2318,2018-02-15
0.1691,2018-02-16
0.2291,2018-02-20
0.0726,2018-02-21
0.1012,2018-02-22
0.2413,2018-02-23
0.2001,2018-02-26
-0.156,2018-02-27
-0.1345,2018-02-28
-0.1126,2018-03-01
0.1558,2018-03-02
0.1701,2018-03-05
0.0021,2018-03-06
-0.0029,2018-03-07
-0.011,2018-03-08
0.3276,2018-03-09
0.1125,2018-03-12
-0.0224,2018-03-13
-0.0726,2018-03-14
-0.1413,2018-03-15
0.074,2018-03-16
-0.1997,2018-03-19
0.0189,2018-03-20
0.1657,2018-03-21
0.0516,2018-03-22
-0.1466,2018-03-23
0.3729,2018-03-26
-0.2858,2018-03-27
-0.0116,2018-03-28
0.3564,2018-03-29
-0.272,2018-04-02
0.0525,2018-04-03
-0.0052,2018-04-04
0.2359,2018-04-05
-0.1683,2018-04-06
-0.2283,2018-04-09
0.2431,2018-04-10
0.1203,2018-04-11
0.1389,2018-04-12
-0.1802,2018-04-13
-0.1304,2018-04-16
0.2696,2018-04-17
0.2984,2018-04-18
-0.0204,2018-04-19
-0.0736,2018-04-20
-0.0497,2018-04-23
-0.1151,2018-04-24
-0.0821,2018-04-25
0.3026,2018-04-26
0.1038,2018-04-27
-0.0669,2018-04-30
-0.293,2018-05-02
-0.1914,2018-05-03
0.0663,2018-05-04
-0.1541,2018-05-07
-0.0933,2018-05-08
0.1285,2018-05-09
0.4121,2018-05-10
-0.1335,2018-05-11
-0.0985,2018-05-14
-0.0861,2018-05-15
0.1676,2018-05-16
-0.6321,2018-05-17
-0.3757,2018-05-18
-0.0949,2018-05-21
0.1291,2018-05-22
-0.2677,2018-05-23
-0.2707,2018-05-24
-0.315,2018-05-25
-0.691,2018-05-29
0.2815,2018-05-30
0.2177,2018-06-01
0.2711,2018-06-04
-0.5561,2018-06-05
-0.1862,2018-06-06
-0.8627,2018-06-07
-0.0073,2018-06-08
-0.0553,2018-06-11
0.084,2018-06-12
-0.2593,2018-06-13
-0.4507,2018-06-14
0.0815,2018-06-15
-0.1263,2018-06-18
0.42,2018-06-19
0.1249,2018-06-20
-0.3707,2018-06-21
0.1174,2018-06-22
0.0937,2018-06-25
0.2513,2018-06-26
-0.2027,2018-06-27
0.3862,2018-06-28
0.3011,2018-06-29
0.1716,2018-07-02
0.1307,2018-07-03
0.2037,2018-07-05
0.2508,2018-07-06
0.1625,2018-07-10
-0.1278,2018-07-11
0.1107,2018-07-12
0.2116,2018-07-13
0.0034,2018-07-16
0.3504,2018-07-17
-0.1027,2018-07-18
0.0577,2018-07-19
0.3176,2018-07-20
-0.0904,2018-07-23
0.2337,2018-07-24
0.3027,2018-07-25
-0.1825,2018-07-26
0.0486,2018-07-27
0.0401,2018-07-30
-0.0881,2018-07-31
0.0208,2018-08-01
0.0768,2018-08-02
0.3731,2018-08-03
0.0028,2018-08-06
-0.1975,2018-08-07
-0.1632,2018-08-08
-0.1449,2018-08-09
-0.6575,2018-08-10
0.1198,2018-08-13
0.4791,2018-08-14
-0.2539,2018-08-15
0.0371,2018-08-16
-0.1072,2018-08-17
-0.0363,2018-08-20
-0.3804,2018-08-21
0.3798,2018-08-22
-0.3215,2018-08-23
0.2048,2018-08-24
0.3708,2018-08-27
-0.0868,2018-08-28
0.198,2018-08-29
-0.5083,2018-08-30
0.1506,2018-08-31
-0.4725,2018-09-04
0.0484,2018-09-05
0.2833,2018-09-06
0.0663,2018-09-10
-0.2625,2018-09-11
0.179,2018-09-12
-0.1161,2018-09-13
0.1745,2018-09-14
0.3008,2018-09-17
0.3157,2018-09-18
0.0231,2018-09-19
0.0802,2018-09-20
0.297,2018-09-21
-0.2154,2018-09-24
0.0865,2018-09-25
0.0336,2018-09-26
0.267,2018-09-27
-0.1214,2018-09-28
-0.067,2018-10-01
0.5421,2018-10-02
0.3993,2018-10-03
-0.0129,2018-10-04
-0.0848,2018-10-05
0.9649,2018-10-08
0.246,2018-10-09
-0.5414,2018-10-10
-0.2195,2018-10-11
0.3202,2018-10-15
0.5695,2018-10-16
0.1216,2018-10-17
-0.4161,2018-10-18
0.0746,2018-10-19
0.373,2018-10-22
-0.0214,2018-10-23
-0.5336,2018-10-24
0.2767,2018-10-25
0.3272,2018-10-26
-0.2854,2018-10-29
0.6468,2018-10-30
0.1786,2018-10-31
0.2586,2018-11-01
0.1877,2018-11-05
-0.1347,2018-11-06
-0.0426,2018-11-07
-0.3535,2018-11-08
0.0065,2018-11-09
-0.0994,2018-11-12
-0.1229,2018-11-13
0.27,2018-11-14
0.6103,2018-11-16
-0.1658,2018-11-19
-0.0968,2018-11-21
-0.0638,2018-11-23
-0.1502,2018-11-26
0.3439,2018-11-27
0.3811,2018-11-28
0.1007,2018-11-29
0.0615,2018-11-30
0.1244,2018-12-03
-0.4527,2018-12-04
0.1121,2018-12-06
-0.1818,2018-12-07
-0.3406,2018-12-10
0.1066,2018-12-11
0.1916,2018-12-12
0.2895,2018-12-13
-0.0385,2018-12-14
-0.236,2018-12-17
0.0285,2018-12-18
-0.1056,2018-12-19
-0.045,2018-12-20
0.0573,2018-12-21
0.0615,2018-12-26
0.2037,2018-12-27
0.4015,2018-12-28
0.7135,2019-01-02
0.0519,2019-01-03
0.2494,2019-01-04
-0.029,2019-01-07
0.1418,2019-01-08
0.2951,2019-01-09
-0.0178,2019-01-10
-0.0038,2019-01-11
0.1483,2019-01-14
-0.0434,2019-01-15
0.0942,2019-01-16
0.2098,2019-01-17
0.2266,2019-01-18
-0.0971,2019-01-22
0.2451,2019-01-23
0.1081,2019-01-24
-0.2837,2019-01-28
0.1771,2019-01-29
0.2386,2019-01-30
0.336,2019-01-31
0.114,2019-02-01
0.1087,2019-02-04
-0.0167,2019-02-05
-0.5232,2019-02-06
-0.1452,2019-02-07
0.0432,2019-02-08
-0.0916,2019-02-11
0.3787,2019-02-12
0.0498,2019-02-13
0.3307,2019-02-14
0.1093,2019-02-15
0.0463,2019-02-19
-0.1853,2019-02-20
0.0073,2019-02-21
0.2086,2019-02-22
-0.1266,2019-02-25
0.0586,2019-02-26
0.0681,2019-02-27
-0.1791,2019-02-28
-0.0484,2019-03-01
-0.0922,2019-03-06
0.0007,2019-03-07
0.1962,2019-03-08
0.5246,2019-03-11
0.0601,2019-03-12
0.2727,2019-03-13
-0.0562,2019-03-14
0.1647,2019-03-15
0.1954,2019-03-18
-0.0225,2019-03-19
-0.1091,2019-03-20
-0.1498,2019-03-21
-0.7381,2019-03-22
0.075,2019-03-25
0.2264,2019-03-26
-0.6181,2019-03-27
0.4999,2019-03-28
0.1924,2019-03-29
0.1859,2019-04-02
-0.1204,2019-04-03
0.2608,2019-04-04
0.1348,2019-04-05
-0.0045,2019-04-08
-0.1782,2019-04-09
0.0728,2019-04-10
-0.159,2019-04-11
-0.2272,2019-04-12
0.098,2019-04-15
0.1372,2019-04-16
-0.1376,2019-04-17
0.2867,2019-04-18
0.0393,2019-04-22
0.3094,2019-04-23
-0.1612,2019-04-24
0.1933,2019-04-25
0.0196,2019-04-26
-0.0024,2019-04-29
0.1046,2019-04-30
-0.1567,2019-05-02
0.2148,2019-05-03
-0.1453,2019-05-06
-0.1423,2019-05-07
0.2022,2019-05-08
-0.0621,2019-05-09
-0.0089,2019-05-10
-0.4849,2019-05-13
0.162,2019-05-14
-0.0142,2019-05-15
-0.2076,2019-05-16
-0.1379,2019-05-17
0.2964,2019-05-20
0.4881,2019-05-21
0.0291,2019-05-22
-0.0635,2019-05-23
0.0221,2019-05-24
0.5144,2019-05-28
0.0958,2019-05-29
0.2123,2019-05-30
-0.0118,2019-05-31
0.088,2019-06-03
0.2371,2019-06-04
-0.2024,2019-06-05
0.2986,2019-06-06
0.2629,2019-06-07
0.0237,2019-06-10
0.2478,2019-06-11
-0.1089,2019-06-12
0.1806,2019-06-13
-0.0262,2019-06-14
-0.0591,2019-06-17
0.3341,2019-06-18
0.2037,2019-06-19
0.5154,2019-06-21
0.0303,2019-06-24
-0.3474,2019-06-25
0.1109,2019-06-26
0.0871,2019-06-27
0.2558,2019-06-28
0.1415,2019-07-01
-0.0895,2019-07-02
0.3187,2019-07-03
0.339,2019-07-05
0.1184,2019-07-08
0.2542,2019-07-10
-0.0411,2019-07-11
-0.1214,2019-07-12
-0.0087,2019-07-15
-0.0302,2019-07-16
0.0236,2019-07-17
0.1657,2019-07-18
-0.1902,2019-07-19
0.0838,2019-07-22
0.0778,2019-07-23
0.1052,2019-07-24
-0.2536,2019-07-25
0.123,2019-07-26
0.1282,2019-07-29
-0.0293,2019-07-30
-0.1932,2019-07-31
0.0607,2019-08-01
0.0741,2019-08-02
-0.6196,2019-08-05
0.4321,2019-08-06
0.1537,2019-08-07
0.2989,2019-08-08
-0.0535,2019-08-09
-0.3722,2019-08-12
0.2608,2019-08-13
-0.5689,2019-08-14
-0.1305,2019-08-15
0.273,2019-08-16
-0.0392,2019-08-19
-0.0923,2019-08-20
0.3753,2019-08-21
-0.1388,2019-08-22
-0.4331,2019-08-23
-0.2262,2019-08-26
0.0606,2019-08-27
0.0951,2019-08-28
0.3958,2019-08-29
0.2744,2019-08-30
-0.1489,2019-09-03
0.3229,2019-09-04
0.1744,2019-09-05
0.0753,2019-09-06
0.0234,2019-09-09
-0.0366,2019-09-10
0.1084,2019-09-11
0.178,2019-09-12
-0.1649,2019-09-13
0.0993,2019-09-16
0.2303,2019-09-17
0.0283,2019-09-18
0.1386,2019-09-19
0.1382,2019-09-20
-0.0546,2019-09-23
-0.1476,2019-09-24
0.1556,2019-09-25
0.1286,2019-09-26
0.0058,2019-09-27
0.0355,2019-09-30
-0.1456,2019-10-01
-0.4394,2019-10-02
0.1699,2019-10-03
0.239,2019-10-04
-0.2995,2019-10-07
-0.0972,2019-10-08
0.3147,2019-10-09
0.1693,2019-10-10
0.4654,2019-10-11
0.1164,2019-10-14
0.0441,2019-10-15
0.2698,2019-10-16
0.0673,2019-10-17
0.0054,2019-10-18
0.2585,2019-10-21
0.0724,2019-10-22
0.1362,2019-10-23
-0.0529,2019-10-24
0.183,2019-10-25
0.1777,2019-10-28
-0.0372,2019-10-29
0.2069,2019-10-30
-0.1448,2019-10-31
0.2234,2019-11-01
0.087,2019-11-04
-0.056,2019-11-05
-0.0356,2019-11-06
0.1576,2019-11-07
-0.2076,2019-11-08
0.1184,2019-11-11
-0.2674,2019-11-12
-0.105,2019-11-13
0.1072,2019-11-14
0.0138,2019-11-18
-0.0058,2019-11-19
0.1158,2019-11-21
0.2608,2019-11-22
-0.016,2019-11-25
-0.1823,2019-11-26
0.0899,2019-11-27
0.178,2019-11-29
0.0025,2019-12-02
0.1035,2019-12-03
0.2925,2019-12-04
0.0583,2019-12-05
0.2693,2019-12-06
-0.0053,2019-12-09
0.0097,2019-12-10
0.1272,2019-12-11
0.2694,2019-12-12
0.1198,2019-12-13
-0.0332,2019-12-16
-0.033,2019-12-17
0.2832,2019-12-18
0.0592,2019-12-19
0.1917,2019-12-20
0.2712,2019-12-23
0.4255,2019-12-26
0.0743,2019-12-27
0.0458,2019-12-30
0.5163,2020-01-02
-0.0302,2020-01-03
-0.111,2020-01-06
-0.0242,2020-01-07
-0.1462,2020-01-08
-0.0002,2020-01-09
-0.0189,2020-01-10
0.2216,2020-01-13
0.1121,2020-01-14
-0.0467,2020-01-15
-0.0355,2020-01-16
0.2323,2020-01-17
-0.2061,2020-01-21
0.2007,2020-01-22
0.1348,2020-01-23
-0.1635,2020-01-24
-0.5787,2020-01-27
0.3417,2020-01-28
-0.1409,2020-01-29
-0.0315,2020-01-30
-0.2832,2020-01-31
0.1352,2020-02-03
0.2172,2020-02-04
0.1451,2020-02-05
-0.177,2020-02-06
-0.2754,2020-02-07
-0.1621,2020-02-10
0.4737,2020-02-11
0.3,2020-02-12
-0.1024,2020-02-13
0.0157,2020-02-14
-0.0122,2020-02-18
0.218,2020-02-19
-0.2467,2020-02-20
-0.1668,2020-02-21
-1.5586,2020-02-26
-0.5091,2020-02-27
0.0831,2020-02-28
0.8457,2020-03-02
-0.1374,2020-03-03
0.5278,2020-03-04
-1.0171,2020-03-05
-0.7758,2020-03-06
-2.705,2020-03-09
1.3556,2020-03-10
-1.9716,2020-03-11
-4.183,2020-03-12
3.01,2020-03-13
-2.712,2020-03-16
0.9049,2020-03-17
-4.1178,2020-03-18
0.3461,2020-03-19
-0.2267,2020-03-20
-1.5216,2020-03-23
2.1595,2020-03-24
2.0301,2020-03-25
1.3861,2020-03-26
-0.6534,2020-03-27
0.5732,2020-03-30
-0.1808,2020-03-31
-0.7995,2020-04-01
0.3062,2020-04-02
-0.7223,2020-04-03
1.2391,2020-04-06
0.6222,2020-04-07
0.7051,2020-04-08
0.1745,2020-04-09
0.2327,2020-04-13
0.5704,2020-04-14
-0.2029,2020-04-15
0.0323,2020-04-16
0.3971,2020-04-17
0.069,2020-04-20
0.4449,2020-04-22
-0.3116,2020-04-23
-1.689,2020-04-24
0.5545,2020-04-27
1.0383,2020-04-28
0.5733,2020-04-29
-0.3617,2020-04-30
-0.4782,2020-05-04
0.2452,2020-05-05
-0.0164,2020-05-06
-0.0636,2020-05-07
0.5078,2020-05-08
-0.1415,2020-05-11
-0.5114,2020-05-12
-0.2909,2020-05-13
0.2654,2020-05-14
-0.0411,2020-05-15
0.7879,2020-05-18
-0.0364,2020-05-19
0.2145,2020-05-20
0.2901,2020-05-21
-0.0801,2020-05-22
0.8977,2020-05-26
0.5057,2020-05-27
-0.0724,2020-05-28
0.2184,2020-05-29
0.2635,2020-06-01
0.5732,2020-06-02
0.5014,2020-06-03
0.1152,2020-06-04
0.3153,2020-06-05
0.5229,2020-06-08
-0.1641,2020-06-09
-0.1772,2020-06-10
-0.5625,2020-06-12
-0.0121,2020-06-15
0.233,2020-06-16
0.3494,2020-06-17
0.0243,2020-06-18
0.1166,2020-06-19
-0.186,2020-06-22
