Variação_Diária_(%),data
-0.8192,2015-09-18
-0.1292,2015-09-21
-0.5227,2015-09-22
-0.6638,2015-09-23
0.3174,2015-09-24
0.269,2015-09-25
-1.1631,2015-09-28
0.4044,2015-09-29
0.897,2015-09-30
0.1658,2015-10-01
0.6732,2015-10-02
0.3689,2015-10-05
0.028,2015-10-06
0.0783,2015-10-07
0.3929,2015-10-08
-0.2104,2015-10-09
-0.3372,2015-10-13
0.0138,2015-10-14
0.4576,2015-10-15
0.0614,2015-10-16
0.0185,2015-10-19
0.0769,2015-10-20
-0.1772,2015-10-21
0.4832,2015-10-22
0.1206,2015-10-23
0.1105,2015-10-26
0.1271,2015-10-27
0.1996,2015-10-28
0.1442,2015-10-29
-0.1076,2015-10-30
0.609,2015-11-03
0.0729,2015-11-04
-0.0093,2015-11-05
0.0631,2015-11-06
-0.2792,2015-11-09
0.1355,2015-11-10
0.0596,2015-11-11
-0.2766,2015-11-12
-0.2474,2015-11-13
0.58,2015-11-16
0.0586,2015-11-17
0.3793,2015-11-18
0.3341,2015-11-19
0.1431,2015-11-23
0.0327,2015-11-24
-0.2678,2015-11-25
-0.4507,2015-11-27
-0.0086,2015-11-30
0.1971,2015-12-01
0.067,2015-12-02
-0.5831,2015-12-03
0.4791,2015-12-04
-0.0345,2015-12-07
-0.0972,2015-12-08
-0.0249,2015-12-09
-0.1451,2015-12-10
-0.5222,2015-12-11
0.0352,2015-12-14
0.2495,2015-12-15
-1.2978,2015-12-16
0.3801,2015-12-17
-0.3259,2015-12-18
0.0074,2015-12-21
0.335,2015-12-22
0.3667,2015-12-23
0.1949,2015-12-28
0.193,2015-12-29
-0.2878,2015-12-30
-0.6321,2016-01-04
0.1911,2016-01-05
-0.0199,2016-01-06
-0.7941,2016-01-07
-0.3191,2016-01-08
-0.1499,2016-01-11
0.3181,2016-01-12
-0.5844,2016-01-13
-0.1445,2016-01-14
-0.5692,2016-01-15
-0.0636,2016-01-19
-0.5582,2016-01-20
0.2929,2016-01-21
0.3855,2016-01-22
-0.0329,2016-01-26
-0.3899,2016-01-27
0.2932,2016-01-28
1.0411,2016-01-29
0.3498,2016-02-01
-0.5439,2016-02-02
0.4934,2016-02-03
-0.1025,2016-02-04
-0.3683,2016-02-05
-0.1456,2016-02-10
-0.3984,2016-02-11
0.4016,2016-02-12
0.529,2016-02-16
0.4434,2016-02-17
-0.1766,2016-02-18
0.238,2016-02-19
0.4672,2016-02-22
-0.3773,2016-02-23
0.4173,2016-02-24
0.2639,2016-02-25
0.0746,2016-02-26
-0.0124,2016-02-29
0.6394,2016-03-01
0.3824,2016-03-02
0.4066,2016-03-03
0.679,2016-03-04
-0.1192,2016-03-07
-0.0238,2016-03-08
0.497,2016-03-09
0.2336,2016-03-10
0.6,2016-03-11
0.1808,2016-03-14
-0.3829,2016-03-15
0.1272,2016-03-16
0.8308,2016-03-17
0.4124,2016-03-18
0.011,2016-03-21
0.4738,2016-03-22
-0.1752,2016-03-23
-0.2025,2016-03-24
0.559,2016-03-28
0.5422,2016-03-29
-0.005,2016-03-30
-0.0899,2016-03-31
0.3422,2016-04-01
-0.3668,2016-04-04
-0.2186,2016-04-05
0.1862,2016-04-06
-0.3773,2016-04-07
0.5617,2016-04-08
0.0929,2016-04-11
0.4345,2016-04-12
0.6833,2016-04-13
0.1364,2016-04-14
0.312,2016-04-15
0.3732,2016-04-18
0.05,2016-04-19
0.1506,2016-04-20
-0.0645,2016-04-22
0.1729,2016-04-25
0.2543,2016-04-26
0.34,2016-04-27
-0.1762,2016-04-28
0.2308,2016-04-29
0.2492,2016-05-02
-0.3025,2016-05-03
-0.334,2016-05-04
0.1825,2016-05-05
0.169,2016-05-06
-0.1978,2016-05-09
0.7374,2016-05-10
0.0498,2016-05-11
0.3499,2016-05-12
-0.0071,2016-05-13
0.3532,2016-05-16
-0.196,2016-05-17
-0.1926,2016-05-18
-0.1035,2016-05-19
0.3423,2016-05-20
-0.3305,2016-05-23
0.3623,2016-05-24
0.0909,2016-05-25
0.0088,2016-05-27
0.3026,2016-05-31
0.2099,2016-06-01
0.2318,2016-06-02
0.1634,2016-06-03
0.3937,2016-06-06
-0.1744,2016-06-07
0.428,2016-06-08
-0.023,2016-06-09
-0.2319,2016-06-10
-0.2016,2016-06-13
-0.1817,2016-06-14
0.0035,2016-06-15
0.0237,2016-06-16
0.0012,2016-06-17
0.1972,2016-06-20
0.1837,2016-06-21
-0.0381,2016-06-22
0.3422,2016-06-23
-0.7535,2016-06-24
-0.1816,2016-06-27
0.5007,2016-06-28
0.2927,2016-06-29
0.368,2016-06-30
0.2395,2016-07-01
-0.1511,2016-07-05
0.0012,2016-07-06
0.0795,2016-07-07
0.6758,2016-07-08
0.1286,2016-07-11
0.0901,2016-07-12
0.1019,2016-07-13
0.2688,2016-07-14
0.2315,2016-07-15
0.307,2016-07-18
0.2257,2016-07-19
0.3421,2016-07-20
-0.0297,2016-07-21
0.2197,2016-07-22
0.0361,2016-07-25
0.0136,2016-07-26
0.1248,2016-07-27
0.0526,2016-07-28
0.1239,2016-07-29
0.0502,2016-08-01
-0.0951,2016-08-02
0.0778,2016-08-03
0.255,2016-08-04
0.2808,2016-08-05
-0.0118,2016-08-08
0.0923,2016-08-09
-0.0479,2016-08-10
0.0454,2016-08-11
0.0698,2016-08-12
0.1573,2016-08-15
-0.1176,2016-08-16
-0.188,2016-08-17
0.0126,2016-08-18
0.1936,2016-08-19
-0.0591,2016-08-22
0.0086,2016-08-23
-0.0608,2016-08-24
0.0432,2016-08-25
-0.04,2016-08-26
0.2659,2016-08-29
-0.0664,2016-08-30
0.1435,2016-08-31
0.0107,2016-09-01
0.397,2016-09-02
0.0756,2016-09-06
0.0653,2016-09-08
-0.7073,2016-09-09
0.3277,2016-09-12
-0.55,2016-09-13
0.1533,2016-09-14
0.269,2016-09-15
-0.0387,2016-09-16
0.1424,2016-09-19
0.0524,2016-09-20
0.3915,2016-09-21
0.412,2016-09-22
0.0737,2016-09-23
-0.1255,2016-09-26
0.4058,2016-09-27
0.2033,2016-09-28
-0.1085,2016-09-29
0.3169,2016-09-30
0.1047,2016-10-03
-0.2858,2016-10-04
0.3293,2016-10-05
0.0302,2016-10-06
0.0388,2016-10-07
0.227,2016-10-10
-0.3009,2016-10-11
-0.012,2016-10-13
0.1475,2016-10-14
0.0645,2016-10-17
0.3048,2016-10-18
0.2417,2016-10-19
0.0367,2016-10-20
-0.0564,2016-10-21
0.2845,2016-10-24
-0.0623,2016-10-25
-0.0138,2016-10-26
-0.0038,2016-10-27
0.1232,2016-10-28
0.1333,2016-10-31
-0.1582,2016-11-01
-0.378,2016-11-03
0.0855,2016-11-04
0.4546,2016-11-07
0.1295,2016-11-08
-0.0291,2016-11-09
-0.4835,2016-11-10
-0.2027,2016-11-11
-0.4849,2016-11-14
0.4286,2016-11-16
0.0916,2016-11-17
-0.061,2016-11-18
0.2942,2016-11-21
0.2184,2016-11-22
-0.062,2016-11-23
-0.0718,2016-11-25
0.064,2016-11-28
0.1513,2016-11-29
0.0727,2016-11-30
-0.4656,2016-12-01
0.0439,2016-12-02
0.2993,2016-12-05
0.1201,2016-12-06
0.365,2016-12-07
0.251,2016-12-08
0.2983,2016-12-09
0.0433,2016-12-12
-0.0128,2016-12-13
-0.136,2016-12-14
0.1354,2016-12-15
0.0588,2016-12-16
0.0693,2016-12-19
0.1765,2016-12-20
0.322,2016-12-21
0.0461,2016-12-22
-0.0226,2016-12-23
0.2691,2016-12-27
-0.2028,2016-12-28
0.1236,2016-12-29
0.4221,2017-01-03
0.0246,2017-01-04
0.0926,2017-01-05
0.1656,2017-01-06
-0.0904,2017-01-09
0.2683,2017-01-10
0.0656,2017-01-11
0.4734,2017-01-12
0.1833,2017-01-13
0.1855,2017-01-17
0.0683,2017-01-18
0.0723,2017-01-19
0.2072,2017-01-20
0.0964,2017-01-23
0.1206,2017-01-24
0.0379,2017-01-26
0.1035,2017-01-27
-0.1121,2017-01-30
0.1343,2017-01-31
0.0354,2017-02-01
0.2381,2017-02-02
0.3883,2017-02-03
0.0024,2017-02-06
0.1271,2017-02-07
0.1545,2017-02-08
0.1819,2017-02-09
0.1267,2017-02-10
0.2983,2017-02-13
0.2699,2017-02-14
0.1855,2017-02-15
-0.1312,2017-02-16
0.2419,2017-02-17
0.3956,2017-02-21
0.2254,2017-02-22
0.1997,2017-02-23
0.2427,2017-02-24
0.3978,2017-03-01
-0.2414,2017-03-02
0.3079,2017-03-03
-0.036,2017-03-06
0.0014,2017-03-07
-0.193,2017-03-08
-0.0518,2017-03-09
0.3666,2017-03-10
0.0232,2017-03-13
-0.1984,2017-03-14
0.3323,2017-03-15
0.079,2017-03-16
-0.049,2017-03-17
-0.0476,2017-03-20
-0.2674,2017-03-21
0.0661,2017-03-22
-0.0869,2017-03-23
0.1343,2017-03-24
-0.1052,2017-03-27
0.0652,2017-03-28
-0.0222,2017-03-29
0.2216,2017-03-30
0.07,2017-03-31
-0.2326,2017-04-03
0.1328,2017-04-04
-0.0932,2017-04-05
-0.0287,2017-04-06
0.1138,2017-04-07
0.1707,2017-04-10
-0.0051,2017-04-11
-0.0852,2017-04-12
-0.1707,2017-04-13
0.2012,2017-04-17
0.0271,2017-04-18
-0.0778,2017-04-19
0.1432,2017-04-20
0.2416,2017-04-24
-0.0831,2017-04-25
0.0431,2017-04-26
-0.0042,2017-04-27
0.1991,2017-04-28
0.2186,2017-05-02
0.0527,2017-05-03
-0.1203,2017-05-04
0.3083,2017-05-05
0.0055,2017-05-08
0.1109,2017-05-09
0.1188,2017-05-10
0.0289,2017-05-11
0.1845,2017-05-12
0.3018,2017-05-15
0.1672,2017-05-16
-0.4147,2017-05-17
-2.6259,2017-05-18
0.8523,2017-05-19
-0.2942,2017-05-22
0.5418,2017-05-23
0.572,2017-05-24
0.0904,2017-05-25
0.3844,2017-05-26
0.0771,2017-05-30
0.1289,2017-05-31
0.1951,2017-06-01
0.1595,2017-06-02
-0.2522,2017-06-05
0.1301,2017-06-06
0.0852,2017-06-07
-0.1407,2017-06-08
0.2551,2017-06-09
-0.0479,2017-06-12
-0.0,2017-06-13
0.1847,2017-06-14
0.1755,2017-06-16
0.3101,2017-06-19
-0.2577,2017-06-20
0.0973,2017-06-21
0.0524,2017-06-22
-0.0484,2017-06-23
0.0467,2017-06-26
-0.2263,2017-06-27
0.1897,2017-06-28
-0.1501,2017-06-29
0.2707,2017-06-30
0.1489,2017-07-03
-0.2073,2017-07-05
-0.1704,2017-07-06
0.058,2017-07-07
0.1111,2017-07-10
-0.0084,2017-07-11
0.4885,2017-07-12
-0.0836,2017-07-13
0.2932,2017-07-14
0.0425,2017-07-17
0.1278,2017-07-18
0.2363,2017-07-19
-0.0136,2017-07-20
0.0323,2017-07-21
-0.0281,2017-07-24
-0.048,2017-07-25
0.0441,2017-07-26
0.3169,2017-07-27
0.0139,2017-07-28
0.0536,2017-07-31
0.0359,2017-08-01
0.1452,2017-08-02
0.1126,2017-08-03
0.0758,2017-08-04
0.0605,2017-08-07
-0.1177,2017-08-08
-0.1335,2017-08-09
-0.3418,2017-08-10
0.1562,2017-08-11
0.1415,2017-08-14
-0.0587,2017-08-15
0.1586,2017-08-16
-0.5448,2017-08-17
0.0328,2017-08-18
0.0341,2017-08-21
0.2104,2017-08-22
0.0575,2017-08-23
0.134,2017-08-24
0.0573,2017-08-25
0.1595,2017-08-28
0.0079,2017-08-29
0.1863,2017-08-30
0.2273,2017-08-31
0.227,2017-09-01
0.1951,2017-09-05
0.3932,2017-09-06
0.3886,2017-09-08
0.3505,2017-09-11
-0.1352,2017-09-12
0.1302,2017-09-13
0.1489,2017-09-14
0.2378,2017-09-15
0.259,2017-09-18
0.1058,2017-09-19
0.2606,2017-09-20
0.0242,2017-09-21
0.1705,2017-09-22
-0.186,2017-09-25
0.1209,2017-09-26
0.0352,2017-09-27
0.0644,2017-09-28
0.2364,2017-09-29
0.1496,2017-10-02
0.1084,2017-10-03
0.0654,2017-10-04
0.0153,2017-10-05
0.0249,2017-10-06
-0.0651,2017-10-09
0.0938,2017-10-10
0.1533,2017-10-11
-0.0259,2017-10-13
-0.0487,2017-10-16
0.1049,2017-10-17
0.0128,2017-10-18
0.0918,2017-10-19
-0.3995,2017-10-20
-0.0517,2017-10-23
0.0718,2017-10-24
0.0679,2017-10-25
-0.1378,2017-10-26
0.2626,2017-10-27
-0.0156,2017-10-30
0.0822,2017-10-31
-0.1035,2017-11-01
-0.2196,2017-11-03
0.1964,2017-11-06
-0.0679,2017-11-07
0.1401,2017-11-08
-0.043,2017-11-09
-0.2238,2017-11-10
0.0038,2017-11-13
-0.1268,2017-11-14
0.1828,2017-11-16
0.0942,2017-11-17
0.3239,2017-11-21
0.0091,2017-11-22
0.1386,2017-11-24
-0.1521,2017-11-27
0.3102,2017-11-28
-0.2108,2017-11-29
0.1673,2017-11-30
-0.0839,2017-12-01
0.0603,2017-12-04
0.0289,2017-12-05
0.053,2017-12-06
-0.112,2017-12-07
0.2621,2017-12-08
-0.0988,2017-12-11
-0.0186,2017-12-12
0.0746,2017-12-13
-0.1761,2017-12-14
0.2669,2017-12-15
0.0694,2017-12-18
-0.0831,2017-12-19
0.038,2017-12-20
0.0812,2017-12-21
-0.0306,2017-12-22
0.293,2017-12-26
0.2201,2017-12-27
0.2392,2017-12-28
0.4163,2018-01-02
0.3046,2018-01-03
0.1076,2018-01-04
0.0573,2018-01-05
0.0519,2018-01-08
-0.0115,2018-01-09
0.0404,2018-01-10
0.2362,2018-01-11
0.2432,2018-01-12
0.0404,2018-01-16
0.2441,2018-01-17
-0.0024,2018-01-18
0.1423,2018-01-19
0.0949,2018-01-22
-0.0432,2018-01-23
0.2267,2018-01-24
0.5621,2018-01-26
-0.2152,2018-01-29
-0.1877,2018-01-30
0.1233,2018-01-31
-0.0964,2018-02-01
-0.5691,2018-02-02
-0.9337,2018-02-05
0.4176,2018-02-06
-0.0727,2018-02-07
-0.7467,2018-02-08
0.2647,2018-02-09
0.7202,2018-02-14
0.2956,2018-02-15
0.207,2018-02-16
0.0153,2018-02-20
-0.0476,2018-02-21
0.0396,2018-02-22
0.4871,2018-02-23
0.3556,2018-02-26
-0.2777,2018-02-27
0.0363,2018-02-28
-0.3521,2018-03-01
0.1009,2018-03-02
0.2828,2018-03-05
0.0712,2018-03-06
0.0118,2018-03-07
0.1661,2018-03-08
0.4337,2018-03-09
0.0673,2018-03-12
-0.0066,2018-03-13
-0.1141,2018-03-14
0.0318,2018-03-15
0.0838,2018-03-16
-0.2573,2018-03-19
0.0536,2018-03-20
0.0128,2018-03-21
-0.2786,2018-03-22
-0.3921,2018-03-23
0.7332,2018-03-26
-0.3047,2018-03-27
-0.0133,2018-03-28
0.3749,2018-03-29
-0.5282,2018-04-02
0.2724,2018-04-03
0.197,2018-04-04
0.144,2018-04-05
-0.3699,2018-04-06
-0.0773,2018-04-09
0.2681,2018-04-10
-0.0373,2018-04-11
0.2097,2018-04-12
-0.0489,2018-04-13
0.1458,2018-04-16
0.2727,2018-04-17
0.0537,2018-04-18
-0.1408,2018-04-19
-0.2221,2018-04-20
-0.1174,2018-04-23
-0.3303,2018-04-24
-0.1103,2018-04-25
0.3235,2018-04-26
0.1806,2018-04-27
-0.0575,2018-04-30
-0.259,2018-05-02
-0.0373,2018-05-03
0.2599,2018-05-04
-0.1944,2018-05-07
-0.1841,2018-05-08
0.0172,2018-05-09
0.3644,2018-05-10
-0.0298,2018-05-11
-0.0967,2018-05-14
-0.2366,2018-05-15
-0.0943,2018-05-16
-0.3467,2018-05-17
-0.4873,2018-05-18
0.0726,2018-05-21
-0.2821,2018-05-22
0.1518,2018-05-23
-0.318,2018-05-24
-0.2066,2018-05-25
-0.5038,2018-05-29
0.4175,2018-05-30
0.1299,2018-06-01
0.1127,2018-06-04
-0.3434,2018-06-05
-0.1359,2018-06-06
-0.8072,2018-06-07
0.0461,2018-06-08
-0.044,2018-06-11
-0.0152,2018-06-12
-0.3495,2018-06-13
-0.4363,2018-06-14
0.0523,2018-06-15
-0.1698,2018-06-18
0.105,2018-06-19
0.0484,2018-06-20
-0.177,2018-06-21
0.0822,2018-06-22
-0.1381,2018-06-25
0.321,2018-06-26
-0.1624,2018-06-27
0.3266,2018-06-28
0.3061,2018-06-29
0.2877,2018-07-02
0.0086,2018-07-03
0.2048,2018-07-05
0.416,2018-07-06
0.3537,2018-07-10
-0.1296,2018-07-11
-0.1241,2018-07-12
0.1704,2018-07-13
-0.117,2018-07-16
0.2884,2018-07-17
0.0342,2018-07-18
-0.0045,2018-07-19
0.2295,2018-07-20
-0.0181,2018-07-23
0.1246,2018-07-24
0.3237,2018-07-25
-0.1643,2018-07-26
-0.1258,2018-07-27
-0.1038,2018-07-30
0.195,2018-07-31
-0.0913,2018-08-01
0.1061,2018-08-02
0.2558,2018-08-03
0.103,2018-08-06
-0.1113,2018-08-07
-0.0296,2018-08-08
-0.132,2018-08-09
-0.5767,2018-08-10
-0.1559,2018-08-13
0.5141,2018-08-14
-0.1966,2018-08-15
0.2835,2018-08-16
-0.0043,2018-08-17
-0.1359,2018-08-20
-0.213,2018-08-21
0.1099,2018-08-22
-0.3016,2018-08-23
0.2289,2018-08-24
0.2877,2018-08-27
-0.0359,2018-08-28
0.1319,2018-08-29
-0.3338,2018-08-30
0.2158,2018-08-31
-0.3247,2018-09-04
-0.0262,2018-09-05
0.0957,2018-09-06
0.0303,2018-09-10
-0.0443,2018-09-11
0.2044,2018-09-12
0.0141,2018-09-13
0.0369,2018-09-14
0.0415,2018-09-17
0.2237,2018-09-18
0.1375,2018-09-19
0.2387,2018-09-20
0.1472,2018-09-21
-0.1113,2018-09-24
-0.1006,2018-09-25
-0.022,2018-09-26
0.1441,2018-09-27
-0.0201,2018-09-28
0.0914,2018-10-01
0.219,2018-10-02
0.2728,2018-10-03
-0.1544,2018-10-04
0.0107,2018-10-05
0.557,2018-10-08
0.3629,2018-10-09
-0.728,2018-10-10
-0.4208,2018-10-11
0.5553,2018-10-15
0.5711,2018-10-16
0.1436,2018-10-17
-0.4028,2018-10-18
0.0781,2018-10-19
0.1841,2018-10-22
-0.0157,2018-10-23
-0.7007,2018-10-24
0.4851,2018-10-25
-0.1322,2018-10-26
-0.0427,2018-10-29
0.5568,2018-10-30
0.3122,2018-10-31
0.3737,2018-11-01
0.0193,2018-11-05
0.0688,2018-11-06
0.4658,2018-11-07
-0.1262,2018-11-08
-0.0824,2018-11-09
-0.3568,2018-11-12
-0.0686,2018-11-13
0.1179,2018-11-14
0.5354,2018-11-16
-0.3008,2018-11-19
-0.2465,2018-11-21
0.0413,2018-11-23
0.209,2018-11-26
0.0493,2018-11-27
0.6003,2018-11-28
0.0928,2018-11-29
0.2206,2018-11-30
0.2501,2018-12-03
-0.864,2018-12-04
0.0961,2018-12-06
-0.3879,2018-12-07
-0.0278,2018-12-10
0.0478,2018-12-11
0.1528,2018-12-12
0.238,2018-12-13
-0.1999,2018-12-14
-0.393,2018-12-17
0.0214,2018-12-18
-0.2147,2018-12-19
-0.21,2018-12-20
-0.1362,2018-12-21
0.4586,2018-12-26
0.3917,2018-12-27
0.0889,2018-12-28
0.5597,2019-01-02
-0.3519,2019-01-03
0.7616,2019-01-04
0.1226,2019-01-07
0.2547,2019-01-08
0.1516,2019-01-09
-0.0273,2019-01-10
0.0218,2019-01-11
-0.0457,2019-01-14
0.1358,2019-01-15
0.1122,2019-01-16
0.1971,2019-01-17
0.418,2019-01-18
-0.1914,2019-01-22
0.0535,2019-01-23
-0.0535,2019-01-24
-0.0597,2019-01-28
0.2303,2019-01-29
0.3195,2019-01-30
0.5104,2019-01-31
0.0766,2019-02-01
0.0988,2019-02-04
0.0641,2019-02-05
-0.1542,2019-02-06
-0.2355,2019-02-07
-0.0509,2019-02-08
0.0847,2019-02-11
0.3268,2019-02-12
0.1428,2019-02-13
0.017,2019-02-14
0.3492,2019-02-15
0.0975,2019-02-19
-0.002,2019-02-20
-0.1641,2019-02-21
0.2167,2019-02-22
-0.1223,2019-02-25
0.0369,2019-02-26
0.1843,2019-02-27
0.0739,2019-02-28
0.2372,2019-03-01
-0.167,2019-03-06
-0.0783,2019-03-07
0.0667,2019-03-08
0.4479,2019-03-11
0.1344,2019-03-12
0.2514,2019-03-13
-0.0102,2019-03-14
0.2676,2019-03-15
0.1605,2019-03-18
-0.0233,2019-03-19
0.071,2019-03-20
0.1651,2019-03-21
-0.7632,2019-03-22
0.1133,2019-03-25
0.183,2019-03-26
-0.3307,2019-03-27
0.3128,2019-03-28
0.2003,2019-03-29
0.3517,2019-04-02
0.0291,2019-04-03
0.0842,2019-04-04
0.1075,2019-04-05
-0.0582,2019-04-08
-0.1303,2019-04-09
0.1604,2019-04-10
0.0186,2019-04-11
0.0632,2019-04-12
0.1223,2019-04-15
-0.0379,2019-04-16
-0.0507,2019-04-17
0.1907,2019-04-18
0.0399,2019-04-22
0.291,2019-04-23
-0.129,2019-04-24
-0.0335,2019-04-25
0.1769,2019-04-26
0.0131,2019-04-29
0.1708,2019-04-30
-0.2453,2019-05-02
0.3067,2019-05-03
-0.1737,2019-05-06
-0.3332,2019-05-07
0.0501,2019-05-08
-0.0409,2019-05-09
0.1198,2019-05-10
-0.6203,2019-05-13
0.2811,2019-05-14
0.1369,2019-05-15
0.1661,2019-05-16
-0.2467,2019-05-17
-0.0225,2019-05-20
0.3777,2019-05-21
0.0526,2019-05-22
-0.1861,2019-05-23
0.1328,2019-05-24
0.099,2019-05-28
0.0249,2019-05-29
0.2621,2019-05-30
-0.1005,2019-05-31
0.1262,2019-06-03
0.5471,2019-06-04
0.0611,2019-06-05
0.2743,2019-06-06
0.3982,2019-06-07
0.1,2019-06-10
0.049,2019-06-11
-0.0676,2019-06-12
0.1759,2019-06-13
0.0404,2019-06-14
0.0193,2019-06-17
0.3504,2019-06-18
0.1965,2019-06-19
0.5211,2019-06-21
0.0314,2019-06-24
-0.2425,2019-06-25
0.0951,2019-06-26
0.1524,2019-06-27
0.4223,2019-06-28
0.2599,2019-07-01
0.057,2019-07-02
0.3175,2019-07-03
0.0498,2019-07-05
-0.0457,2019-07-08
0.1017,2019-07-10
0.0335,2019-07-11
0.0586,2019-07-12
-0.0136,2019-07-15
-0.0676,2019-07-16
-0.0613,2019-07-17
0.1186,2019-07-18
-0.1739,2019-07-19
0.048,2019-07-22
0.272,2019-07-23
0.1529,2019-07-24
-0.1879,2019-07-25
0.2738,2019-07-26
0.1114,2019-07-29
0.0387,2019-07-30
-0.1622,2019-07-31
-0.2186,2019-08-01
-0.0476,2019-08-02
-0.901,2019-08-05
0.3991,2019-08-06
0.1282,2019-08-07
0.3908,2019-08-08
-0.2595,2019-08-09
-0.3725,2019-08-12
0.4076,2019-08-13
-0.7394,2019-08-14
0.0378,2019-08-15
0.4824,2019-08-16
0.1556,2019-08-19
-0.2662,2019-08-20
0.2845,2019-08-21
-0.0131,2019-08-22
-0.5515,2019-08-23
0.061,2019-08-26
-0.0899,2019-08-27
0.1393,2019-08-28
0.3777,2019-08-29
0.3274,2019-08-30
-0.0782,2019-09-03
0.368,2019-09-04
0.2624,2019-09-05
0.0159,2019-09-06
0.016,2019-09-09
-0.0107,2019-09-10
0.0945,2019-09-11
0.1532,2019-09-12
-0.0602,2019-09-13
0.0223,2019-09-16
0.199,2019-09-17
0.0179,2019-09-18
0.1519,2019-09-19
0.0392,2019-09-20
-0.0494,2019-09-23
-0.1772,2019-09-24
0.2284,2019-09-25
-0.0363,2019-09-26
0.0181,2019-09-27
0.1905,2019-09-30
-0.3002,2019-10-01
-0.3668,2019-10-02
0.2131,2019-10-03
0.3855,2019-10-04
-0.1346,2019-10-07
-0.242,2019-10-08
0.3388,2019-10-09
0.2393,2019-10-10
0.4727,2019-10-11
0.0234,2019-10-14
0.2292,2019-10-15
0.1915,2019-10-16
0.1716,2019-10-17
0.029,2019-10-18
0.3181,2019-10-21
-0.09,2019-10-22
0.2161,2019-10-23
0.0628,2019-10-24
0.2458,2019-10-25
0.1883,2019-10-28
-0.0053,2019-10-29
0.1836,2019-10-30
0.0563,2019-10-31
0.2861,2019-11-01
0.1512,2019-11-04
-0.0687,2019-11-05
0.0545,2019-11-06
0.1349,2019-11-07
0.0974,2019-11-08
-0.0249,2019-11-11
-0.084,2019-11-12
-0.0168,2019-11-13
0.0693,2019-11-14
0.2196,2019-11-18
0.1363,2019-11-19
-0.1165,2019-11-21
0.2426,2019-11-22
0.1086,2019-11-25
0.0394,2019-11-26
0.0903,2019-11-27
0.1576,2019-11-29
-0.1979,2019-12-02
0.1039,2019-12-03
0.2896,2019-12-04
0.0387,2019-12-05
0.4125,2019-12-06
-0.0209,2019-12-09
0.0936,2019-12-10
0.1982,2019-12-11
0.33,2019-12-12
0.1077,2019-12-13
0.1587,2019-12-16
-0.0457,2019-12-17
0.1955,2019-12-18
0.118,2019-12-19
0.4238,2019-12-20
0.4109,2019-12-23
0.6518,2019-12-26
0.3478,2019-12-27
0.2202,2019-12-30
0.5388,2020-01-02
0.1177,2020-01-03
0.0051,2020-01-06
-0.1087,2020-01-07
-0.367,2020-01-08
0.0225,2020-01-09
0.0109,2020-01-10
0.1357,2020-01-13
0.0749,2020-01-14
0.0496,2020-01-15
-0.0509,2020-01-16
0.0246,2020-01-17
-0.2344,2020-01-21
0.0137,2020-01-22
0.0188,2020-01-23
-0.1678,2020-01-24
-0.5362,2020-01-27
0.3098,2020-01-28
-0.1219,2020-01-29
-0.0637,2020-01-30
-0.3489,2020-01-31
0.0106,2020-02-03
0.3553,2020-02-04
0.187,2020-02-05
-0.073,2020-02-06
-0.2744,2020-02-07
-0.0305,2020-02-10
0.273,2020-02-11
0.3145,2020-02-12
-0.012,2020-02-13
0.2497,2020-02-14
-0.2991,2020-02-18
0.0192,2020-02-19
-0.092,2020-02-20
-0.2073,2020-02-21
-1.9256,2020-02-26
-0.8185,2020-02-27
-0.237,2020-02-28
1.3537,2020-03-02
-0.3565,2020-03-03
0.9161,2020-03-04
-0.9625,2020-03-05
-0.616,2020-03-06
-2.9499,2020-03-09
1.5181,2020-03-10
-2.1765,2020-03-11
-5.1623,2020-03-12
3.1663,2020-03-13
-3.7783,2020-03-16
0.9268,2020-03-17
-6.5782,2020-03-18
0.3533,2020-03-19
-0.0568,2020-03-20
-2.3296,2020-03-23
3.0397,2020-03-24
2.6492,2020-03-25
2.5702,2020-03-26
-0.3192,2020-03-27
0.9352,2020-03-30
-0.0461,2020-03-31
-1.4107,2020-04-01
0.2711,2020-04-02
-0.8106,2020-04-03
1.6926,2020-04-06
0.6358,2020-04-07
1.0411,2020-04-08
0.66,2020-04-09
-0.0221,2020-04-13
0.9958,2020-04-14
-0.4062,2020-04-15
0.3198,2020-04-16
0.6802,2020-04-17
-0.2286,2020-04-20
0.1561,2020-04-22
-0.0983,2020-04-23
-1.5479,2020-04-24
0.6163,2020-04-27
0.8626,2020-04-28
0.8971,2020-04-29
-0.0551,2020-04-30
-0.8037,2020-05-04
0.3542,2020-05-05
-0.0818,2020-05-06
0.1392,2020-05-07
0.5032,2020-05-08
0.0388,2020-05-11
-0.7426,2020-05-12
-0.752,2020-05-13
0.1904,2020-05-14
0.3582,2020-05-15
0.7566,2020-05-18
-0.1131,2020-05-19
0.3643,2020-05-20
0.0263,2020-05-21
0.1557,2020-05-22
0.8862,2020-05-26
0.4694,2020-05-27
0.098,2020-05-28
0.3591,2020-05-29
0.2967,2020-06-01
0.6355,2020-06-02
0.639,2020-06-03
0.0447,2020-06-04
0.7543,2020-06-05
0.4764,2020-06-08
-0.1693,2020-06-09
0.0683,2020-06-10
-1.147,2020-06-12
0.1164,2020-06-15
0.3848,2020-06-16
0.0783,2020-06-17
-0.05,2020-06-18
0.051,2020-06-19
-0.0564,2020-06-22
