Variação_Diária_(%),data
0.0529,2015-10-06
0.091,2015-10-07
0.139,2015-10-08
-0.042,2015-10-09
-0.2109,2015-10-13
-0.0441,2015-10-14
0.1981,2015-10-15
0.069,2015-10-16
0.067,2015-10-19
0.0148,2015-10-20
0.0442,2015-10-21
0.3197,2015-10-22
0.0287,2015-10-23
0.0516,2015-10-26
0.1186,2015-10-27
-0.0283,2015-10-28
-0.1141,2015-10-29
0.039,2015-10-30
0.2911,2015-11-03
0.106,2015-11-04
0.0291,2015-11-05
-0.0309,2015-11-06
-0.0314,2015-11-09
0.0939,2015-11-10
0.1946,2015-11-11
0.0019,2015-11-12
-0.0022,2015-11-13
0.1319,2015-11-16
0.0971,2015-11-17
0.1313,2015-11-18
0.1951,2015-11-19
0.1375,2015-11-23
-0.071,2015-11-24
-0.1826,2015-11-25
-0.2408,2015-11-27
0.0095,2015-11-30
0.0667,2015-12-01
0.0832,2015-12-02
0.0514,2015-12-03
-0.0128,2015-12-04
0.0745,2015-12-07
-0.0257,2015-12-08
0.213,2015-12-09
-0.0657,2015-12-10
0.019,2015-12-11
-0.0399,2015-12-14
0.0776,2015-12-15
-0.0293,2015-12-16
0.1302,2015-12-17
-0.0451,2015-12-18
0.0073,2015-12-21
0.0985,2015-12-22
0.1637,2015-12-23
0.0307,2015-12-28
0.0975,2015-12-29
0.0308,2015-12-30
-0.032,2016-01-04
0.1906,2016-01-05
0.0345,2016-01-06
-0.1305,2016-01-07
-0.0289,2016-01-08
-0.0565,2016-01-11
0.0376,2016-01-12
-0.0825,2016-01-13
0.0864,2016-01-14
-0.0896,2016-01-15
0.0733,2016-01-19
0.009,2016-01-20
0.33,2016-01-21
0.1448,2016-01-22
0.0252,2016-01-26
0.0231,2016-01-27
0.144,2016-01-28
0.2867,2016-01-29
0.142,2016-02-01
-0.3253,2016-02-02
0.1707,2016-02-03
0.0033,2016-02-04
0.1045,2016-02-05
0.0398,2016-02-10
-0.1178,2016-02-11
0.2239,2016-02-12
0.4476,2016-02-16
0.1483,2016-02-17
-0.005,2016-02-18
0.0747,2016-02-19
0.1974,2016-02-22
-0.0651,2016-02-23
0.0533,2016-02-24
0.0517,2016-02-25
0.0174,2016-02-26
0.221,2016-02-29
0.2973,2016-03-01
0.1423,2016-03-02
0.2365,2016-03-03
0.2611,2016-03-04
-0.0368,2016-03-07
0.0681,2016-03-08
0.0499,2016-03-09
0.1892,2016-03-10
0.1782,2016-03-11
-0.0539,2016-03-14
-0.1957,2016-03-15
0.1226,2016-03-16
0.5057,2016-03-17
0.0901,2016-03-18
0.088,2016-03-21
0.1327,2016-03-22
-0.2144,2016-03-23
-0.0997,2016-03-24
0.281,2016-03-28
0.1098,2016-03-29
-0.0626,2016-03-30
-0.2376,2016-03-31
0.2002,2016-04-01
-0.2738,2016-04-04
0.0918,2016-04-05
-0.0937,2016-04-06
0.0323,2016-04-07
0.3376,2016-04-08
0.0521,2016-04-11
0.2659,2016-04-12
0.3257,2016-04-13
-0.0225,2016-04-14
0.187,2016-04-15
0.1099,2016-04-18
0.1029,2016-04-19
0.0282,2016-04-20
-0.0413,2016-04-22
-0.0259,2016-04-25
0.1635,2016-04-26
0.2641,2016-04-27
-0.0535,2016-04-28
0.1596,2016-04-29
-0.0036,2016-05-02
-0.1314,2016-05-03
0.0706,2016-05-04
0.0233,2016-05-05
0.0825,2016-05-06
-0.0698,2016-05-09
0.3912,2016-05-10
0.104,2016-05-11
0.1886,2016-05-12
-0.1005,2016-05-13
0.062,2016-05-16
-0.0847,2016-05-17
-0.0575,2016-05-18
-0.0022,2016-05-19
0.0354,2016-05-20
-0.1526,2016-05-23
0.0462,2016-05-24
0.0296,2016-05-25
-0.0434,2016-05-27
0.0663,2016-05-31
0.1562,2016-06-01
0.2108,2016-06-02
0.1895,2016-06-03
0.0795,2016-06-06
0.0264,2016-06-07
0.2446,2016-06-08
-0.0097,2016-06-09
-0.1838,2016-06-10
0.0517,2016-06-13
-0.0794,2016-06-14
0.0505,2016-06-15
0.0614,2016-06-16
0.0497,2016-06-17
0.1458,2016-06-20
0.1199,2016-06-21
-0.0373,2016-06-22
0.24,2016-06-23
-0.1707,2016-06-24
0.0249,2016-06-27
0.0687,2016-06-28
0.0366,2016-06-29
0.1187,2016-06-30
0.2161,2016-07-01
-0.0151,2016-07-05
0.0527,2016-07-06
0.0716,2016-07-07
0.2688,2016-07-08
0.1517,2016-07-11
0.0658,2016-07-12
0.1096,2016-07-13
0.1783,2016-07-14
0.1103,2016-07-15
0.1555,2016-07-18
0.0497,2016-07-19
0.0633,2016-07-20
-0.023,2016-07-21
0.0926,2016-07-22
0.0254,2016-07-25
0.0269,2016-07-26
0.0711,2016-07-27
0.0263,2016-07-28
0.1223,2016-07-29
0.0208,2016-08-01
-0.0469,2016-08-02
0.171,2016-08-03
0.1757,2016-08-04
0.1428,2016-08-05
0.0091,2016-08-08
0.0946,2016-08-09
0.0206,2016-08-10
0.1962,2016-08-11
0.0569,2016-08-12
0.1125,2016-08-15
-0.0255,2016-08-16
0.0484,2016-08-17
-0.0112,2016-08-18
0.1067,2016-08-19
-0.0927,2016-08-22
0.0623,2016-08-23
-0.0096,2016-08-24
0.0271,2016-08-25
-0.0616,2016-08-26
0.1821,2016-08-29
-0.0048,2016-08-30
0.0347,2016-08-31
0.1501,2016-09-01
0.235,2016-09-02
0.1429,2016-09-06
0.0498,2016-09-08
-0.3256,2016-09-09
0.1564,2016-09-12
-0.2644,2016-09-13
0.0748,2016-09-14
0.1855,2016-09-15
-0.0062,2016-09-16
0.0862,2016-09-19
0.1052,2016-09-20
0.1874,2016-09-21
0.1851,2016-09-22
0.0174,2016-09-23
-0.057,2016-09-26
0.1531,2016-09-27
0.174,2016-09-28
-0.0912,2016-09-29
0.0878,2016-09-30
0.256,2016-10-03
-0.043,2016-10-04
0.2218,2016-10-05
0.0761,2016-10-06
0.0738,2016-10-07
0.0979,2016-10-10
-0.0428,2016-10-11
0.0673,2016-10-13
0.1037,2016-10-14
0.1398,2016-10-17
0.1652,2016-10-18
0.0836,2016-10-19
0.0423,2016-10-20
0.0155,2016-10-21
0.1075,2016-10-24
-0.035,2016-10-25
-0.0155,2016-10-26
0.0544,2016-10-27
0.0494,2016-10-28
0.1423,2016-10-31
-0.1646,2016-11-01
-0.1321,2016-11-03
0.0734,2016-11-04
0.3251,2016-11-07
0.0776,2016-11-08
-0.1568,2016-11-09
-0.4465,2016-11-10
-0.2183,2016-11-11
-0.2019,2016-11-14
0.3012,2016-11-16
-0.0416,2016-11-17
0.0936,2016-11-18
0.3217,2016-11-21
0.1735,2016-11-22
0.0618,2016-11-23
-0.0576,2016-11-25
0.1893,2016-11-28
-0.0652,2016-11-29
0.1879,2016-11-30
-0.4398,2016-12-01
0.0885,2016-12-02
0.2025,2016-12-05
0.1518,2016-12-06
0.1252,2016-12-07
0.1125,2016-12-08
0.0128,2016-12-09
-0.0743,2016-12-12
0.0137,2016-12-13
-0.0187,2016-12-14
0.0946,2016-12-15
0.1049,2016-12-16
-0.0342,2016-12-19
0.1078,2016-12-20
0.1264,2016-12-21
0.0414,2016-12-22
0.0862,2016-12-23
0.1891,2016-12-27
0.1545,2016-12-28
0.1071,2016-12-29
0.3751,2017-01-03
-0.0196,2017-01-04
0.1078,2017-01-05
0.0158,2017-01-06
0.0234,2017-01-09
0.1062,2017-01-10
0.0307,2017-01-11
0.4424,2017-01-12
0.0307,2017-01-13
0.1462,2017-01-17
0.0217,2017-01-18
0.0596,2017-01-19
0.1092,2017-01-20
0.1061,2017-01-23
0.0636,2017-01-24
0.0884,2017-01-26
0.0638,2017-01-27
-0.1701,2017-01-30
0.0488,2017-01-31
0.0831,2017-02-01
0.0287,2017-02-02
0.1359,2017-02-03
-0.0353,2017-02-06
0.0876,2017-02-07
0.1766,2017-02-08
0.1033,2017-02-09
0.1868,2017-02-10
0.1326,2017-02-13
0.041,2017-02-14
0.1436,2017-02-15
-0.0655,2017-02-16
0.0613,2017-02-17
0.2644,2017-02-21
0.0223,2017-02-22
0.0473,2017-02-23
-0.0299,2017-02-24
0.1684,2017-03-01
-0.0987,2017-03-02
0.2165,2017-03-03
0.0133,2017-03-06
-0.0105,2017-03-07
-0.0876,2017-03-08
-0.0073,2017-03-09
0.1454,2017-03-10
0.1377,2017-03-13
-0.113,2017-03-14
0.2281,2017-03-15
0.003,2017-03-16
-0.0764,2017-03-17
0.0619,2017-03-20
-0.1274,2017-03-21
0.0609,2017-03-22
0.0209,2017-03-23
0.1498,2017-03-24
0.0875,2017-03-27
0.0329,2017-03-28
0.1155,2017-03-29
-0.0257,2017-03-30
0.036,2017-03-31
0.039,2017-04-03
0.1021,2017-04-04
-0.0466,2017-04-05
-0.092,2017-04-06
0.1181,2017-04-07
0.1096,2017-04-10
-0.0022,2017-04-11
-0.0467,2017-04-12
-0.1161,2017-04-13
0.1965,2017-04-17
0.0645,2017-04-18
-0.0477,2017-04-19
0.0589,2017-04-20
0.1143,2017-04-24
0.0463,2017-04-25
0.0099,2017-04-26
0.0074,2017-04-27
0.1436,2017-04-28
0.1912,2017-05-02
-0.0045,2017-05-03
-0.1079,2017-05-04
0.1378,2017-05-05
0.0104,2017-05-08
0.1409,2017-05-09
0.1714,2017-05-10
0.1157,2017-05-11
0.1157,2017-05-12
0.1338,2017-05-15
0.1271,2017-05-16
-0.1339,2017-05-17
-1.829,2017-05-18
0.4661,2017-05-19
-0.1902,2017-05-22
0.3389,2017-05-23
0.2079,2017-05-24
0.0243,2017-05-25
0.1984,2017-05-26
0.0556,2017-05-30
0.0035,2017-05-31
-0.1032,2017-06-01
0.0404,2017-06-02
-0.0241,2017-06-05
0.1433,2017-06-06
0.0425,2017-06-07
-0.0249,2017-06-08
0.0367,2017-06-09
-0.0148,2017-06-12
0.0124,2017-06-13
0.0642,2017-06-14
0.0806,2017-06-16
0.139,2017-06-19
-0.1613,2017-06-20
0.073,2017-06-21
0.0638,2017-06-22
0.0181,2017-06-23
0.1325,2017-06-26
-0.0295,2017-06-27
0.1225,2017-06-28
0.0076,2017-06-29
0.164,2017-06-30
0.1147,2017-07-03
0.0332,2017-07-05
-0.0332,2017-07-06
-0.0034,2017-07-07
0.1093,2017-07-10
0.1297,2017-07-11
0.2243,2017-07-12
0.0498,2017-07-13
0.1372,2017-07-14
0.0474,2017-07-17
0.075,2017-07-18
0.115,2017-07-19
0.0949,2017-07-20
0.0684,2017-07-21
0.031,2017-07-24
0.0539,2017-07-25
-0.0388,2017-07-26
0.2795,2017-07-27
0.1171,2017-07-28
0.0922,2017-07-31
0.1238,2017-08-01
0.1046,2017-08-02
0.051,2017-08-03
0.0203,2017-08-04
0.082,2017-08-07
0.0351,2017-08-08
-0.0333,2017-08-09
-0.097,2017-08-10
0.0898,2017-08-11
0.1119,2017-08-14
0.0442,2017-08-15
0.0757,2017-08-16
-0.1337,2017-08-17
0.1586,2017-08-18
0.0061,2017-08-21
0.177,2017-08-22
0.105,2017-08-23
0.1214,2017-08-24
0.0451,2017-08-25
0.0479,2017-08-28
0.0558,2017-08-29
0.0278,2017-08-30
0.0904,2017-08-31
0.1239,2017-09-01
0.1005,2017-09-05
0.2176,2017-09-06
0.064,2017-09-08
0.1071,2017-09-11
-0.0009,2017-09-12
0.0518,2017-09-13
0.0684,2017-09-14
0.1323,2017-09-15
0.0708,2017-09-18
0.0604,2017-09-19
0.0737,2017-09-20
0.049,2017-09-21
0.0386,2017-09-22
-0.0807,2017-09-25
0.0885,2017-09-26
-0.0238,2017-09-27
0.0086,2017-09-28
0.1128,2017-09-29
0.0535,2017-10-02
0.2042,2017-10-03
0.0204,2017-10-04
-0.0066,2017-10-05
0.0645,2017-10-06
-0.0319,2017-10-09
0.1663,2017-10-10
0.0222,2017-10-11
0.0537,2017-10-13
-0.0184,2017-10-16
-0.0105,2017-10-17
0.0791,2017-10-18
0.0255,2017-10-19
0.0259,2017-10-20
-0.0784,2017-10-23
0.098,2017-10-24
0.0683,2017-10-25
-0.1681,2017-10-26
0.0565,2017-10-27
-0.1218,2017-10-30
0.0051,2017-10-31
-0.0658,2017-11-01
-0.0592,2017-11-03
0.1166,2017-11-06
-0.1665,2017-11-07
0.235,2017-11-08
-0.1261,2017-11-09
-0.1279,2017-11-10
0.0394,2017-11-13
-0.1573,2017-11-14
0.2359,2017-11-16
0.17,2017-11-17
0.2204,2017-11-21
0.0006,2017-11-22
0.0387,2017-11-24
-0.02,2017-11-27
0.0504,2017-11-28
-0.2039,2017-11-29
-0.0582,2017-11-30
0.0396,2017-12-01
0.1201,2017-12-04
-0.01,2017-12-05
0.0626,2017-12-06
-0.1056,2017-12-07
0.0542,2017-12-08
0.0082,2017-12-11
0.0748,2017-12-12
-0.0437,2017-12-13
-0.0619,2017-12-14
0.0935,2017-12-15
0.1114,2017-12-18
-0.0187,2017-12-19
0.1254,2017-12-20
0.1875,2017-12-21
0.0201,2017-12-22
0.15,2017-12-26
0.0824,2017-12-27
0.118,2017-12-28
0.2939,2018-01-02
0.0957,2018-01-03
0.1271,2018-01-04
0.0434,2018-01-05
0.0437,2018-01-08
-0.0225,2018-01-09
0.0178,2018-01-10
0.1434,2018-01-11
0.0544,2018-01-12
0.1115,2018-01-16
0.1463,2018-01-17
0.0073,2018-01-18
0.0734,2018-01-19
0.0575,2018-01-22
-0.0869,2018-01-23
0.3584,2018-01-24
0.3053,2018-01-26
-0.072,2018-01-29
-0.0076,2018-01-30
0.0744,2018-01-31
0.0807,2018-02-01
-0.1692,2018-02-02
-0.271,2018-02-05
0.1941,2018-02-06
-0.0706,2018-02-07
-0.2016,2018-02-08
-0.0805,2018-02-09
0.3742,2018-02-14
0.1386,2018-02-15
0.106,2018-02-16
0.1466,2018-02-20
0.0769,2018-02-21
0.067,2018-02-22
0.1076,2018-02-23
0.1006,2018-02-26
-0.0465,2018-02-27
-0.0622,2018-02-28
-0.0288,2018-03-01
0.1123,2018-03-02
0.0918,2018-03-05
0.016,2018-03-06
0.0186,2018-03-07
-0.0099,2018-03-08
0.1643,2018-03-09
0.0653,2018-03-12
0.0024,2018-03-13
-0.0078,2018-03-14
-0.0727,2018-03-15
0.0682,2018-03-16
-0.0899,2018-03-19
-0.0049,2018-03-20
0.1046,2018-03-21
0.1467,2018-03-22
-0.0166,2018-03-23
0.1704,2018-03-26
-0.1452,2018-03-27
-0.0031,2018-03-28
0.2044,2018-03-29
-0.1182,2018-04-02
0.0144,2018-04-03
-0.0107,2018-04-04
0.1515,2018-04-05
-0.0519,2018-04-06
-0.0976,2018-04-09
0.127,2018-04-10
0.0794,2018-04-11
0.0803,2018-04-12
-0.0947,2018-04-13
-0.0764,2018-04-16
0.136,2018-04-17
0.1829,2018-04-18
0.02,2018-04-19
-0.0073,2018-04-20
0.0011,2018-04-23
-0.0232,2018-04-24
-0.0167,2018-04-25
0.1551,2018-04-26
0.055,2018-04-27
-0.0234,2018-04-30
-0.1288,2018-05-02
-0.0994,2018-05-03
0.0342,2018-05-04
-0.0569,2018-05-07
-0.0416,2018-05-08
0.0788,2018-05-09
0.2001,2018-05-10
-0.0739,2018-05-11
-0.0646,2018-05-14
-0.0217,2018-05-15
0.109,2018-05-16
-0.3756,2018-05-17
-0.1956,2018-05-18
-0.027,2018-05-21
0.1571,2018-05-22
-0.2221,2018-05-23
-0.12,2018-05-24
-0.1601,2018-05-25
-0.3205,2018-05-29
0.1678,2018-05-30
0.1668,2018-06-01
0.1782,2018-06-04
-0.2911,2018-06-05
-0.0998,2018-06-06
-0.5384,2018-06-07
0.0431,2018-06-08
0.0458,2018-06-11
0.0778,2018-06-12
-0.1098,2018-06-13
-0.2665,2018-06-14
0.1545,2018-06-15
-0.0084,2018-06-18
0.2629,2018-06-19
0.0723,2018-06-20
-0.1535,2018-06-21
0.0626,2018-06-22
0.0904,2018-06-25
0.1189,2018-06-26
-0.1143,2018-06-27
0.2278,2018-06-28
0.154,2018-06-29
0.085,2018-07-02
0.0994,2018-07-03
0.1287,2018-07-05
0.1008,2018-07-06
0.1035,2018-07-10
-0.0666,2018-07-11
0.0856,2018-07-12
0.1255,2018-07-13
0.0473,2018-07-16
0.1857,2018-07-17
-0.0477,2018-07-18
0.0568,2018-07-19
0.17,2018-07-20
-0.037,2018-07-23
0.1376,2018-07-24
0.1633,2018-07-25
-0.0826,2018-07-26
0.0546,2018-07-27
0.0452,2018-07-30
-0.0507,2018-07-31
0.0561,2018-08-01
0.0509,2018-08-02
0.2018,2018-08-03
0.0122,2018-08-06
-0.0963,2018-08-07
-0.0534,2018-08-08
-0.0762,2018-08-09
-0.3402,2018-08-10
0.109,2018-08-13
0.269,2018-08-14
-0.1016,2018-08-15
0.0116,2018-08-16
-0.0206,2018-08-17
-0.0051,2018-08-20
-0.229,2018-08-21
0.2393,2018-08-22
-0.1479,2018-08-23
0.113,2018-08-24
0.2061,2018-08-27
-0.0337,2018-08-28
0.118,2018-08-29
-0.2778,2018-08-30
0.0604,2018-08-31
-0.2381,2018-09-04
0.0218,2018-09-05
0.1441,2018-09-06
0.0521,2018-09-10
-0.1088,2018-09-11
0.1169,2018-09-12
-0.0578,2018-09-13
0.1224,2018-09-14
0.2055,2018-09-17
0.1674,2018-09-18
-0.0145,2018-09-19
0.0236,2018-09-20
0.1552,2018-09-21
-0.0779,2018-09-24
0.0844,2018-09-25
0.0232,2018-09-26
0.1446,2018-09-27
-0.0515,2018-09-28
-0.0546,2018-10-01
0.2902,2018-10-02
0.2476,2018-10-03
0.0516,2018-10-04
-0.0295,2018-10-05
0.5645,2018-10-08
0.1508,2018-10-09
-0.2286,2018-10-10
-0.0611,2018-10-11
0.1384,2018-10-15
0.295,2018-10-16
0.0784,2018-10-17
-0.1911,2018-10-18
0.0383,2018-10-19
0.2266,2018-10-22
0.0105,2018-10-23
-0.2329,2018-10-24
0.1237,2018-10-25
0.2273,2018-10-26
-0.1727,2018-10-29
0.3268,2018-10-30
0.1002,2018-10-31
0.1239,2018-11-01
0.1279,2018-11-05
-0.0809,2018-11-06
-0.0971,2018-11-07
-0.1782,2018-11-08
0.016,2018-11-09
-0.0292,2018-11-12
-0.0623,2018-11-13
0.1742,2018-11-14
0.3292,2018-11-16
-0.0618,2018-11-19
-0.0114,2018-11-21
-0.042,2018-11-23
-0.1258,2018-11-26
0.2006,2018-11-27
0.1593,2018-11-28
0.0573,2018-11-29
0.0237,2018-11-30
0.0708,2018-12-03
-0.1759,2018-12-04
0.0773,2018-12-06
-0.0726,2018-12-07
-0.1857,2018-12-10
0.0742,2018-12-11
0.1223,2018-12-12
0.1708,2018-12-13
0.0053,2018-12-14
-0.0929,2018-12-17
0.0324,2018-12-18
-0.0094,2018-12-19
0.0139,2018-12-20
0.0429,2018-12-21
0.0171,2018-12-26
0.0998,2018-12-27
0.2506,2018-12-28
0.4176,2019-01-02
0.1139,2019-01-03
0.0786,2019-01-04
-0.0276,2019-01-07
0.0695,2019-01-08
0.1901,2019-01-09
0.0049,2019-01-10
0.0052,2019-01-11
0.1182,2019-01-14
-0.0216,2019-01-15
0.0605,2019-01-16
0.1198,2019-01-17
0.0904,2019-01-18
-0.0077,2019-01-22
0.1562,2019-01-23
0.0901,2019-01-24
-0.1356,2019-01-28
0.1044,2019-01-29
0.124,2019-01-30
0.1805,2019-01-31
0.071,2019-02-01
0.0624,2019-02-04
-0.0034,2019-02-05
-0.2777,2019-02-06
-0.0704,2019-02-07
0.0124,2019-02-08
-0.0606,2019-02-11
0.2142,2019-02-12
0.039,2019-02-13
0.2154,2019-02-14
0.0607,2019-02-15
0.0343,2019-02-19
-0.0975,2019-02-20
0.0399,2019-02-21
0.1231,2019-02-22
-0.0464,2019-02-25
0.044,2019-02-26
0.0441,2019-02-27
-0.0938,2019-02-28
-0.0303,2019-03-01
-0.025,2019-03-06
0.011,2019-03-07
0.1241,2019-03-08
0.2901,2019-03-11
0.0472,2019-03-12
0.1684,2019-03-13
-0.0115,2019-03-14
0.0843,2019-03-15
0.1275,2019-03-18
0.0146,2019-03-19
-0.0639,2019-03-20
-0.0987,2019-03-21
-0.3711,2019-03-22
0.0365,2019-03-25
0.1095,2019-03-26
-0.3407,2019-03-27
0.2772,2019-03-28
0.1122,2019-03-29
0.1222,2019-04-02
-0.0557,2019-04-03
0.1504,2019-04-04
0.0812,2019-04-05
0.0093,2019-04-08
-0.0911,2019-04-09
0.0589,2019-04-10
-0.0901,2019-04-11
-0.1255,2019-04-12
0.052,2019-04-15
0.0939,2019-04-16
-0.0494,2019-04-17
0.1728,2019-04-18
0.0432,2019-04-22
0.1857,2019-04-23
-0.0571,2019-04-24
0.1409,2019-04-25
0.0047,2019-04-26
0.0118,2019-04-29
0.0642,2019-04-30
-0.0524,2019-05-02
0.133,2019-05-03
-0.0492,2019-05-06
-0.0358,2019-05-07
0.1214,2019-05-08
-0.0156,2019-05-09
-0.007,2019-05-10
-0.2053,2019-05-13
0.0914,2019-05-14
-0.0075,2019-05-15
-0.1419,2019-05-16
-0.0564,2019-05-17
0.1771,2019-05-20
0.2558,2019-05-21
0.028,2019-05-22
-0.0083,2019-05-23
0.0123,2019-05-24
0.3357,2019-05-28
0.0741,2019-05-29
0.109,2019-05-30
0.0276,2019-05-31
0.0252,2019-06-03
0.081,2019-06-04
-0.1048,2019-06-05
0.1715,2019-06-06
0.1517,2019-06-07
0.0434,2019-06-10
0.1447,2019-06-11
-0.0652,2019-06-12
0.1117,2019-06-13
0.0075,2019-06-14
-0.0286,2019-06-17
0.1733,2019-06-18
0.1172,2019-06-19
0.3304,2019-06-21
0.0291,2019-06-24
-0.2078,2019-06-25
0.051,2019-06-26
0.0682,2019-06-27
0.1453,2019-06-28
0.061,2019-07-01
-0.0587,2019-07-02
0.1831,2019-07-03
0.2546,2019-07-05
0.1059,2019-07-08
0.2064,2019-07-10
-0.0002,2019-07-11
-0.0563,2019-07-12
-0.0031,2019-07-15
-0.0001,2019-07-16
0.0404,2019-07-17
0.1043,2019-07-18
-0.0836,2019-07-19
0.0604,2019-07-22
0.0189,2019-07-23
0.0431,2019-07-24
-0.1285,2019-07-25
0.0512,2019-07-26
0.0687,2019-07-29
-0.016,2019-07-30
-0.1004,2019-07-31
0.1072,2019-08-01
0.0632,2019-08-02
-0.287,2019-08-05
0.249,2019-08-06
0.0947,2019-08-07
0.1577,2019-08-08
0.0138,2019-08-09
-0.189,2019-08-12
0.1074,2019-08-13
-0.2513,2019-08-14
-0.0705,2019-08-15
0.1351,2019-08-16
-0.0376,2019-08-19
-0.0125,2019-08-20
0.2056,2019-08-21
-0.0724,2019-08-22
-0.1989,2019-08-23
-0.155,2019-08-26
0.045,2019-08-27
0.0334,2019-08-28
0.1968,2019-08-29
0.1625,2019-08-30
-0.0587,2019-09-03
0.1719,2019-09-04
0.0751,2019-09-05
0.0518,2019-09-06
0.0161,2019-09-09
-0.0205,2019-09-10
0.088,2019-09-11
0.1026,2019-09-12
-0.0911,2019-09-13
0.0919,2019-09-16
0.1368,2019-09-17
0.0425,2019-09-18
0.1459,2019-09-19
0.1057,2019-09-20
-0.0275,2019-09-23
-0.0731,2019-09-24
0.0752,2019-09-25
0.0988,2019-09-26
0.0106,2019-09-27
0.0131,2019-09-30
-0.0507,2019-10-01
-0.2099,2019-10-02
0.1,2019-10-03
0.101,2019-10-04
-0.1664,2019-10-07
-0.029,2019-10-08
0.1564,2019-10-09
0.1015,2019-10-10
0.2422,2019-10-11
0.1129,2019-10-14
0.0076,2019-10-15
0.1873,2019-10-16
0.0495,2019-10-17
0.0124,2019-10-18
0.1264,2019-10-21
0.0417,2019-10-22
0.0818,2019-10-23
-0.0303,2019-10-24
0.1116,2019-10-25
0.1071,2019-10-28
0.0188,2019-10-29
0.1415,2019-10-30
-0.1162,2019-10-31
0.116,2019-11-01
0.0305,2019-11-04
-0.0298,2019-11-05
-0.0031,2019-11-06
0.0882,2019-11-07
-0.1317,2019-11-08
0.0949,2019-11-11
-0.1409,2019-11-12
-0.0667,2019-11-13
0.0807,2019-11-14
-0.0019,2019-11-18
-0.021,2019-11-19
0.0782,2019-11-21
0.1544,2019-11-22
-0.0086,2019-11-25
-0.1209,2019-11-26
0.038,2019-11-27
0.0968,2019-11-29
0.0173,2019-12-02
0.0781,2019-12-03
0.1801,2019-12-04
0.0598,2019-12-05
0.151,2019-12-06
0.0073,2019-12-09
0.0105,2019-12-10
0.0727,2019-12-11
0.1495,2019-12-12
0.095,2019-12-13
-0.0084,2019-12-16
-0.0468,2019-12-17
0.1531,2019-12-18
0.0074,2019-12-19
0.1025,2019-12-20
0.1421,2019-12-23
0.2214,2019-12-26
0.0252,2019-12-27
0.0306,2019-12-30
0.2646,2020-01-02
-0.0198,2020-01-03
-0.0652,2020-01-06
0.0121,2020-01-07
-0.0338,2020-01-08
0.0089,2020-01-09
0.0057,2020-01-10
0.1217,2020-01-13
0.0793,2020-01-14
0.0036,2020-01-15
-0.0062,2020-01-16
0.1596,2020-01-17
-0.1067,2020-01-21
0.1522,2020-01-22
0.0981,2020-01-23
-0.083,2020-01-24
-0.2966,2020-01-27
0.1812,2020-01-28
-0.0564,2020-01-29
-0.0152,2020-01-30
-0.1311,2020-01-31
0.0936,2020-02-03
0.1043,2020-02-04
0.0841,2020-02-05
-0.1119,2020-02-06
-0.1504,2020-02-07
-0.0965,2020-02-10
0.2806,2020-02-11
0.1852,2020-02-12
-0.036,2020-02-13
0.0124,2020-02-14
0.0402,2020-02-18
0.1661,2020-02-19
-0.1324,2020-02-20
-0.0733,2020-02-21
-0.7677,2020-02-26
-0.2269,2020-02-27
0.0829,2020-02-28
0.4307,2020-03-02
-0.0155,2020-03-03
0.2681,2020-03-04
-0.5412,2020-03-05
-0.43,2020-03-06
-1.3839,2020-03-09
0.6665,2020-03-10
-0.989,2020-03-11
-2.1544,2020-03-12
1.5576,2020-03-13
-1.1488,2020-03-16
0.4331,2020-03-17
-1.9053,2020-03-18
0.124,2020-03-19
-0.1671,2020-03-20
-0.7336,2020-03-23
1.0022,2020-03-24
0.9138,2020-03-25
0.5908,2020-03-26
-0.3057,2020-03-27
0.2946,2020-03-30
-0.0524,2020-03-31
-0.3066,2020-04-01
0.1995,2020-04-02
-0.2924,2020-04-03
0.541,2020-04-06
0.3096,2020-04-07
0.3267,2020-04-08
0.0718,2020-04-09
0.1523,2020-04-13
0.2792,2020-04-14
-0.0694,2020-04-15
0.0007,2020-04-16
0.1834,2020-04-17
0.102,2020-04-20
0.2773,2020-04-22
-0.1713,2020-04-23
-0.8774,2020-04-24
0.1751,2020-04-27
0.4795,2020-04-28
0.2367,2020-04-29
-0.1885,2020-04-30
-0.1643,2020-05-04
0.1092,2020-05-05
0.0098,2020-05-06
-0.0151,2020-05-07
0.2619,2020-05-08
-0.0486,2020-05-11
-0.2277,2020-05-12
-0.0863,2020-05-13
0.1494,2020-05-14
-0.03,2020-05-15
0.4011,2020-05-18
0.0114,2020-05-19
0.1308,2020-05-20
0.1667,2020-05-21
-0.0521,2020-05-22
0.4612,2020-05-26
0.2676,2020-05-27
-0.022,2020-05-28
0.0999,2020-05-29
0.1213,2020-06-01
0.2719,2020-06-02
0.2426,2020-06-03
0.0763,2020-06-04
0.1512,2020-06-05
0.249,2020-06-08
-0.0992,2020-06-09
-0.1036,2020-06-10
-0.2174,2020-06-12
-0.0069,2020-06-15
0.1056,2020-06-16
0.2124,2020-06-17
0.0466,2020-06-18
0.0722,2020-06-19
-0.0841,2020-06-22
0.0799,2020-06-23
-0.1865,2020-06-24
0.2536,2020-06-25
-0.2058,2020-06-26
0.2253,2020-06-29
0.0218,2020-06-30
0.1773,2020-07-01
0.0244,2020-07-02
0.3169,2020-07-06
-0.1301,2020-07-07
0.118,2020-07-08
-0.0169,2020-07-09
0.162,2020-07-10
-0.1257,2020-07-13
